unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
58879797,2023-09-20T13:48:20.000,2023-09-21T12:58:40.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Storage Area Not Provided,Street,11213,1421 DEAN STREET,DEAN STREET,KINGSTON AVENUE,REVERE PLACE,KINGSTON AVENUE,REVERE PLACE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T12:58:44.000,08 BROOKLYN,3012100001,BROOKLYN,1000492,185721,PHONE,Unspecified,BROOKLYN,40.676423099898486,-73.9414447099936,"{'latitude': '40.676423099898486', 'longitude': '-73.9414447099936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875254,2023-09-20T13:48:20.000,2023-09-25T11:31:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,1422 GREENE AVENUE,GREENE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,04 BROOKLYN,3033010010,BROOKLYN,1007356,194660,MOBILE,Unspecified,BROOKLYN,40.70094333497239,-73.91666812812518,"{'latitude': '40.70094333497239', 'longitude': '-73.91666812812518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880008,2023-09-20T13:48:20.000,2023-09-20T14:23:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10029,1682 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  105 STREET,EAST  106 STREET,EAST  105 STREET,EAST  106 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T14:24:01.000,11 MANHATTAN,1016330013,MANHATTAN,999061,227809,MOBILE,Unspecified,MANHATTAN,40.791946766853314,-73.94651106461637,"{'latitude': '40.791946766853314', 'longitude': '-73.94651106461637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872650,2023-09-20T13:48:06.000,2023-09-25T21:40:06.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,11212,548 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,17 BROOKLYN,3047160063,BROOKLYN,1007934,177903,PHONE,Unspecified,BROOKLYN,40.65494765384286,-73.91464245933477,"{'latitude': '40.65494765384286', 'longitude': '-73.91464245933477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876620,2023-09-20T13:48:06.000,2023-09-25T21:40:06.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11212,548 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,17 BROOKLYN,3047160063,BROOKLYN,1007934,177903,PHONE,Unspecified,BROOKLYN,40.65494765384286,-73.91464245933477,"{'latitude': '40.65494765384286', 'longitude': '-73.91464245933477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871209,2023-09-20T13:48:06.000,2023-09-26T12:31:37.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11212,548 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,17 BROOKLYN,3047160063,BROOKLYN,1007934,177903,PHONE,Unspecified,BROOKLYN,40.65494765384286,-73.91464245933477,"{'latitude': '40.65494765384286', 'longitude': '-73.91464245933477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876708,2023-09-20T13:48:06.000,2023-09-25T21:40:06.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11212,548 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,17 BROOKLYN,3047160063,BROOKLYN,1007934,177903,PHONE,Unspecified,BROOKLYN,40.65494765384286,-73.91464245933477,"{'latitude': '40.65494765384286', 'longitude': '-73.91464245933477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880483,2023-09-20T13:48:06.000,2023-09-25T21:36:04.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11212,548 EAST   96 STREET,EAST   96 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,17 BROOKLYN,3047160063,BROOKLYN,1007934,177903,PHONE,Unspecified,BROOKLYN,40.65494765384286,-73.91464245933477,"{'latitude': '40.65494765384286', 'longitude': '-73.91464245933477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880562,2023-09-20T13:48:05.000,2023-09-28T19:31:31.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10305,1259 BAY STREET,BAY STREET,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,01 STATEN ISLAND,5028310003,STATEN ISLAND,966159,162539,PHONE,Unspecified,STATEN ISLAND,40.61278993959388,-74.06515909321799,"{'latitude': '40.61278993959388', 'longitude': '-74.06515909321799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872828,2023-09-20T13:47:53.000,2023-09-23T12:33:05.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10312,75 MACON AVENUE,MACON AVENUE,WAINWRIGHT AVENUE,DRUMGOOLE ROAD EAST,WAINWRIGHT AVENUE,DRUMGOOLE ROAD EAST,ADDRESS,STATEN ISLAND,MACON AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-23T12:33:09.000,03 STATEN ISLAND,5056120192,STATEN ISLAND,936462,142382,ONLINE,Unspecified,STATEN ISLAND,40.5573526904796,-74.17197726681725,"{'latitude': '40.5573526904796', 'longitude': '-74.17197726681725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879434,2023-09-20T13:47:45.000,2023-09-23T12:33:06.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10312,75 MACON AVENUE,MACON AVENUE,WAINWRIGHT AVENUE,DRUMGOOLE ROAD EAST,WAINWRIGHT AVENUE,DRUMGOOLE ROAD EAST,ADDRESS,STATEN ISLAND,MACON AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-23T12:33:11.000,03 STATEN ISLAND,5056120192,STATEN ISLAND,936462,142382,ONLINE,Unspecified,STATEN ISLAND,40.5573526904796,-74.17197726681725,"{'latitude': '40.5573526904796', 'longitude': '-74.17197726681725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875565,2023-09-20T13:47:43.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10469,902 EAST  218 STREET,EAST  218 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  218 STREET,In Progress,,,12 BRONX,2046880037,BRONX,1023783,260247,PHONE,Unspecified,BRONX,40.8809035461106,-73.85703813569295,"{'latitude': '40.8809035461106', 'longitude': '-73.85703813569295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876844,2023-09-20T13:47:23.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,59 AUDUBON AVENUE,AUDUBON AVENUE,WEST  168 STREET,WEST  169 STREET,WEST  168 STREET,WEST  169 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,In Progress,,,12 MANHATTAN,1021250027,MANHATTAN,1001335,245546,MOBILE,Unspecified,MANHATTAN,40.84062574358813,-73.93825351585303,"{'latitude': '40.84062574358813', 'longitude': '-73.93825351585303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878849,2023-09-20T13:47:12.000,2023-09-20T18:59:45.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,101-29 117 STREET,117 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,117 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T18:59:51.000,09 QUEENS,,QUEENS,1032086,190397,PHONE,Unspecified,QUEENS,40.689143282864755,-73.82750973979817,"{'latitude': '40.689143282864755', 'longitude': '-73.82750973979817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873383,2023-09-20T13:47:00.000,2023-09-21T04:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11210,3524 BEDFORD AVENUE,BEDFORD AVENUE,AVENUE N,AVENUE O,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-21T04:35:00.000,14 BROOKLYN,3076780059,BROOKLYN,998213,163735,PHONE,Unspecified,BROOKLYN,40.61608017858223,-73.94970641590926,"{'latitude': '40.61608017858223', 'longitude': '-73.94970641590926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877317,2023-09-20T13:47:00.000,2023-09-23T13:30:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10454,,,,,EAST 141 STREET,ALEXANDER AVENUE,INTERSECTION,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T13:30:00.000,01 BRONX,,BRONX,1005364,235112,PHONE,Unspecified,BRONX,40.81197868221946,-73.9237252464321,"{'latitude': '40.81197868221946', 'longitude': '-73.9237252464321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875052,2023-09-20T13:46:31.000,2023-09-20T13:59:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T13:59:38.000,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876976,2023-09-20T13:46:23.000,2023-09-21T16:10:00.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10014,CHRISTOPHER STREET,CHRISTOPHER STREET,CHRISTOPHER STREET,HUDSON STREET,CHRISTOPHER STREET,HUDSON STREET,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-21T16:10:13.000,02 MANHATTAN,,MANHATTAN,982474,206348,ONLINE,Unspecified,MANHATTAN,40.73305407988208,-74.00640823601,"{'latitude': '40.73305407988208', 'longitude': '-74.00640823601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871862,2023-09-20T13:46:23.000,2023-09-23T13:52:24.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11237,1433 DEKALB AVENUE,DEKALB AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T11:11:52.000,04 BROOKLYN,3032350042,BROOKLYN,1005564,194444,ONLINE,Unspecified,BROOKLYN,40.70035496339582,-73.92313166268752,"{'latitude': '40.70035496339582', 'longitude': '-73.92313166268752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873004,2023-09-20T13:46:16.000,2023-09-26T10:01:28.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11429,99-49 211 STREET,211 STREET,99 AVENUE,104 AVENUE,99 AVENUE,104 AVENUE,ADDRESS,QUEENS VILLAGE,211 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T10:01:32.000,13 QUEENS,4108790070,QUEENS,1054045,198991,PHONE,Unspecified,QUEENS,40.712585780001476,-73.74823980706135,"{'latitude': '40.712585780001476', 'longitude': '-73.74823980706135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876840,2023-09-20T13:46:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,85 AUDUBON AVENUE,AUDUBON AVENUE,WEST  169 STREET,WEST  170 STREET,WEST  169 STREET,WEST  170 STREET,ADDRESS,NEW YORK,AUDUBON AVENUE,In Progress,,,12 MANHATTAN,1021260030,MANHATTAN,1001487,245821,MOBILE,Unspecified,MANHATTAN,40.84138024281771,-73.93770346971272,"{'latitude': '40.84138024281771', 'longitude': '-73.93770346971272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879807,2023-09-20T13:46:08.000,2023-09-20T15:01:52.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11220,5423 8 AVENUE,8 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,N/A,2023-09-20T15:01:54.000,12 BROOKLYN,3056720001,BROOKLYN,982526,171972,ONLINE,Unspecified,BROOKLYN,40.638699845627876,-74.00621181160929,"{'latitude': '40.638699845627876', 'longitude': '-74.00621181160929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877000,2023-09-20T13:46:02.000,2023-09-21T08:42:55.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,11379,63-33 71 STREET,71 STREET,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,ADDRESS,MIDDLE VILLAGE,71 STREET,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-21T08:43:00.000,05 QUEENS,4029800169,QUEENS,1016380,200410,ONLINE,Unspecified,QUEENS,40.7166975456035,-73.88409563371111,"{'latitude': '40.7166975456035', 'longitude': '-73.88409563371111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58881180,2023-09-20T13:45:55.000,2023-09-29T15:38:02.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11216,1297 FULTON STREET,FULTON STREET,NOSTRAND AVENUE,VERONA PLACE,NOSTRAND AVENUE,VERONA PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation removed the items.,2023-09-28T11:26:02.000,03 BROOKLYN,3018490055,BROOKLYN,998348,187160,ONLINE,Unspecified,BROOKLYN,40.68037650276328,-73.94917119801768,"{'latitude': '40.68037650276328', 'longitude': '-73.94917119801768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878282,2023-09-20T13:45:51.000,2023-09-26T10:10:16.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11201,155 AMITY STREET,AMITY STREET,HENRY STREET,CLINTON STREET,HENRY STREET,CLINTON STREET,ADDRESS,BROOKLYN,AMITY STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-26T10:10:21.000,06 BROOKLYN,3002910033,BROOKLYN,985512,190315,PHONE,Unspecified,BROOKLYN,40.689047393954404,-73.99544940516029,"{'latitude': '40.689047393954404', 'longitude': '-73.99544940516029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872585,2023-09-20T13:45:46.000,2023-09-20T20:08:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11213,921 MONTGOMERY STREET,MONTGOMERY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-20T00:00:00.000,09 BROOKLYN,3014190001,BROOKLYN,1002590,181372,MOBILE,Unspecified,BROOKLYN,40.66448197292001,-73.93389288311353,"{'latitude': '40.66448197292001', 'longitude': '-73.93389288311353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878743,2023-09-20T13:45:44.000,2023-09-20T15:27:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11235,1216 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,,EAST   13 STREET,,EAST   13 STREET,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T15:27:15.000,15 BROOKLYN,3074140048,BROOKLYN,996251,154335,MOBILE,Unspecified,BROOKLYN,40.59028196939516,-73.95679007968651,"{'latitude': '40.59028196939516', 'longitude': '-73.95679007968651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878397,2023-09-20T13:45:36.000,2023-09-21T14:24:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10018,110 WEST   36 STREET,WEST   36 STREET,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T14:24:42.000,05 MANHATTAN,1008110031,MANHATTAN,987749,212993,ONLINE,Unspecified,MANHATTAN,40.75129243447025,-73.98737130814304,"{'latitude': '40.75129243447025', 'longitude': '-73.98737130814304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877089,2023-09-20T13:45:34.000,2023-09-20T23:51:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10453,EAST  177 STREET,EAST  177 STREET,EAST  177 STREET,GRAND CONCOURSE,EAST  177 STREET,GRAND CONCOURSE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T23:51:35.000,05 BRONX,,BRONX,1010214,248703,PHONE,Unspecified,BRONX,40.849269134989896,-73.90615193383343,"{'latitude': '40.849269134989896', 'longitude': '-73.90615193383343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
