unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,road_ramp,due_date
58919449,2023-09-25T13:29:21.000,2023-09-25T13:43:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T13:43:44.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58917250,2023-09-25T13:29:17.000,2023-09-25T13:44:02.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T13:44:09.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58920231,2023-09-25T13:29:13.000,2023-09-25T13:33:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,445 AUTUMN AVENUE,AUTUMN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T13:33:24.000,05 BROOKLYN,3041800006,BROOKLYN,1020582,186596,MOBILE,Unspecified,BROOKLYN,40.67876511717263,-73.86901205867817,"{'latitude': '40.67876511717263', 'longitude': '-73.86901205867817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HILL STREET,LIBERTY AVENUE,,HILL STREET,LIBERTY AVENUE,AUTUMN AVENUE,,,,,,
58919450,2023-09-25T13:29:13.000,2023-09-25T13:56:27.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T13:56:30.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,
58920187,2023-09-25T13:29:08.000,2023-09-25T13:49:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11213,953 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T13:49:44.000,08 BROOKLYN,3012350065,BROOKLYN,999220,184548,PHONE,Unspecified,BROOKLYN,40.67320572195818,-73.94603309965663,"{'latitude': '40.67320572195818', 'longitude': '-73.94603309965663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK AVENUE,BROOKLYN AVENUE,,NEW YORK AVENUE,BROOKLYN AVENUE,PARK PLACE,,,,,,
58921056,2023-09-25T13:29:00.000,2023-09-26T10:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11213,1517 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-26T10:15:00.000,08 BROOKLYN,3013680068,BROOKLYN,1004514,184172,PHONE,Unspecified,BROOKLYN,40.6721631515944,-73.92694934993281,"{'latitude': '40.6721631515944', 'longitude': '-73.92694934993281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,ROCHESTER AVE,BUFFALO AVE,,,,,,,
58924109,2023-09-25T13:28:47.000,2023-09-29T08:33:35.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11414,156-20 89 STREET,89 STREET,ADDRESS,HOWARD BEACH,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T08:33:41.000,10 QUEENS,4139530018,QUEENS,1027319,180923,PHONE,Unspecified,QUEENS,40.66316381140992,-73.84475941253588,"{'latitude': '40.66316381140992', 'longitude': '-73.84475941253588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",156 AVENUE,157 AVENUE,,156 AVENUE,157 AVENUE,89 STREET,,,,,,
58919461,2023-09-25T13:28:45.000,2023-09-25T13:54:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10019,630 WEST   52 STREET,WEST   52 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T13:54:34.000,04 MANHATTAN,1010990012,MANHATTAN,985784,218875,ONLINE,Unspecified,MANHATTAN,40.76743757755198,-73.99446210073597,"{'latitude': '40.76743757755198', 'longitude': '-73.99446210073597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11 AVENUE,12 AVENUE,,11 AVENUE,12 AVENUE,WEST   52 STREET,,,,,,
58924584,2023-09-25T13:28:36.000,2023-09-25T15:00:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11228,1220 84 STREET,84 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T15:00:18.000,10 BROOKLYN,3063210014,BROOKLYN,980288,163761,PHONE,Unspecified,BROOKLYN,40.616161659589935,-74.01427081668207,"{'latitude': '40.616161659589935', 'longitude': '-74.01427081668207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12 AVENUE,13 AVENUE,,12 AVENUE,13 AVENUE,84 STREET,,,,,,
58918523,2023-09-25T13:28:33.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11413,133-22 224 STREET,224 STREET,ADDRESS,SPRINGFIELD GARDENS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T05:23:06.000,13 QUEENS,4129620080,QUEENS,1054932,186654,PHONE,Unspecified,QUEENS,40.678716681184255,-73.74516975248498,"{'latitude': '40.678716681184255', 'longitude': '-73.74516975248498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",133 AVENUE,MERRICK BOULEVARD,,133 AVENUE,MERRICK BOULEVARD,224 STREET,,,,,,
58917327,2023-09-25T13:28:32.000,2023-09-29T12:33:31.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11365,69-46 180 STREET,180 STREET,ADDRESS,FRESH MEADOWS,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T12:33:36.000,08 QUEENS,4071320027,QUEENS,1042292,206087,PHONE,Unspecified,QUEENS,40.73214743731666,-73.79057312625815,"{'latitude': '40.73214743731666', 'longitude': '-73.79057312625815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 AVENUE,73 AVENUE,,69 AVENUE,73 AVENUE,180 STREET,,,,,,
58920879,2023-09-25T13:28:29.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-29T17:19:59.000,Unspecified MANHATTAN,,MANHATTAN,982800,201892,PHONE,Unspecified,MANHATTAN,40.72082350423595,-74.00523098930907,"{'latitude': '40.72082350423595', 'longitude': '-74.00523098930907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,A,Stairway,,,,
58921866,2023-09-25T13:28:17.000,2023-09-26T08:57:53.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11370,25-60 76 STREET,76 STREET,ADDRESS,EAST ELMHURST,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T08:57:58.000,03 QUEENS,4010520036,QUEENS,1014096,216970,PHONE,Unspecified,QUEENS,40.76215859983513,-73.89226135404257,"{'latitude': '40.76215859983513', 'longitude': '-73.89226135404257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25 AVENUE,30 AVENUE,,25 AVENUE,30 AVENUE,76 STREET,,,,,,
58923610,2023-09-25T13:28:00.000,2023-09-28T10:45:00.000,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,11377,41-52 72 STREET,72 STREET,ADDRESS,WOODSIDE,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T10:45:00.000,02 QUEENS,4013110066,QUEENS,1013848,210267,UNKNOWN,Unspecified,QUEENS,40.74376141146886,-73.8931860929054,"{'latitude': '40.74376141146886', 'longitude': '-73.8931860929054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,41 AVE,UNNAMED ST,,,,,,,
58920396,2023-09-25T13:27:38.000,2023-09-26T19:42:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11213,1646 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 BROOKLYN,3014010039,BROOKLYN,1002404,182653,PHONE,Unspecified,BROOKLYN,40.66799841555271,-73.93455987635045,"{'latitude': '40.66799841555271', 'longitude': '-73.93455987635045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58920382,2023-09-25T13:27:38.000,2023-09-26T19:42:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1646 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,09 BROOKLYN,3014010039,BROOKLYN,1002404,182653,PHONE,Unspecified,BROOKLYN,40.66799841555271,-73.93455987635045,"{'latitude': '40.66799841555271', 'longitude': '-73.93455987635045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58920392,2023-09-25T13:27:38.000,2023-09-26T19:42:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11213,1646 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,09 BROOKLYN,3014010039,BROOKLYN,1002404,182653,PHONE,Unspecified,BROOKLYN,40.66799841555271,-73.93455987635045,"{'latitude': '40.66799841555271', 'longitude': '-73.93455987635045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58917202,2023-09-25T13:27:31.000,2023-11-03T12:46:36.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10009,432 EAST   13 STREET,EAST   13 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-11-03T00:00:00.000,03 MANHATTAN,1004400024,MANHATTAN,989173,205343,ONLINE,Unspecified,MANHATTAN,40.730294409657716,-73.98223736510921,"{'latitude': '40.730294409657716', 'longitude': '-73.98223736510921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58918494,2023-09-25T13:27:02.000,2023-09-26T13:46:37.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11373,80-09 57 AVENUE,57 AVENUE,ADDRESS,ELMHURST,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-26T11:11:09.000,04 QUEENS,4029070054,QUEENS,1016911,204894,MOBILE,Unspecified,QUEENS,40.72900308522364,-73.88215836947437,"{'latitude': '40.72900308522364', 'longitude': '-73.88215836947437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",80 STREET,83 STREET,,80 STREET,83 STREET,57 AVENUE,,,,,,
58918020,2023-09-25T13:27:00.000,2023-09-25T15:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10011,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T15:05:00.000,04 MANHATTAN,,MANHATTAN,983228,211923,UNKNOWN,Unspecified,MANHATTAN,40.74835618760526,-74.00368846932793,"{'latitude': '40.74835618760526', 'longitude': '-74.00368846932793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,WEST 24 STREET,N/A,,,,,,,,,
58924112,2023-09-25T13:26:36.000,2023-09-26T09:08:19.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11414,161-15 83 STREET,83 STREET,ADDRESS,HOWARD BEACH,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T09:08:24.000,10 QUEENS,4140390069,QUEENS,1026347,177612,ONLINE,Unspecified,QUEENS,40.6540805326251,-73.84828361285993,"{'latitude': '40.6540805326251', 'longitude': '-73.84828361285993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",161 AVENUE,162 AVENUE,,161 AVENUE,162 AVENUE,83 STREET,,,,,,
58924358,2023-09-25T13:26:26.000,2023-09-27T11:35:30.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11236,557 EAST   87 STREET,EAST   87 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation removed the items.,2023-09-27T11:35:33.000,18 BROOKLYN,3079667501,BROOKLYN,1008439,173558,PHONE,Unspecified,BROOKLYN,40.643020211653905,-73.91283801353741,"{'latitude': '40.643020211653905', 'longitude': '-73.91283801353741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOSTER AVENUE,BEDELL LANE,,FOSTER AVENUE,BEDELL LANE,EAST   87 STREET,,,,,,
58920209,2023-09-25T13:26:26.000,2023-09-25T14:05:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,8635 21 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T14:05:39.000,11 BROOKLYN,3063780019,BROOKLYN,985131,158792,ONLINE,Unspecified,BROOKLYN,40.60252361616561,-73.99682735454735,"{'latitude': '40.60252361616561', 'longitude': '-73.99682735454735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,BENSON AVENUE,,86 STREET,BENSON AVENUE,21 AVENUE,,,,,,
58923031,2023-09-25T13:26:21.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11218,40 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3052850040,BROOKLYN,991267,176203,PHONE,Unspecified,BROOKLYN,40.65031041695912,-73.97471237350332,"{'latitude': '40.65031041695912', 'longitude': '-73.97471237350332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    7 STREET,PROSPECT AVENUE,,EAST    7 STREET,PROSPECT AVENUE,OCEAN PARKWAY,,,,,,
58918746,2023-09-25T13:26:16.000,2023-09-27T13:27:18.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,10454,600 EAST  138 STREET,EAST  138 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-27T13:27:22.000,01 BRONX,2025500019,BRONX,1007469,233023,PHONE,Unspecified,BRONX,40.80623967699538,-73.91612812125385,"{'latitude': '40.80623967699538', 'longitude': '-73.91612812125385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANNS AVENUE,CYPRESS AVENUE,,ST ANNS AVENUE,CYPRESS AVENUE,EAST  138 STREET,,,,,,
58924069,2023-09-25T13:26:05.000,2023-09-25T16:53:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11416,78-15 95 AVENUE,95 AVENUE,ADDRESS,OZONE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T16:53:58.000,09 QUEENS,4090050023,QUEENS,1022905,188277,PHONE,Unspecified,QUEENS,40.683369235211984,-73.86062730621177,"{'latitude': '40.683369235211984', 'longitude': '-73.86062730621177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 STREET,80 STREET,,78 STREET,80 STREET,95 AVENUE,,,,,,
58919730,2023-09-25T13:26:04.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10010,340 EAST   23 STREET,EAST   23 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T15:22:40.000,06 MANHATTAN,1009287503,MANHATTAN,989847,207936,PHONE,Unspecified,MANHATTAN,40.737411155597115,-73.97980335436614,"{'latitude': '40.737411155597115', 'longitude': '-73.97980335436614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,,2 AVENUE,1 AVENUE,EAST   23 STREET,,,,,,
58922497,2023-09-25T13:26:02.000,2023-09-25T17:48:11.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10314,152 GARRISON AVENUE,GARRISON AVENUE,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-25T17:48:14.000,01 STATEN ISLAND,5004090032,STATEN ISLAND,946562,165151,PHONE,Unspecified,STATEN ISLAND,40.6198976474914,-74.1357569044647,"{'latitude': '40.6198976474914', 'longitude': '-74.1357569044647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEAL DOW AVENUE,BIDWELL AVENUE,,NEAL DOW AVENUE,BIDWELL AVENUE,GARRISON AVENUE,,,,,,
58922254,2023-09-25T13:26:00.000,2023-09-25T14:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11215,308 10 STREET,10 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-25T14:25:00.000,06 BROOKLYN,3010160008,BROOKLYN,987448,183150,PHONE,Unspecified,BROOKLYN,40.669380604531426,-73.98847186111007,"{'latitude': '40.669380604531426', 'longitude': '-73.98847186111007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,4 AVE,5 AVE,,,,,,,
