unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,vehicle_type,taxi_company_borough
58794071,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-20T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,179 STREET,179 STREET,,,,,,,,,
58789748,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11215,420 CARROLL STREET,CARROLL STREET,GOWANUS CANAL SHORELINE,NEVINS STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,06 BROOKLYN,3004530001,BROOKLYN,987436,186264,PHONE,Unspecified,BROOKLYN,40.67792783911191,-73.98851364672286,"{'latitude': '40.67792783911191', 'longitude': '-73.98851364672286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58798383,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,82 EAST   55 STREET,EAST   55 STREET,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,17 BROOKLYN,3046410018,BROOKLYN,1004774,178377,PHONE,Unspecified,BROOKLYN,40.65625656755258,-73.92602970494201,"{'latitude': '40.65625656755258', 'longitude': '-73.92602970494201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792633,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,666 EAST   93 STREET,EAST   93 STREET,AVENUE A,AVENUE B,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,17 BROOKLYN,3047520064,BROOKLYN,1007890,176664,PHONE,Unspecified,BROOKLYN,40.651546988274724,-73.91480537888629,"{'latitude': '40.651546988274724', 'longitude': '-73.91480537888629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58794064,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3424 DUNCOMB AVENUE,DUNCOMB AVENUE,BRONX BOULEVARD,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-14T12:00:00.000,12 BRONX,2046260012,BRONX,1020293,258449,PHONE,Unspecified,BRONX,40.87598354173917,-73.86966856037282,"{'latitude': '40.87598354173917', 'longitude': '-73.86966856037282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58789747,2023-09-12T12:00:00.000,2023-09-18T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,2 CHESTNUT STREET,CHESTNUT STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-18T12:00:00.000,05 BROOKLYN,3041030029,BROOKLYN,1018467,189885,PHONE,Unspecified,BROOKLYN,40.68780109172952,-73.87662056676497,"{'latitude': '40.68780109172952', 'longitude': '-73.87662056676497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58799763,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,99 AVENUE,99 AVENUE,,,,,,,,,
58798382,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3442 DUNCOMB AVENUE,DUNCOMB AVENUE,BARKER AVENUE,OLINVILLE AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-14T12:00:00.000,12 BRONX,2046270015,BRONX,1020473,258599,PHONE,Unspecified,BRONX,40.87639450808111,-73.86901687053859,"{'latitude': '40.87639450808111', 'longitude': '-73.86901687053859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58798368,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-12T12:00:00.000,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,108 DRIVE,108 DRIVE,,,,,,,,,
58799757,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,DSNY Garage,ELDERT LANE,ELDERT LANE,,,,,,,,,
58798375,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,18 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,T AVENUE,T AVENUE,,,,,,,,,
58796896,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,06 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,BATHGATE AVENUE,BATHGATE AVENUE,,,,,,,,,
58796891,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,71-09 52 AVENUE,52 AVENUE,71 STREET,OLD LANE,ADDRESS,MASPETH,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,05 QUEENS,4024630001,QUEENS,1013967,206589,PHONE,Unspecified,QUEENS,40.73366582184774,-73.89277289121439,"{'latitude': '40.73366582184774', 'longitude': '-73.89277289121439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58792630,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,731 EAST   96 STREET,EAST   96 STREET,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-20T12:00:00.000,17 BROOKLYN,3081140011,BROOKLYN,1009042,176614,PHONE,Unspecified,BROOKLYN,40.65140659903212,-73.9106539494335,"{'latitude': '40.65140659903212', 'longitude': '-73.9106539494335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791182,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,8 WEST MOUNT EDEN AVENUE,WEST MOUNT EDEN AVENUE,EAST MOUNT EDEN AVENUE,INWOOD AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,04 BRONX,2028590044,BRONX,1007744,246952,PHONE,Unspecified,BRONX,40.84447007543075,-73.91508599117819,"{'latitude': '40.84447007543075', 'longitude': '-73.91508599117819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58794060,2023-09-12T12:00:00.000,2023-09-12T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11366,158-50 75 AVENUE,75 AVENUE,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-12T12:00:00.000,08 QUEENS,4068230024,QUEENS,1037001,204052,PHONE,Unspecified,QUEENS,40.7265950105624,-73.80967997789038,"{'latitude': '40.7265950105624', 'longitude': '-73.80967997789038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58791183,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11356,3-14 JULIUS ROAD,JULIUS ROAD,POWELLS COVE BOULEVARD,PEARL ROAD,ADDRESS,COLLEGE POINT,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,07 QUEENS,4039307501,QUEENS,1028607,228323,PHONE,Unspecified,QUEENS,40.79325864490364,-73.83980442672528,"{'latitude': '40.79325864490364', 'longitude': '-73.83980442672528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58794069,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11693,346 OLD BEACH   88 STREET,OLD BEACH   88 STREET,BEACH 88 STREET,DORMANS COURT,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,14 QUEENS,4161190045,QUEENS,1036116,154218,PHONE,Unspecified,QUEENS,40.58981720546659,-73.81325625065017,"{'latitude': '40.58981720546659', 'longitude': '-73.81325625065017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58798384,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10462,2144 BRONX PARK EAST,BRONX PARK EAST,LYDIG AVENUE,BOSTON ROAD,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,11 BRONX,2043170001,BRONX,1020358,250645,PHONE,Unspecified,BRONX,40.854563686628666,-73.86947556893274,"{'latitude': '40.854563686628666', 'longitude': '-73.86947556893274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58784106,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11203,507 TROY AVENUE,TROY AVENUE,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation (DSNY) will only remove abandoned motor vehicles (no boats) without license plates from private property.Â  If a motor vehicle is left abandoned on your property, you may ask the DSNY to remove it. Vehicles owned by the property owner are not eligible for this service. The property owner must complete a waiver and email it to customerservice@dsny.nyc.gov.Â  Access to the property is required and there will be a fee for removal.",2023-09-14T12:00:00.000,09 BROOKLYN,3048080031,BROOKLYN,1001670,180209,PHONE,Unspecified,BROOKLYN,40.66129165386404,-73.93721205617996,"{'latitude': '40.66129165386404', 'longitude': '-73.93721205617996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58792635,2023-09-12T12:00:00.000,2023-09-21T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11236,315 EAST   89 STREET,EAST   89 STREET,DITMAS AVENUE,DEAD END,ADDRESS,BROOKLYN,Closed,"The Department of Sanitation (DSNY) tagged the vehicle to confirm it was abandoned. When DSNY returned, the vehicle wasn't in the same exact location. This indicated that the vehicle wasn't abandoned. DSNY closed your Service Request. No further action will be taken.",2023-09-21T12:00:00.000,17 BROOKLYN,3079240172,BROOKLYN,1007801,175114,PHONE,Unspecified,BROOKLYN,40.64729281364704,-73.91513153178711,"{'latitude': '40.64729281364704', 'longitude': '-73.91513153178711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799762,2023-09-12T12:00:00.000,2023-09-20T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-20T12:00:00.000,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,DSNY Garage,SUTTER AVENUE,SUTTER AVENUE,,,,,,,,,
58794066,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11385,78-44 82 STREET,82 STREET,78 ROAD,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-13T12:00:00.000,05 QUEENS,4038320064,QUEENS,1021207,195878,PHONE,Unspecified,QUEENS,40.70423944874009,-73.86670782542981,"{'latitude': '40.70423944874009', 'longitude': '-73.86670782542981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58785536,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11225,496 MAPLE STREET,MAPLE STREET,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,09 BROOKLYN,3047980021,BROOKLYN,999716,180180,PHONE,Unspecified,BROOKLYN,40.66121568397661,-73.94425503928888,"{'latitude': '40.66121568397661', 'longitude': '-73.94425503928888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58796906,2023-09-12T12:00:00.000,2023-09-22T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,38 19 STREET,19 STREET,DEAD END,3 AVENUE,ADDRESS,BROOKLYN,Closed,The vehicle you reported has been removed by the Department of Sanitation.,2023-09-22T12:00:00.000,07 BROOKLYN,,BROOKLYN,984430,182191,PHONE,Unspecified,BROOKLYN,40.66674893901238,-73.99935116225032,"{'latitude': '40.66674893901238', 'longitude': '-73.99935116225032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58798374,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11421,89-02 97 STREET,97 STREET,89 AVENUE,91 AVENUE,ADDRESS,WOODHAVEN,Closed,The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.,2023-09-13T12:00:00.000,09 QUEENS,4089760006,QUEENS,1026568,191434,PHONE,Unspecified,QUEENS,40.69201770821655,-73.84740035771159,"{'latitude': '40.69201770821655', 'longitude': '-73.84740035771159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DSNY Garage,,,,,,,,,,,
58794070,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10471,6160 DELAFIELD AVENUE,DELAFIELD AVENUE,WEST 261 STREET,DELAFIELD PLACE,ADDRESS,BRONX,Closed,DSNY already has a request to investigate this reportedly abandoned vehicle and cannot open multiple service requests for the same vehicle at once. Your request is being closed while we action the prior report.,2023-09-13T12:00:00.000,08 BRONX,2058861392,BRONX,1011323,271112,PHONE,Unspecified,BRONX,40.910771508134125,-73.90205283728328,"{'latitude': '40.910771508134125', 'longitude': '-73.90205283728328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58796909,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,18 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,ALTON PLACE,ALTON PLACE,,,,,,,,,
58792632,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,15 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,AVENUE X,AVENUE X,,,,,,,,,
58791173,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11413,135-10 222 STREET,222 STREET,135 AVENUE,136 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The owner claimed the vehicle.Â Your request is now closed and no further action will be taken.,2023-09-13T12:00:00.000,13 QUEENS,4131150031,QUEENS,1054080,185828,PHONE,Unspecified,QUEENS,40.67645626930163,-73.74825001483326,"{'latitude': '40.67645626930163', 'longitude': '-73.74825001483326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799777,2023-09-12T12:00:00.000,2023-09-14T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10467,3420 DUNCOMB AVENUE,DUNCOMB AVENUE,BRONX BOULEVARD,BARKER AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-14T12:00:00.000,12 BRONX,2046260010,BRONX,1020271,258432,PHONE,Unspecified,BRONX,40.87593697184968,-73.86974820363105,"{'latitude': '40.87593697184968', 'longitude': '-73.86974820363105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58799775,2023-09-12T12:00:00.000,2023-09-15T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,,,,,,INTERSECTION,,Closed,The Department of Sanitation does NOT have jurisdiction over vehicles (abandoned or otherwise) that have license plates affixed to them. Your request will be referred to the NYPD for further action.,2023-09-15T12:00:00.000,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,ADEE AVENUE,ADEE AVENUE,,,,,,,,,
58795464,2023-09-12T12:00:00.000,2023-09-13T12:00:00.000,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,48-34 48 STREET,48 STREET,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,Closed,The Department of Sanitation (DSNY) couldn't find the condition. Please file a new Service Request with more details about the location.,2023-09-13T12:00:00.000,02 QUEENS,4022910043,QUEENS,1007061,208445,PHONE,Unspecified,QUEENS,40.73878058810992,-73.91768532852184,"{'latitude': '40.73878058810992', 'longitude': '-73.91768532852184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
