unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,due_date,vehicle_type,road_ramp,taxi_company_borough
58923448,2023-09-25T17:53:40.000,2023-09-25T18:02:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11105,45-10 19 AVENUE,19 AVENUE,45 STREET,46 STREET,45 STREET,46 STREET,ADDRESS,ASTORIA,19 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T18:02:39.000,01 QUEENS,4007750023,QUEENS,1012940,222058,PHONE,Unspecified,QUEENS,40.77612765399595,-73.89641258092247,"{'latitude': '40.77612765399595', 'longitude': '-73.89641258092247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58923688,2023-09-25T17:53:20.000,2023-09-25T18:40:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,580 EMPIRE BOULEVARD,EMPIRE BOULEVARD,LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T18:40:20.000,09 BROOKLYN,3013250022,BROOKLYN,1000033,181220,ONLINE,Unspecified,BROOKLYN,40.66406969404813,-73.9431100244629,"{'latitude': '40.66406969404813', 'longitude': '-73.9431100244629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58924653,2023-09-25T17:53:08.000,2023-09-25T18:02:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11106,21-35 33 AVENUE,33 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,33 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T18:02:59.000,01 QUEENS,4005550001,QUEENS,1003086,217818,PHONE,Unspecified,QUEENS,40.76451645318798,-73.93200306002154,"{'latitude': '40.76451645318798', 'longitude': '-73.93200306002154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58922327,2023-09-25T17:52:48.000,2023-09-25T18:48:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,201 BRIGHTON   10 STREET,BRIGHTON   10 STREET,BRIGHTON   10 COURT,NEPTUNE AVENUE,BRIGHTON   10 COURT,NEPTUNE AVENUE,ADDRESS,BROOKLYN,BRIGHTON   10 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T18:48:54.000,13 BROOKLYN,3087070009,BROOKLYN,996023,151198,ONLINE,Unspecified,BROOKLYN,40.58167183524243,-73.95761646459728,"{'latitude': '40.58167183524243', 'longitude': '-73.95761646459728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916681,2023-09-25T17:52:46.000,2023-09-25T18:23:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11238,836 DEAN STREET,DEAN STREET,WASHINGTON AVENUE,GRAND AVENUE,WASHINGTON AVENUE,GRAND AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T18:24:01.000,08 BROOKLYN,3011400031,BROOKLYN,994657,186670,MOBILE,Unspecified,BROOKLYN,40.67903667298386,-73.96247945090056,"{'latitude': '40.67903667298386', 'longitude': '-73.96247945090056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58921205,2023-09-25T17:52:40.000,2023-09-25T18:14:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,5-21 46 ROAD,46 ROAD,5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,ADDRESS,LONG ISLAND CITY,46 ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T18:14:09.000,02 QUEENS,4000270015,QUEENS,996741,211278,ONLINE,Unspecified,QUEENS,40.74657706190444,-73.95492031114415,"{'latitude': '40.74657706190444', 'longitude': '-73.95492031114415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58919695,2023-09-25T17:52:27.000,2023-11-21T09:59:24.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10036,228 WEST   47 STREET,WEST   47 STREET,WEST   47 STREET BIKE PATH,8 AVENUE,WEST   47 STREET BIKE PATH,8 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-21T09:59:26.000,05 MANHATTAN,1010180018,MANHATTAN,988160,216066,ONLINE,Unspecified,MANHATTAN,40.759726865080566,-73.98588612806316,"{'latitude': '40.759726865080566', 'longitude': '-73.98588612806316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","228 WEST   47 STREET, MANHATTAN (NEW YORK), NY, 10036",,,,,,,,
58917384,2023-09-25T17:51:50.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11208,966 GLENMORE AVENUE,GLENMORE AVENUE,CRYSTAL STREET,CHESTNUT STREET,CRYSTAL STREET,CHESTNUT STREET,ADDRESS,BROOKLYN,GLENMORE AVENUE,In Progress,,,05 BROOKLYN,3042110018,BROOKLYN,1019119,185720,ONLINE,Unspecified,BROOKLYN,40.676366581416815,-73.87429114482951,"{'latitude': '40.676366581416815', 'longitude': '-73.87429114482951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58921411,2023-09-25T17:51:41.000,2023-09-25T19:05:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10025,865 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST  100 STREET,WEST  103 STREET,WEST  100 STREET,WEST  103 STREET,ADDRESS,NEW YORK,COLUMBUS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T19:05:11.000,07 MANHATTAN,1018360001,MANHATTAN,994065,229622,ONLINE,Unspecified,MANHATTAN,40.79692992181987,-73.96455113216999,"{'latitude': '40.79692992181987', 'longitude': '-73.96455113216999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917551,2023-09-25T17:51:16.000,2023-10-05T06:44:08.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,10011,3 WEST   13 STREET,WEST   13 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   13 STREET,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-05T06:44:13.000,02 MANHATTAN,1005777503,MANHATTAN,985735,207255,ONLINE,Unspecified,MANHATTAN,40.7355436251821,-73.99464156192332,"{'latitude': '40.7355436251821', 'longitude': '-73.99464156192332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58918655,2023-09-25T17:51:16.000,2023-09-25T18:03:11.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10011,3 WEST   13 STREET,WEST   13 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   13 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T18:03:14.000,02 MANHATTAN,1005777503,MANHATTAN,985735,207255,ONLINE,Unspecified,MANHATTAN,40.7355436251821,-73.99464156192332,"{'latitude': '40.7355436251821', 'longitude': '-73.99464156192332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58920123,2023-09-25T17:51:00.000,2023-09-25T18:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,11229,,,,,AVENUE R,EAST 12 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T18:45:00.000,15 BROOKLYN,,BROOKLYN,995154,159868,UNKNOWN,Unspecified,BROOKLYN,40.6054703522568,-73.96073092613477,"{'latitude': '40.6054703522568', 'longitude': '-73.96073092613477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58918708,2023-09-25T17:50:54.000,2023-09-26T13:21:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,10306,562 MIDLAND AVENUE,MIDLAND AVENUE,FREEBORN STREET,OLYMPIA BOULEVARD,FREEBORN STREET,OLYMPIA BOULEVARD,ADDRESS,STATEN ISLAND,MIDLAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T11:26:00.000,02 STATEN ISLAND,5038040020,STATEN ISLAND,958190,147934,ONLINE,Unspecified,STATEN ISLAND,40.57268231558144,-74.09380501596273,"{'latitude': '40.57268231558144', 'longitude': '-74.09380501596273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58919250,2023-09-25T17:50:51.000,2023-11-03T07:05:50.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10460,1825 BOSTON ROAD,BOSTON ROAD,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-03T00:00:00.000,03 BRONX,2029847503,BRONX,1016013,244924,PHONE,Unspecified,BRONX,40.838877939751406,-73.88520910453818,"{'latitude': '40.838877939751406', 'longitude': '-73.88520910453818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58924673,2023-09-25T17:50:49.000,2023-09-25T18:39:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1980 63 STREET,63 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,63 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T18:39:50.000,11 BROOKLYN,3055410039,BROOKLYN,988339,164448,PHONE,Unspecified,BROOKLYN,40.618047274417606,-73.98527132310922,"{'latitude': '40.618047274417606', 'longitude': '-73.98527132310922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917040,2023-09-25T17:50:36.000,2023-10-03T19:04:04.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11375,110-20 73 ROAD,73 ROAD,,,,,ADDRESS,FOREST HILLS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,06 QUEENS,4032930074,QUEENS,1028786,200952,ONLINE,Unspecified,QUEENS,40.718131449482414,-73.8393392686281,"{'latitude': '40.718131449482414', 'longitude': '-73.8393392686281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58921592,2023-09-25T17:50:29.000,2023-09-26T14:37:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210,3103 FOSTER AVENUE,FOSTER AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-26T00:00:00.000,17 BROOKLYN,3049640047,BROOKLYN,998848,171965,ONLINE,Unspecified,BROOKLYN,40.63866877017848,-73.94740139848233,"{'latitude': '40.63866877017848', 'longitude': '-73.94740139848233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58924315,2023-09-25T17:50:28.000,2023-10-26T00:00:53.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Pedicab,Business,10020,1260 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-26T00:00:59.000,05 MANHATTAN,1012660001,MANHATTAN,989694,216162,ONLINE,Unspecified,MANHATTAN,40.75998954900253,-73.98034879228645,"{'latitude': '40.75998954900253', 'longitude': '-73.98034879228645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58925427,2023-09-25T17:50:21.000,2023-09-25T20:37:41.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11220,312 64 STREET,64 STREET,3 AVENUE,GOWANUS EXPWY WB EN    3 AVE,3 AVENUE,GOWANUS EXPWY WB EN    3 AVE,ADDRESS,BROOKLYN,64 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T20:37:47.000,10 BROOKLYN,3058170010,BROOKLYN,978046,172279,MOBILE,N/A,BROOKLYN,40.63954048998697,-74.02235415609675,"{'latitude': '40.63954048998697', 'longitude': '-74.02235415609675', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58921571,2023-09-25T17:50:17.000,,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,11203,903 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,17 BROOKLYN,3046420029,BROOKLYN,1004836,178155,PHONE,Unspecified,BROOKLYN,40.655647082462096,-73.9258069292886,"{'latitude': '40.655647082462096', 'longitude': '-73.9258069292886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58922324,2023-09-25T17:50:14.000,2023-09-25T18:04:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11221,759 PUTNAM AVENUE,PUTNAM AVENUE,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,PUTNAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T18:04:59.000,03 BROOKLYN,3016460058,BROOKLYN,1003353,189292,ONLINE,Unspecified,BROOKLYN,40.68621896877599,-73.9311201784132,"{'latitude': '40.68621896877599', 'longitude': '-73.9311201784132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917924,2023-09-25T17:50:13.000,2023-09-25T18:17:02.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,172 EAST  206 STREET,EAST  206 STREET,ST GEORGES CRESCENT,EAST MOSHOLU PARKWAY SOUTH,ST GEORGES CRESCENT,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,EAST  206 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T18:17:04.000,07 BRONX,2033120013,BRONX,1016173,258401,PHONE,Unspecified,BRONX,40.87586765984263,-73.88456668520645,"{'latitude': '40.87586765984263', 'longitude': '-73.88456668520645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58924433,2023-09-25T17:50:12.000,2023-09-25T18:23:14.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11238,832 DEAN STREET,DEAN STREET,WASHINGTON AVENUE,GRAND AVENUE,WASHINGTON AVENUE,GRAND AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T18:23:16.000,08 BROOKLYN,3011400030,BROOKLYN,994628,186678,MOBILE,Unspecified,BROOKLYN,40.67905866521695,-73.96258399280313,"{'latitude': '40.67905866521695', 'longitude': '-73.96258399280313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917755,2023-09-25T17:50:00.000,2023-09-26T13:15:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11373,,,,,56 AVENUE,92 STREET,INTERSECTION,QUEENS,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-26T13:15:00.000,04 QUEENS,,QUEENS,1020251,207638,ONLINE,Unspecified,QUEENS,40.73652171957164,-73.87009290804018,"{'latitude': '40.73652171957164', 'longitude': '-73.87009290804018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917752,2023-09-25T17:50:00.000,2023-09-26T09:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11201,131 LIVINGSTON STREET,LIVINGSTON STREET,BOERUM PL,SMITH ST,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-26T09:15:00.000,02 BROOKLYN,3001540001,BROOKLYN,987410,190933,ONLINE,Unspecified,BROOKLYN,40.690743187560685,-73.98860519377955,"{'latitude': '40.690743187560685', 'longitude': '-73.98860519377955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58917337,2023-09-25T17:49:57.000,2023-09-26T08:57:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11235,2219 VOORHIES AVENUE,VOORHIES AVENUE,DOOLEY STREET,EAST   23 STREET,DOOLEY STREET,EAST   23 STREET,ADDRESS,BROOKLYN,VOORHIES AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-26T08:57:58.000,15 BROOKLYN,3074670030,BROOKLYN,999153,152978,PHONE,Unspecified,BROOKLYN,40.5865528716689,-73.946344346464,"{'latitude': '40.5865528716689', 'longitude': '-73.946344346464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
