unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
59449290,2023-09-29T10:44:04.000,2023-09-30T19:55:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11205,68 PARK AVENUE,PARK AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-30T19:55:00.000,02 BROOKLYN,,BROOKLYN,990625,192869,ONLINE,Unspecified,BROOKLYN,40.69605532761594,-73.97701022844807,"{'latitude': '40.69605532761594', 'longitude': '-73.97701022844807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST EDWARDS STREET,NORTH PORTLAND AVENUE,ST EDWARDS STREET,NORTH PORTLAND AVENUE,PARK AVENUE,,,,,,,
58966132,2023-09-29T10:44:01.000,2023-10-12T06:57:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10463,222 WEST  233 STREET,WEST  233 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,08 BRONX,2057540072,BRONX,1010769,260331,PHONE,Unspecified,BRONX,40.881182799949045,-73.90409984878502,"{'latitude': '40.881182799949045', 'longitude': '-73.90409984878502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967515,2023-09-29T10:44:01.000,2023-10-12T06:57:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10463,222 WEST  233 STREET,WEST  233 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,08 BRONX,2057540072,BRONX,1010769,260331,PHONE,Unspecified,BRONX,40.881182799949045,-73.90409984878502,"{'latitude': '40.881182799949045', 'longitude': '-73.90409984878502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58968032,2023-09-29T10:44:01.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11209,8424 3 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:06:02.000,10 BROOKLYN,,BROOKLYN,975776,166907,MOBILE,Unspecified,BROOKLYN,40.62479360728003,-74.03052663868758,"{'latitude': '40.62479360728003', 'longitude': '-74.03052663868758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 STREET,85 STREET,84 STREET,85 STREET,3 AVENUE,,,,,,,
58963563,2023-09-29T10:44:00.000,2023-09-29T14:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10472,1948 BLACKROCK AVENUE,BLACKROCK AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T14:15:00.000,09 BRONX,2037880018,BRONX,1023501,240968,PHONE,Unspecified,BRONX,40.82798976634953,-73.85817080179608,"{'latitude': '40.82798976634953', 'longitude': '-73.85817080179608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VIRGINIA AVE,PUGSLEY AVE,,,,,,,,,,
58960520,2023-09-29T10:44:00.000,2023-09-29T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,155 TERRACE PLACE,TERRACE PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T11:00:00.000,07 BROOKLYN,3052567501,BROOKLYN,990839,178073,PHONE,Unspecified,BROOKLYN,40.65544348789247,-73.97625295839153,"{'latitude': '40.65544348789247', 'longitude': '-73.97625295839153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PROSPECT AVE,SHERMAN ST,,,,,,,,,,
58957457,2023-09-29T10:44:00.000,2023-10-02T10:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11434,140-35 169 STREET,169 STREET,ADDRESS,JAMAICA,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-02T10:20:00.000,12 QUEENS,4125870045,QUEENS,1047787,183681,PHONE,Unspecified,QUEENS,40.67061066125496,-73.77095756675428,"{'latitude': '40.67061066125496', 'longitude': '-73.77095756675428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",140 AVE,144 AVE,,,,,,,,,,
58963491,2023-09-29T10:44:00.000,2023-10-01T10:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11377,67-16 43 AVENUE,43 AVENUE,ADDRESS,WOODSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-01T10:00:00.000,02 QUEENS,4013470022,QUEENS,1012804,209586,ONLINE,Unspecified,QUEENS,40.741895670202894,-73.89695659026694,"{'latitude': '40.741895670202894', 'longitude': '-73.89695659026694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,68 ST,,,,,,,,,,
58960506,2023-09-29T10:44:00.000,2023-10-01T10:20:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,11231,572 SMITH STREET,SMITH STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T10:20:00.000,06 BROOKLYN,3004880006,BROOKLYN,984329,183934,PHONE,Unspecified,BROOKLYN,40.671533086447305,-73.99971521189454,"{'latitude': '40.671533086447305', 'longitude': '-73.99971521189454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CREAMER ST,BAY ST,,,,,,,,,,
58957458,2023-09-29T10:44:00.000,2023-09-30T14:15:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10013,62 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-30T14:15:00.000,02 MANHATTAN,1004750032,MANHATTAN,983318,202392,PHONE,Unspecified,MANHATTAN,40.72219595325386,-74.00336233271216,"{'latitude': '40.72219595325386', 'longitude': '-74.00336233271216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W BROADWAY,WOOSTER ST,,,,,,,,,,
58965230,2023-09-29T10:44:00.000,2023-09-29T13:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2009 EAST   53 PLACE,EAST   53 PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:05:00.000,18 BROOKLYN,3085450036,BROOKLYN,1005744,162266,PHONE,Unspecified,BROOKLYN,40.61203300971752,-73.92258505761947,"{'latitude': '40.61203300971752', 'longitude': '-73.92258505761947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,,,,,,,,,,
58966735,2023-09-29T10:44:00.000,2023-09-29T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10460,1748 MELVILLE STREET,MELVILLE STREET,ADDRESS,BRONX,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T11:05:00.000,11 BRONX,2040200052,BRONX,1020171,246199,PHONE,Unspecified,BRONX,40.84236150506064,-73.87017536096464,"{'latitude': '40.84236150506064', 'longitude': '-73.87017536096464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN NEST AVE,MORRIS PARK AVE,,,,,,,,,,
58963716,2023-09-29T10:44:00.000,2023-09-30T13:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,,,INTERSECTION,BROOKLYN,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T13:15:00.000,18 BROOKLYN,,BROOKLYN,1007597,165080,PHONE,Unspecified,BROOKLYN,40.61975216500402,-73.9159013808503,"{'latitude': '40.61975216500402', 'longitude': '-73.9159013808503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AVENUE N,EAST 64 STREET,,,,,,,,
58963432,2023-09-29T10:44:00.000,2023-09-29T13:40:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11217,60 SOUTH OXFORD STREET,SOUTH OXFORD STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-29T13:40:00.000,02 BROOKLYN,3021000068,BROOKLYN,991518,189926,PHONE,Unspecified,BROOKLYN,40.68797678414644,-73.97379303269197,"{'latitude': '40.68797678414644', 'longitude': '-73.97379303269197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DE KALB AVE,LAFAYETTE AVE,,,,,,,,,,
58957449,2023-09-29T10:44:00.000,2023-10-03T11:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11101,27-19 THOMSON AVENUE,THOMSON AVENUE,ADDRESS,LONG ISLAND CITY,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T11:00:00.000,02 QUEENS,4000810001,QUEENS,1000196,211180,ONLINE,Unspecified,QUEENS,40.74630252137764,-73.94245154301639,"{'latitude': '40.74630252137764', 'longitude': '-73.94245154301639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT SQ,44 DR,,,,N/A,,,,,,
58959041,2023-09-29T10:44:00.000,2023-09-29T10:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2111 ROYCE STREET,ROYCE STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:45:00.000,18 BROOKLYN,3084350036,BROOKLYN,1010877,165642,PHONE,Unspecified,BROOKLYN,40.621285486517614,-73.90408423022632,"{'latitude': '40.621285486517614', 'longitude': '-73.90408423022632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE U,AVENUE V,,,,,,,,,,
58957514,2023-09-29T10:44:00.000,2023-09-29T15:35:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Overflow (Use Comments) (SA1),,11215,313 GARFIELD PLACE,GARFIELD PLACE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2023-09-29T15:35:00.000,06 BROOKLYN,3010730054,BROOKLYN,991647,183569,PHONE,Unspecified,BROOKLYN,40.67052815329817,-73.9733348619145,"{'latitude': '40.67052815329817', 'longitude': '-73.9733348619145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVE,PROSPECT PARK W,,,,,,,,,,
58962282,2023-09-29T10:44:00.000,2023-10-24T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11217,93 3 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-25T07:05:26.000,02 BROOKLYN,3001980001,BROOKLYN,989264,188298,UNKNOWN,Unspecified,BROOKLYN,40.68350986053093,-73.9819217211111,"{'latitude': '40.68350986053093', 'longitude': '-73.9819217211111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-29T10:44:00.000,,,,,
58966775,2023-09-29T10:44:00.000,2023-09-29T18:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11211,453 GRAND STREET,GRAND STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T18:50:00.000,01 BROOKLYN,3023870037,BROOKLYN,997387,198408,PHONE,Unspecified,BROOKLYN,40.71125112442472,-73.9526140405554,"{'latitude': '40.71125112442472', 'longitude': '-73.9526140405554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KEAP ST,BORINQUEN PL,,,,,,,,,,
58955953,2023-09-29T10:44:00.000,2023-09-29T12:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,2074 EAST   54 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T12:45:00.000,18 BROOKLYN,3085450068,BROOKLYN,1006167,162154,PHONE,Unspecified,BROOKLYN,40.611724556716055,-73.92106190280002,"{'latitude': '40.611724556716055', 'longitude': '-73.92106190280002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE T,AVENUE U,,,,,,,,,,
58959040,2023-09-29T10:44:00.000,2023-09-30T11:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11106,33-15 9 STREET,9 STREET,ADDRESS,ASTORIA,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T11:00:00.000,01 QUEENS,4003200020,QUEENS,1001233,218494,ONLINE,Unspecified,QUEENS,40.76637565178114,-73.93869057938743,"{'latitude': '40.76637565178114', 'longitude': '-73.93869057938743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 RD,34 AVE,,,,,,,,,,
58966263,2023-09-29T10:43:55.000,2023-10-02T20:33:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11102,27-16 12 STREET,12 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,01 QUEENS,4005107501,QUEENS,1003637,220938,PHONE,Unspecified,QUEENS,40.773078848524094,-73.93000498091304,"{'latitude': '40.773078848524094', 'longitude': '-73.93000498091304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58961562,2023-09-29T10:43:55.000,2023-10-11T08:54:30.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11213,1445 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,08 BROOKLYN,3013790073,BROOKLYN,1003553,183588,ONLINE,Unspecified,BROOKLYN,40.670562350418145,-73.93041537507712,"{'latitude': '40.670562350418145', 'longitude': '-73.93041537507712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58956917,2023-09-29T10:43:52.000,2023-10-12T14:16:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10011,212 WEST   16 STREET,WEST   16 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 MANHATTAN,1007650051,MANHATTAN,984420,208935,PHONE,Unspecified,MANHATTAN,40.74015493225061,-73.99938653365741,"{'latitude': '40.74015493225061', 'longitude': '-73.99938653365741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59001551,2023-09-29T10:43:50.000,2023-09-29T10:48:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,102-56 63 ROAD,63 ROAD,ADDRESS,FOREST HILLS,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T10:48:56.000,06 QUEENS,,QUEENS,1025051,206546,ONLINE,Unspecified,QUEENS,40.733503612175376,-73.85277909673243,"{'latitude': '40.733503612175376', 'longitude': '-73.85277909673243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",APEX PLACE,YELLOWSTONE BOULEVARD,APEX PLACE,YELLOWSTONE BOULEVARD,63 ROAD,,,,,,,
58967800,2023-09-29T10:43:49.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,1891 BILLINGSLEY TERRACE,BILLINGSLEY TERRACE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,05 BRONX,2028790166,BRONX,1007281,250454,PHONE,Unspecified,BRONX,40.854083245867145,-73.91674737460194,"{'latitude': '40.854083245867145', 'longitude': '-73.91674737460194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58957002,2023-09-29T10:43:47.000,2023-10-02T20:33:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11102,27-16 12 STREET,12 STREET,ADDRESS,ASTORIA,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 QUEENS,4005107501,QUEENS,1003637,220938,ONLINE,Unspecified,QUEENS,40.773078848524094,-73.93000498091304,"{'latitude': '40.773078848524094', 'longitude': '-73.93000498091304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59003939,2023-09-29T10:43:46.000,2023-10-07T14:00:15.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10003,319 EAST    9 STREET,EAST    9 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-01T07:24:52.000,03 MANHATTAN,,MANHATTAN,987970,204839,ONLINE,Unspecified,MANHATTAN,40.72891164063006,-73.98657817784225,"{'latitude': '40.72891164063006', 'longitude': '-73.98657817784225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST    9 STREET,,,,,,,
59435431,2023-09-29T10:43:44.000,2023-09-29T11:05:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10460,1748 MELVILLE STREET,MELVILLE STREET,ADDRESS,BRONX,Closed,,2023-09-29T11:05:00.000,11 BRONX,2040200052,BRONX,1020171,246199,PHONE,Unspecified,BRONX,40.84236150506064,-73.87017536096464,"{'latitude': '40.84236150506064', 'longitude': '-73.87017536096464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,MELVILLE STREET,,,,,,,
59442786,2023-09-29T10:43:41.000,2023-10-13T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,10472,1015 BOYNTON AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,Closed,,2023-10-13T00:00:00.000,09 BRONX,,BRONX,1018221,239658,PHONE,Unspecified,BRONX,40.82441607894933,-73.87725611053246,"{'latitude': '40.82441607894933', 'longitude': '-73.87725611053246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BOYNTON AVENUE,,,,,,,
