unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58889218,2023-09-21T00:35:00.000,2023-09-21T11:24:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11230,429 FOSTER AVENUE,FOSTER AVENUE,E 5 ST,OCEAN PKWY,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-21T11:24:00.000,14 BROOKLYN,3054270059,BROOKLYN,991828,168606,ONLINE,Unspecified,BROOKLYN,40.62945781662283,-73.97269919351302,"{'latitude': '40.62945781662283', 'longitude': '-73.97269919351302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58879028,2023-09-21T00:34:29.000,2023-09-21T01:50:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,1 BARBEY STREET,BARBEY STREET,HIGHLAND BOULEVARD,SUNNYSIDE AVENUE,HIGHLAND BOULEVARD,SUNNYSIDE AVENUE,ADDRESS,BROOKLYN,BARBEY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:50:34.000,05 BROOKLYN,,BROOKLYN,1014684,188308,MOBILE,Unspecified,BROOKLYN,40.68348640729282,-73.89026839126684,"{'latitude': '40.68348640729282', 'longitude': '-73.89026839126684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880412,2023-09-21T00:34:19.000,2023-09-21T00:45:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,151 WEST FOURTH STREET,WEST FOURTH STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    4 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:45:22.000,02 MANHATTAN,1005520001,MANHATTAN,984065,205809,MOBILE,Unspecified,MANHATTAN,40.73157483356965,-74.00066750976545,"{'latitude': '40.73157483356965', 'longitude': '-74.00066750976545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873785,2023-09-21T00:34:18.000,2023-09-21T01:08:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,131 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T01:08:17.000,03 MANHATTAN,1004360034,MANHATTAN,988964,204077,ONLINE,Unspecified,MANHATTAN,40.72681966256707,-73.98299234311288,"{'latitude': '40.72681966256707', 'longitude': '-73.98299234311288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880014,2023-09-21T00:34:05.000,2023-09-21T01:05:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,63-90 AUSTIN STREET,AUSTIN STREET,63 DRIVE,64 ROAD,63 DRIVE,64 ROAD,ADDRESS,REGO PARK,AUSTIN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:06:07.000,06 QUEENS,4031040023,QUEENS,1022394,204170,MOBILE,Unspecified,QUEENS,40.7269939392772,-73.86237971496188,"{'latitude': '40.7269939392772', 'longitude': '-73.86237971496188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58874868,2023-09-21T00:34:04.000,2023-09-21T00:53:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11235,3091 BRIGHTON    5 STREET,BRIGHTON    5 STREET,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,ADDRESS,BROOKLYN,BRIGHTON    5 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:53:07.000,13 BROOKLYN,3086890015,BROOKLYN,994725,149520,ONLINE,Unspecified,BROOKLYN,40.577067685459454,-73.96229194549731,"{'latitude': '40.577067685459454', 'longitude': '-73.96229194549731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58878889,2023-09-21T00:34:00.000,2023-09-22T11:35:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11357,16-05 UTOPIA PARKWAY,UTOPIA PARKWAY,16 AVE,16 RD,UTOPIA PARKWAY,16 ROAD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T11:35:00.000,07 QUEENS,4057780001,QUEENS,1041135,224733,UNKNOWN,Unspecified,QUEENS,40.78333331964074,-73.79459002948302,"{'latitude': '40.78333331964074', 'longitude': '-73.79459002948302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871149,2023-09-21T00:33:43.000,2023-09-21T01:48:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,2085 VALENTINE AVENUE,VALENTINE AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:48:22.000,05 BRONX,2031490111,BRONX,1011946,250003,ONLINE,Unspecified,BRONX,40.852831984443355,-73.89988617552929,"{'latitude': '40.852831984443355', 'longitude': '-73.89988617552929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876333,2023-09-21T00:33:23.000,2023-09-21T01:26:59.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10453,64 EAST  183 STREET,EAST  183 STREET,WALTON AVENUE,MORRIS AVENUE,WALTON AVENUE,MORRIS AVENUE,ADDRESS,BRONX,EAST  183 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T01:27:02.000,05 BRONX,2031820031,BRONX,1011231,251984,PHONE,Unspecified,BRONX,40.858271448590614,-73.90246273872681,"{'latitude': '40.858271448590614', 'longitude': '-73.90246273872681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877345,2023-09-21T00:32:47.000,2023-09-21T02:02:59.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,11691,ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   39 STREET,BEACH   40 STREET,BEACH   39 STREET,BEACH   40 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T02:03:03.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,
58878469,2023-09-21T00:32:28.000,2023-09-21T02:02:50.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11206,140 UNION AVENUE,UNION AVENUE,MIDDLETON STREET,LYNCH STREET,MIDDLETON STREET,LYNCH STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,N/A,2023-09-21T02:02:58.000,01 BROOKLYN,3022380049,BROOKLYN,998058,195827,ONLINE,Unspecified,BROOKLYN,40.70416586901407,-73.95019899602472,"{'latitude': '40.70416586901407', 'longitude': '-73.95019899602472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875651,2023-09-21T00:31:46.000,2023-09-21T02:58:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11221,1294 MYRTLE AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,STOCKHOLM STREET,CENTRAL AVENUE,STOCKHOLM STREET,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T02:58:56.000,04 BROOKLYN,3032440004,BROOKLYN,1005141,193638,ONLINE,Unspecified,BROOKLYN,40.6981436910633,-73.92465969952977,"{'latitude': '40.6981436910633', 'longitude': '-73.92465969952977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876326,2023-09-21T00:31:43.000,2023-09-21T01:51:02.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,11207,1630 BUSHWICK AVENUE,BUSHWICK AVENUE,CONWAY STREET,HIGHLAND BOULEVARD,CONWAY STREET,HIGHLAND BOULEVARD,ADDRESS,BROOKLYN,BUSHWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:51:04.000,05 BROOKLYN,3034760016,BROOKLYN,1011335,187220,MOBILE,Unspecified,BROOKLYN,40.68051097804177,-73.90234777374799,"{'latitude': '40.68051097804177', 'longitude': '-73.90234777374799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58876448,2023-09-21T00:31:34.000,2023-09-21T00:34:31.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,6 AVENUE,6 AVENUE,6 AVENUE,WEST    4 STREET,6 AVENUE,WEST    4 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:34:36.000,02 MANHATTAN,,MANHATTAN,983985,205857,ONLINE,Unspecified,MANHATTAN,40.731706579763554,-74.00095616452742,"{'latitude': '40.731706579763554', 'longitude': '-74.00095616452742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58874793,2023-09-21T00:31:27.000,2023-09-21T01:19:49.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11207,567 HINSDALE STREET,HINSDALE STREET,NEWPORT STREET,NEW LOTS AVENUE,NEWPORT STREET,NEW LOTS AVENUE,ADDRESS,BROOKLYN,HINSDALE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T01:19:57.000,05 BROOKLYN,3038520118,BROOKLYN,1012596,180035,PHONE,Unspecified,BROOKLYN,40.66078582552783,-73.89783158376241,"{'latitude': '40.66078582552783', 'longitude': '-73.89783158376241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875481,2023-09-21T00:31:22.000,2023-09-21T03:11:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,165-17 32 AVENUE,32 AVENUE,165 STREET,166 STREET,165 STREET,166 STREET,ADDRESS,FLUSHING,32 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T03:11:34.000,07 QUEENS,4049100032,QUEENS,1039728,219546,ONLINE,Unspecified,QUEENS,40.76910534951289,-73.79971347022455,"{'latitude': '40.76910534951289', 'longitude': '-73.79971347022455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58880362,2023-09-21T00:31:08.000,2023-09-21T01:01:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,87-31 133 STREET,133 STREET,JAMAICA AVENUE,DEAD END,JAMAICA AVENUE,DEAD END,ADDRESS,RICHMOND HILL,133 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:01:27.000,09 QUEENS,4093410055,QUEENS,1034335,195001,MOBILE,Unspecified,QUEENS,40.70176772634748,-73.81936593339437,"{'latitude': '40.70176772634748', 'longitude': '-73.81936593339437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58871061,2023-09-21T00:31:03.000,2023-09-21T00:50:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,1738 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  108 STREET,EAST  109 STREET,EAST  108 STREET,EAST  109 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T00:50:07.000,11 MANHATTAN,1016360001,MANHATTAN,999429,228471,ONLINE,Unspecified,MANHATTAN,40.79376315335256,-73.94518056141217,"{'latitude': '40.79376315335256', 'longitude': '-73.94518056141217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870882,2023-09-21T00:30:56.000,2023-09-21T00:53:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,75 WEST END AVENUE,WEST END AVENUE,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,FREEDOM PLACE SOUTH,ADDRESS,NEW YORK,WEST END AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T00:53:32.000,07 MANHATTAN,1011710063,MANHATTAN,987231,221346,MOBILE,Unspecified,MANHATTAN,40.77421945878715,-73.9892371845004,"{'latitude': '40.77421945878715', 'longitude': '-73.9892371845004', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58875097,2023-09-21T00:30:00.000,2023-09-21T01:09:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11204,1714 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:09:17.000,11 BROOKLYN,3055760012,BROOKLYN,986004,164588,ONLINE,Unspecified,BROOKLYN,40.61843231528624,-73.99368201316,"{'latitude': '40.61843231528624', 'longitude': '-73.99368201316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870794,2023-09-21T00:29:38.000,2023-09-21T00:56:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,15 OLIVER STREET,OLIVER STREET,SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,ADDRESS,BROOKLYN,OLIVER STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T00:56:47.000,10 BROOKLYN,3060990001,BROOKLYN,973313,164929,PHONE,Unspecified,BROOKLYN,40.61936171245328,-74.03939611543234,"{'latitude': '40.61936171245328', 'longitude': '-74.03939611543234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58872501,2023-09-21T00:29:03.000,2023-09-21T01:35:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,71 WILSON AVENUE,WILSON AVENUE,JEFFERSON STREET,TROUTMAN STREET,JEFFERSON STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T01:35:52.000,04 BROOKLYN,3031740007,BROOKLYN,1004169,195079,MOBILE,Unspecified,BROOKLYN,40.70210113917719,-73.92816081020473,"{'latitude': '40.70210113917719', 'longitude': '-73.92816081020473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58873420,2023-09-21T00:28:46.000,2023-09-21T01:46:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2951 GRAND CONCOURSE,GRAND CONCOURSE,BEDFORD PARK BOULEVARD,EAST  201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T01:46:19.000,07 BRONX,2033100081,BRONX,1015302,257091,ONLINE,Unspecified,BRONX,40.87227522308786,-73.88772228237985,"{'latitude': '40.87227522308786', 'longitude': '-73.88772228237985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870803,2023-09-21T00:28:32.000,2023-09-21T01:03:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10302,50 BACHE STREET,BACHE STREET,DERBY COURT,DEAD END,DERBY COURT,DEAD END,ADDRESS,STATEN ISLAND,BACHE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T01:03:53.000,01 STATEN ISLAND,5010390332,STATEN ISLAND,947575,168430,MOBILE,Unspecified,STATEN ISLAND,40.628902056742625,-74.13212577244231,"{'latitude': '40.628902056742625', 'longitude': '-74.13212577244231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58879014,2023-09-21T00:28:20.000,2023-09-21T00:53:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  127 STREET,FREDERICK DOUGLASS BOULEVARD,WEST  127 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T00:53:17.000,10 MANHATTAN,,MANHATTAN,998031,234924,ONLINE,Unspecified,MANHATTAN,40.81147715676119,-73.9502162365346,"{'latitude': '40.81147715676119', 'longitude': '-73.9502162365346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
