unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,due_date,vehicle_type
58858355,2023-09-15T09:55:26.000,2023-09-15T13:48:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T13:48:34.000,0 Unspecified,,Unspecified,1016325,184096,PHONE,Unspecified,Unspecified,40.671919634993344,-73.8843717205504,"{'latitude': '40.671919634993344', 'longitude': '-73.8843717205504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58859513,2023-09-15T09:55:18.000,2023-09-15T10:29:21.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T10:29:25.000,0 Unspecified,,Unspecified,1010697,180634,PHONE,Unspecified,Unspecified,40.66243582304533,-73.90467385657635,"{'latitude': '40.66243582304533', 'longitude': '-73.90467385657635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58864362,2023-09-15T09:54:52.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,,218160,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58820097,2023-09-15T09:54:22.000,2023-09-19T13:23:36.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11207,704 GEORGIA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,05 BROOKLYN,3042960037,BROOKLYN,1013761,179638,ONLINE,Unspecified,BROOKLYN,40.659692342583305,-73.89363427765707,"{'latitude': '40.659692342583305', 'longitude': '-73.89363427765707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58862180,2023-09-15T09:54:19.000,2023-09-15T10:08:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:08:04.000,0 Unspecified,,Unspecified,,216337,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58826013,2023-09-15T09:54:19.000,2023-09-16T11:37:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10468,2290 DAVIDSON AVENUE,DAVIDSON AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-16T00:00:00.000,07 BRONX,2031970023,BRONX,1010639,252289,PHONE,Unspecified,BRONX,40.85911037097102,-73.9046016370002,"{'latitude': '40.85911037097102', 'longitude': '-73.9046016370002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58852912,2023-09-15T09:54:08.000,2023-09-18T12:47:42.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10011,21 WEST   14 STREET,WEST   14 STREET,ADDRESS,NEW YORK,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-09-18T12:47:48.000,05 MANHATTAN,1008160023,MANHATTAN,985759,207570,ONLINE,Unspecified,MANHATTAN,40.73640821835129,-73.99455489024982,"{'latitude': '40.73640821835129', 'longitude': '-73.99455489024982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   14 STREET,,,,,,,,
58820225,2023-09-15T09:54:04.000,2023-09-17T00:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11358,159 STREET,159 STREET,BLOCKFACE,QUEENS,Closed,The Department of Transportation inspected this complaint and did not find the reported problem.,2023-09-17T00:00:00.000,07 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,45 AVENUE,46 AVENUE,,,,N/A,,,,,,,
58825763,2023-09-15T09:54:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10019,CENTRAL PARK SOUTH,CENTRAL PARK SOUTH,BLOCKFACE,MANHATTAN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-11-06T16:37:00.000,05 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,7 AVENUE,AVENUE OF THE AMERICAS,,,,,,,,,,,
58821163,2023-09-15T09:54:00.000,2023-09-16T09:25:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,184 LYNDALE AVENUE,LYNDALE AVENUE,ADDRESS,STATEN ISLAND,Closed,The E-Waste collection appointment was cancelled.,2023-09-16T09:25:00.000,03 STATEN ISLAND,5053320037,STATEN ISLAND,939589,135418,PHONE,Unspecified,STATEN ISLAND,40.538254163470285,-74.16067801827717,"{'latitude': '40.538254163470285', 'longitude': '-74.16067801827717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SYCAMORE STREET,KOCH BOULEVARD,,,,,,,,,,,
58855608,2023-09-15T09:53:59.000,2023-09-15T13:44:21.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T13:44:25.000,0 Unspecified,,Unspecified,1056367,221870,MOBILE,Unspecified,Unspecified,40.775364013830625,-73.73961876980195,"{'latitude': '40.775364013830625', 'longitude': '-73.73961876980195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58864286,2023-09-15T09:53:55.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10312,281 OAKDALE STREET,OAKDALE STREET,ADDRESS,STATEN ISLAND,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-31T13:38:52.000,03 STATEN ISLAND,,STATEN ISLAND,939663,137046,ONLINE,Unspecified,STATEN ISLAND,40.54272308201482,-74.16042251365782,"{'latitude': '40.54272308201482', 'longitude': '-74.16042251365782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",THORNYCROFT AVENUE,WINCHESTER AVENUE,THORNYCROFT AVENUE,WINCHESTER AVENUE,OAKDALE STREET,,,,,,,,
58855660,2023-09-15T09:53:55.000,2023-09-15T13:42:06.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T13:42:10.000,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58821946,2023-09-15T09:53:39.000,2023-09-18T22:02:00.000,DOT,Department of Transportation,Street Condition,Pothole,,,BROADWAY,BROADWAY,BLOCKFACE,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T22:02:00.000,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,HAVEMEYER STREET,SOUTH    8 STREET,,,,N/A,,,,,,,
58867175,2023-09-15T09:53:36.000,2023-09-15T15:08:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T15:08:35.000,0 Unspecified,,Unspecified,990992,,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58846471,2023-09-15T09:53:35.000,2023-10-31T10:42:51.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11208,856 LIBERTY AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-31T10:42:54.000,05 BROOKLYN,3039920018,BROOKLYN,1018089,185993,PHONE,Unspecified,BROOKLYN,40.67711990128268,-73.878003099729,"{'latitude': '40.67711990128268', 'longitude': '-73.878003099729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONTAUK AVENUE,MILFORD STREET,MONTAUK AVENUE,MILFORD STREET,LIBERTY AVENUE,,,,,,,,
58860829,2023-09-15T09:53:22.000,2023-09-15T11:33:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T11:33:26.000,0 Unspecified,,Unspecified,995637,210350,ONLINE,Unspecified,Unspecified,40.744031425134175,-73.95890618850204,"{'latitude': '40.744031425134175', 'longitude': '-73.95890618850204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58862183,2023-09-15T09:53:21.000,2023-09-15T10:20:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:20:08.000,0 Unspecified,,Unspecified,994525,216888,ONLINE,Unspecified,Unspecified,40.761977937944394,-73.962909222727,"{'latitude': '40.761977937944394', 'longitude': '-73.962909222727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58826120,2023-09-15T09:53:17.000,2023-09-22T21:58:02.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10025,976 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 MANHATTAN,1018800029,MANHATTAN,994023,231411,ONLINE,Unspecified,MANHATTAN,40.80184028495581,-73.96470021991355,"{'latitude': '40.80184028495581', 'longitude': '-73.96470021991355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58825999,2023-09-15T09:53:17.000,2023-09-20T13:43:09.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10025,976 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,07 MANHATTAN,1018800029,MANHATTAN,994023,231411,ONLINE,Unspecified,MANHATTAN,40.80184028495581,-73.96470021991355,"{'latitude': '40.80184028495581', 'longitude': '-73.96470021991355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58865192,2023-09-15T09:53:13.000,2023-09-15T10:14:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:14:20.000,0 Unspecified,,Unspecified,997890,211167,MOBILE,Unspecified,Unspecified,40.74627069717837,-73.95077382646821,"{'latitude': '40.74627069717837', 'longitude': '-73.95077382646821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58858490,2023-09-15T09:53:12.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,,,,,,In Progress,,,0 Unspecified,,Unspecified,,219126,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58821790,2023-09-15T09:53:07.000,2023-09-18T20:18:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11102,23-05 30 AVENUE,30 AVENUE,ADDRESS,ASTORIA,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,01 QUEENS,4005480001,QUEENS,1004687,219512,ONLINE,Unspecified,QUEENS,40.76916248662936,-73.92621838858115,"{'latitude': '40.76916248662936', 'longitude': '-73.92621838858115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58870566,2023-09-15T09:53:06.000,2023-09-15T15:43:06.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T15:43:11.000,0 Unspecified,,Unspecified,,246641,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58868483,2023-09-15T09:53:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-21T01:19:25.000,Unspecified BROOKLYN,,BROOKLYN,986845,191842,MOBILE,Unspecified,BROOKLYN,40.69323836637393,-73.99064220610673,"{'latitude': '40.69323836637393', 'longitude': '-73.99064220610673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,4,4 5 to Manhattan,Platform,,,,
58862956,2023-09-15T09:52:51.000,2023-09-15T10:42:10.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:42:15.000,0 Unspecified,,Unspecified,,206908,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58866088,2023-09-15T09:52:46.000,2023-09-15T11:27:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T11:27:46.000,0 Unspecified,,Unspecified,1010013,248671,ONLINE,Unspecified,Unspecified,40.84918189326101,-73.9068785799418,"{'latitude': '40.84918189326101', 'longitude': '-73.9068785799418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58857503,2023-09-15T09:52:33.000,2023-09-15T11:50:17.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T11:50:24.000,0 Unspecified,,Unspecified,1010396,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58830210,2023-09-15T09:52:33.000,2023-09-16T04:34:37.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T04:34:40.000,0 Unspecified,,Unspecified,988573,212628,ONLINE,Unspecified,Unspecified,40.75029023724393,-73.98439753824577,"{'latitude': '40.75029023724393', 'longitude': '-73.98439753824577', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58855133,2023-09-15T09:52:29.000,2023-09-19T14:07:24.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11231,453 SACKETT STREET,SACKETT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-18T11:25:33.000,06 BROOKLYN,3004230054,BROOKLYN,987002,187369,ONLINE,Unspecified,BROOKLYN,40.68096095925227,-73.99007787761055,"{'latitude': '40.68096095925227', 'longitude': '-73.99007787761055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,SACKETT STREET,,,,,,,,
58864258,2023-09-15T09:52:29.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11378,60-51 69 LANE,69 LANE,ADDRESS,MASPETH,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-16T17:52:32.000,05 QUEENS,4028400066,QUEENS,1014849,202163,ONLINE,Unspecified,QUEENS,40.72151453280254,-73.88961052153444,"{'latitude': '40.72151453280254', 'longitude': '-73.88961052153444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",60 AVENUE,ELIOT AVENUE,60 AVENUE,ELIOT AVENUE,69 LANE,,,,,,,,
58865193,2023-09-15T09:52:28.000,2023-09-15T10:16:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:16:53.000,0 Unspecified,,Unspecified,994365,201299,MOBILE,Unspecified,Unspecified,40.719190198343156,-73.96351023331393,"{'latitude': '40.719190198343156', 'longitude': '-73.96351023331393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58860250,2023-09-15T09:52:17.000,2023-09-15T10:28:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:28:20.000,0 Unspecified,,Unspecified,993981,231775,MOBILE,Unspecified,Unspecified,40.80283941146678,-73.96485139507605,"{'latitude': '40.80283941146678', 'longitude': '-73.96485139507605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58856407,2023-09-15T09:52:10.000,2023-09-15T10:34:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T10:34:18.000,0 Unspecified,,Unspecified,,248558,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58868046,2023-09-15T09:52:01.000,2023-09-15T14:27:52.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-15T14:27:56.000,0 Unspecified,,Unspecified,1025144,255721,PHONE,Unspecified,Unspecified,40.86847488599674,-73.85214403247532,"{'latitude': '40.86847488599674', 'longitude': '-73.85214403247532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58862691,2023-09-15T09:51:57.000,2023-09-15T10:04:05.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T10:04:08.000,Unspecified MANHATTAN,,MANHATTAN,989680,205448,MOBILE,Unspecified,MANHATTAN,40.730582312237104,-73.98040797799834,"{'latitude': '40.730582312237104', 'longitude': '-73.98040797799834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,L,,Entrance,Ave A & 14 St to 8 Av,,,
