unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58960363,2023-09-29T19:00:30.000,2023-10-04T12:18:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,10306,50 BLYTHE PLACE,BLYTHE PLACE,COTTER AVENUE,DINA COURT,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the requested items.,2023-10-03T13:05:42.000,03 STATEN ISLAND,5044770018,STATEN ISLAND,945189,144760,ONLINE,Unspecified,STATEN ISLAND,40.563922567841495,-74.14058473311461,"{'latitude': '40.563922567841495', 'longitude': '-74.14058473311461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,COTTER AVENUE,DINA COURT,BLYTHE PLACE,,,,,,
58962561,2023-09-29T19:00:17.000,2023-09-29T20:13:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10473,947 FTELEY AVENUE,FTELEY AVENUE,BANYER PLACE,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-29T20:13:40.000,09 BRONX,2036590042,BRONX,1020131,239552,ONLINE,Unspecified,BRONX,40.82411758703325,-73.87035548236416,"{'latitude': '40.82411758703325', 'longitude': '-73.87035548236416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Residential Building/House,BANYER PLACE,BRUCKNER BOULEVARD,FTELEY AVENUE,,,,,,
58956229,2023-09-29T19:00:07.000,2023-09-29T19:15:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,11234,2234 EAST   74 STREET,EAST   74 STREET,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:15:30.000,18 BROOKLYN,3084420054,BROOKLYN,1011240,164788,MOBILE,Unspecified,BROOKLYN,40.61894033735039,-73.90278004703629,"{'latitude': '40.61894033735039', 'longitude': '-73.90278004703629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,AVENUE V,AVENUE W,EAST   74 STREET,,,,,,
59449629,2023-09-29T19:00:03.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,10458,2421 LORILLARD PLACE,LORILLARD PLACE,EAST  187 STREET,EAST  188 STREET,ADDRESS,BRONX,Closed,,2023-10-16T00:00:00.000,06 BRONX,2030560045,BRONX,1015028,251514,ONLINE,Unspecified,BRONX,40.856969019679994,-73.88873862247495,"{'latitude': '40.856969019679994', 'longitude': '-73.88873862247495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Apartment,EAST  187 STREET,EAST  188 STREET,LORILLARD PLACE,,,,,,
58957960,2023-09-29T19:00:00.000,2023-09-30T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,10034,,,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T01:40:00.000,12 MANHATTAN,,MANHATTAN,1006445,255565,UNKNOWN,Unspecified,MANHATTAN,40.868113536577496,-73.91975242658049,"{'latitude': '40.868113536577496', 'longitude': '-73.91975242658049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,BROADWAY,ISHAM STREET,,,,,,,
58961006,2023-09-29T18:59:57.000,2023-09-29T19:20:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11216,1337 FULTON STREET,FULTON STREET,NOSTRAND AVENUE,VERONA PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:20:51.000,03 BROOKLYN,3018490036,BROOKLYN,998657,187139,ONLINE,Unspecified,BROOKLYN,40.680318365010116,-73.94805717736028,"{'latitude': '40.680318365010116', 'longitude': '-73.94805717736028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Club/Bar/Restaurant,NOSTRAND AVENUE,VERONA PLACE,FULTON STREET,,,,,,
59438631,2023-09-29T18:59:47.000,2023-09-30T12:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11368,104-57 47 AVENUE,47 AVENUE,104 STREET,108 STREET,ADDRESS,CORONA,Closed,,2023-09-30T12:35:00.000,04 QUEENS,4019900057,QUEENS,1023296,211050,PHONE,Unspecified,QUEENS,40.745873879471596,-73.85908545080508,"{'latitude': '40.745873879471596', 'longitude': '-73.85908545080508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,104 STREET,108 STREET,47 AVENUE,,,,,,
58964319,2023-09-29T18:59:29.000,2023-09-30T19:38:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,11206,666 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,,,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,03 BROOKLYN,3017690011,BROOKLYN,1000121,192344,PHONE,Unspecified,BROOKLYN,40.69460238947012,-73.94276662983081,"{'latitude': '40.69460238947012', 'longitude': '-73.94276662983081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58961881,2023-09-29T18:59:23.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-30T07:52:29.000,Unspecified MANHATTAN,,MANHATTAN,996740,232594,ONLINE,Unspecified,MANHATTAN,40.80508387179837,-73.9548842990005,"{'latitude': '40.80508387179837', 'longitude': '-73.9548842990005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Subway,,,,B,B C Uptown & The Bronx,Platform,,,
58961716,2023-09-29T18:59:20.000,2023-09-30T13:32:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11385,2019 MENAHAN STREET,MENAHAN STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,ADDRESS,RIDGEWOOD,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-30T13:26:41.000,05 QUEENS,4033830069,QUEENS,1009994,197239,ONLINE,Unspecified,QUEENS,40.70801479793856,-73.90714431890721,"{'latitude': '40.70801479793856', 'longitude': '-73.90714431890721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,FAIRVIEW AVENUE,GRANDVIEW AVENUE,MENAHAN STREET,,,,,,
59443593,2023-09-29T18:59:20.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,In Progress,,,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Building-Wide,WEST  153 STREET,EDGECOMBE AVENUE,ST NICHOLAS PLACE,,,,,,
59442218,2023-09-29T18:59:18.000,2023-10-01T09:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,11230,1583 EAST   15 STREET,EAST   15 STREET,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,Closed,,2023-10-01T09:20:00.000,14 BROOKLYN,3067620056,BROOKLYN,995714,161912,ONLINE,Unspecified,BROOKLYN,40.61108000610622,-73.95871070310919,"{'latitude': '40.61108000610622', 'longitude': '-73.95871070310919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,AVENUE O,AVENUE P,EAST   15 STREET,,,,,,
59457443,2023-09-29T18:59:12.000,,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,11206,666 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,3017690011,BROOKLYN,1000121,192344,PHONE,Unspecified,BROOKLYN,40.69460238947012,-73.94276662983081,"{'latitude': '40.69460238947012', 'longitude': '-73.94276662983081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Building-Wide,THROOP AVENUE,MARCUS GARVEY BOULEVARD,WILLOUGHBY AVENUE,,,,,,
59442077,2023-09-29T18:59:05.000,2023-09-30T14:35:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11422,245-23 149 DRIVE,149 DRIVE,HUXLEY STREET,253 STREET,ADDRESS,ROSEDALE,Closed,,2023-09-30T14:35:00.000,13 QUEENS,4136450034,QUEENS,1057025,176791,PHONE,Unspecified,QUEENS,40.65162809680765,-73.73773035639638,"{'latitude': '40.65162809680765', 'longitude': '-73.73773035639638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,HUXLEY STREET,253 STREET,149 DRIVE,,,,,,
58958284,2023-09-29T18:59:04.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10034,47 COOPER STREET,COOPER STREET,,,ADDRESS,NEW YORK,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 212 234 - 7485 (MANHATTAN).",2023-09-29T00:00:00.000,12 MANHATTAN,1022410001,MANHATTAN,1005487,255505,PHONE,Unspecified,MANHATTAN,40.8679512117346,-73.92321633086281,"{'latitude': '40.8679512117346', 'longitude': '-73.92321633086281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58964575,2023-09-29T18:59:03.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,10027,79 WEST  127 STREET,WEST  127 STREET,,,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,10 MANHATTAN,1017250005,MANHATTAN,999882,233898,ONLINE,Unspecified,MANHATTAN,40.80865799076518,-73.94353190335941,"{'latitude': '40.80865799076518', 'longitude': '-73.94353190335941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58964429,2023-09-29T18:59:01.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10305,1910 HYLAN BOULEVARD,HYLAN BOULEVARD,,,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,02 STATEN ISLAND,5036580009,STATEN ISLAND,957512,151679,ONLINE,Unspecified,STATEN ISLAND,40.58295957831571,-74.09626034184285,"{'latitude': '40.58295957831571', 'longitude': '-74.09626034184285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,
58963595,2023-09-29T18:59:00.000,2023-09-30T01:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11222,643 MORGAN AVENUE,MORGAN AVENUE,NASSAU AVE,NORMAN AVE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T01:35:00.000,01 BROOKLYN,3026590134,BROOKLYN,1000911,203963,ONLINE,Unspecified,BROOKLYN,40.72649232583075,-73.93988901145853,"{'latitude': '40.72649232583075', 'longitude': '-73.93988901145853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58955940,2023-09-29T18:59:00.000,2023-09-30T13:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11413,232-08 147 AVENUE,147 AVENUE,232 ST,BROOKVILLE PARK BNDY,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T13:25:00.000,13 QUEENS,4137260007,QUEENS,1053953,178957,ONLINE,Unspecified,QUEENS,40.65759798176705,-73.74877891212448,"{'latitude': '40.65759798176705', 'longitude': '-73.74877891212448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965223,2023-09-29T18:59:00.000,2023-09-30T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11235,1302 AVENUE Y,AVENUE Y,E 13 ST,E 14 ST,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T12:00:00.000,15 BROOKLYN,3074347503,BROOKLYN,996349,154193,ONLINE,Unspecified,BROOKLYN,40.58989207461414,-73.95643748239222,"{'latitude': '40.58989207461414', 'longitude': '-73.95643748239222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58955941,2023-09-29T18:59:00.000,2023-09-29T18:59:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11413,147-14 229 STREET,229 STREET,147 AVE,148 AVE,ADDRESS,SPRINGFIELD GARDENS,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-29T16:15:00.000,13 QUEENS,4137080040,QUEENS,1052718,179006,ONLINE,Unspecified,QUEENS,40.657742110997404,-73.75322953418176,"{'latitude': '40.657742110997404', 'longitude': '-73.75322953418176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58967972,2023-09-29T18:58:59.000,2023-09-30T09:23:34.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,11040,77-17 270 STREET,270 STREET,77 AVENUE,UNION TURNPIKE,ADDRESS,NEW HYDE PARK,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-30T09:09:14.000,13 QUEENS,4085530038,QUEENS,1066069,213330,PHONE,Unspecified,QUEENS,40.751839568484705,-73.7046935183763,"{'latitude': '40.751839568484705', 'longitude': '-73.7046935183763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,77 AVENUE,UNION TURNPIKE,270 STREET,,,,,,
58965745,2023-09-29T18:58:41.000,2023-09-29T19:14:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11433,107-71 159 STREET,159 STREET,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T19:14:48.000,12 QUEENS,,QUEENS,1041350,192711,ONLINE,Unspecified,QUEENS,40.69543974243949,-73.7940854856159,"{'latitude': '40.69543974243949', 'longitude': '-73.7940854856159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Residential Building/House,107 AVENUE,108 AVENUE,159 STREET,,,,,,
59449055,2023-09-29T18:58:29.000,2023-09-29T18:59:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11413,147-14 229 STREET,229 STREET,147 AVENUE,148 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-29T18:59:00.000,13 QUEENS,4137080040,QUEENS,1052718,179006,ONLINE,Unspecified,QUEENS,40.657742110997404,-73.75322953418176,"{'latitude': '40.657742110997404', 'longitude': '-73.75322953418176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,147 AVENUE,148 AVENUE,229 STREET,,,,,,
58956499,2023-09-29T18:58:24.000,2023-09-29T19:32:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,10037,15 WEST  139 STREET,WEST  139 STREET,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T19:32:29.000,10 MANHATTAN,1017370025,MANHATTAN,1001862,236425,MOBILE,Unspecified,MANHATTAN,40.81559017526448,-73.9363728423227,"{'latitude': '40.81559017526448', 'longitude': '-73.9363728423227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Residential Building/House,5 AVENUE,LENOX AVENUE,WEST  139 STREET,,,,,,
59449085,2023-09-29T18:58:20.000,2023-09-30T12:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,11235,1302 AVENUE Y,AVENUE Y,EAST   13 STREET,EAST   14 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-30T12:00:00.000,15 BROOKLYN,3074347503,BROOKLYN,996349,154193,ONLINE,Unspecified,BROOKLYN,40.58989207461414,-73.95643748239222,"{'latitude': '40.58989207461414', 'longitude': '-73.95643748239222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sewer,EAST   13 STREET,EAST   14 STREET,AVENUE Y,,,,,,
58956135,2023-09-29T18:58:06.000,2023-09-29T18:58:06.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,11355,134-07 60 AVENUE,60 AVENUE,,,ADDRESS,FLUSHING,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,07 QUEENS,4063690035,QUEENS,1031014,210283,UNKNOWN,Unspecified,QUEENS,40.74373121446796,-73.83123707211418,"{'latitude': '40.74373121446796', 'longitude': '-73.83123707211418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58965590,2023-09-29T18:58:00.000,2023-09-30T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,10034,,,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T01:40:00.000,12 MANHATTAN,,MANHATTAN,1006445,255565,UNKNOWN,Unspecified,MANHATTAN,40.868113536577496,-73.91975242658049,"{'latitude': '40.868113536577496', 'longitude': '-73.91975242658049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,BROADWAY,ISHAM STREET,,,,,,,
