unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,due_date,bridge_highway_direction,road_ramp,taxi_pick_up_location
58904256,2023-09-23T08:36:21.000,2023-09-25T15:49:22.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11427,235-90 HILLSIDE AVENUE,HILLSIDE AVENUE,235 COURT,240 STREET,235 COURT,240 STREET,ADDRESS,QUEENS VILLAGE,HILLSIDE AVENUE,Closed,NYC Parks reviewed your complaint and determined that the issue needs to be handled by the Department of Transportation (DOT). Please report it to DOT by contacting 311.,2023-09-25T15:49:27.000,13 QUEENS,4079550050,QUEENS,1058685,206344,MOBILE,Detective William T. Gunn Playground,QUEENS,40.732730071828165,-73.73142146680519,"{'latitude': '40.732730071828165', 'longitude': '-73.73142146680519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903006,2023-09-23T08:36:05.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Pet/Animal,Restaurant/Bar/Deli/Bakery,10012,181 PRINCE STREET,PRINCE STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,PRINCE STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:49:34.000,02 MANHATTAN,1005170042,MANHATTAN,983680,203908,ONLINE,Unspecified,MANHATTAN,40.72635703640558,-74.0020564906803,"{'latitude': '40.72635703640558', 'longitude': '-74.0020564906803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903377,2023-09-23T08:35:45.000,2023-09-23T08:46:22.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10467,409 EAST GUNHILL ROAD,EAST GUNHILL ROAD,DECATUR AVENUE,WEBSTER AVENUE,DECATUR AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,EAST GUN HILL ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T08:46:26.000,07 BRONX,2033560223,BRONX,1019691,259430,PHONE,Unspecified,BRONX,40.878678518348345,-73.87184019853916,"{'latitude': '40.878678518348345', 'longitude': '-73.87184019853916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903624,2023-09-23T08:35:41.000,2023-09-23T08:40:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:41:03.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903970,2023-09-23T08:35:35.000,2023-09-23T09:35:16.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T09:35:19.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903291,2023-09-23T08:35:12.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10010,373 1 AVENUE,1 AVENUE,EAST 21 STREET,EAST 22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T10:47:30.000,06 MANHATTAN,1009270031,MANHATTAN,990062,207428,ONLINE,Unspecified,MANHATTAN,40.736016682521836,-73.97902797071728,"{'latitude': '40.736016682521836', 'longitude': '-73.97902797071728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904773,2023-09-23T08:35:12.000,2023-09-23T08:59:56.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10010,373 1 AVENUE,1 AVENUE,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-23T08:59:59.000,06 MANHATTAN,1009270031,MANHATTAN,990062,207428,ONLINE,Unspecified,MANHATTAN,40.736016682521836,-73.97902797071728,"{'latitude': '40.736016682521836', 'longitude': '-73.97902797071728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903556,2023-09-23T08:35:09.000,2023-09-27T12:20:04.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11432,169-12 81 AVENUE,81 AVENUE,169 STREET,170 STREET,169 STREET,170 STREET,ADDRESS,JAMAICA,81 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-26T12:08:50.000,08 QUEENS,4070300006,QUEENS,1040101,202334,ONLINE,Unspecified,QUEENS,40.721860499663634,-73.79850980189275,"{'latitude': '40.721860499663634', 'longitude': '-73.79850980189275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904162,2023-09-23T08:34:56.000,2023-09-23T08:55:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10473,715 NOBLE AVENUE,NOBLE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,NOBLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T08:55:27.000,09 BRONX,2035930001,BRONX,1020999,237637,ONLINE,Unspecified,BRONX,40.818857890625004,-73.86722973414106,"{'latitude': '40.818857890625004', 'longitude': '-73.86722973414106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903917,2023-09-23T08:34:33.000,2023-09-23T08:48:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11236,657 EAST  108 STREET,EAST  108 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST  108 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:48:26.000,18 BROOKLYN,3081580001,BROOKLYN,1013438,176453,ONLINE,Unspecified,BROOKLYN,40.65095129130721,-73.89481224179254,"{'latitude': '40.65095129130721', 'longitude': '-73.89481224179254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58909736,2023-09-23T08:34:28.000,2023-10-29T14:31:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10035,1429 5 AVENUE,5 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-29T00:00:00.000,11 MANHATTAN,1016220073,MANHATTAN,999144,231107,PHONE,Unspecified,MANHATTAN,40.8009987401566,-73.94620400115934,"{'latitude': '40.8009987401566', 'longitude': '-73.94620400115934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903138,2023-09-23T08:34:27.000,2023-09-23T10:17:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1163 BEACH AVENUE,BEACH AVENUE,WATSON AVENUE,GLEASON AVENUE,WATSON AVENUE,GLEASON AVENUE,ADDRESS,BRONX,BEACH AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T10:17:21.000,09 BRONX,2037530044,BRONX,1021410,241355,PHONE,Unspecified,BRONX,40.82906101434147,-73.8657242460269,"{'latitude': '40.82906101434147', 'longitude': '-73.8657242460269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58907087,2023-09-23T08:34:21.000,2023-09-26T06:39:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10309,231 VETERANS ROAD WEST,VETERANS ROAD WEST,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-09-26T00:00:00.000,03 STATEN ISLAND,5070670168,STATEN ISLAND,924535,141309,ONLINE,Unspecified,STATEN ISLAND,40.554335227074304,-74.21488998065703,"{'latitude': '40.554335227074304', 'longitude': '-74.21488998065703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904705,2023-09-23T08:34:13.000,2023-09-23T09:35:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,76-36 164 STREET,164 STREET,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,ADDRESS,FRESH MEADOWS,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T09:35:44.000,08 QUEENS,4068480001,QUEENS,1038334,203443,ONLINE,Unspecified,QUEENS,40.724915407989414,-73.80487556506887,"{'latitude': '40.724915407989414', 'longitude': '-73.80487556506887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903379,2023-09-23T08:33:59.000,2023-09-23T08:43:34.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11433,CLAUDE AVENUE,CLAUDE AVENUE,CLAUDE AVENUE,GUY R BREWER BOULEVARD,CLAUDE AVENUE,GUY R BREWER BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T08:43:38.000,12 QUEENS,,QUEENS,1043182,191252,ONLINE,Unspecified,QUEENS,40.69142312691355,-73.78749170099196,"{'latitude': '40.69142312691355', 'longitude': '-73.78749170099196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904814,2023-09-23T08:33:56.000,2023-09-25T12:04:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10310,538 FOREST AVENUE,FOREST AVENUE,DAVIS AVENUE,DAVIS AVENUE,DAVIS AVENUE,DAVIS AVENUE,ADDRESS,STATEN ISLAND,FOREST AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-25T12:04:47.000,01 STATEN ISLAND,5002760044,STATEN ISLAND,954230,168908,ONLINE,Unspecified,STATEN ISLAND,40.63023911719544,-74.10815254689702,"{'latitude': '40.63023911719544', 'longitude': '-74.10815254689702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904021,2023-09-23T08:33:53.000,2023-10-02T15:40:01.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10461,1714 ST PETERS AVENUE,ST PETERS AVENUE,MACLAY AVENUE,EAST TREMONT AVENUE,MACLAY AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,ST PETERS AVENUE,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-02T15:40:07.000,10 BRONX,2040010009,BRONX,1025856,246116,ONLINE,Unspecified,BRONX,40.84210873906879,-73.84962935097623,"{'latitude': '40.84210873906879', 'longitude': '-73.84962935097623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904213,2023-09-23T08:33:39.000,2023-09-23T09:09:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11215,585 6 STREET,6 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,6 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T09:09:39.000,06 BROOKLYN,3010850061,BROOKLYN,990764,182284,PHONE,Unspecified,BROOKLYN,40.66700180881783,-73.97651919347089,"{'latitude': '40.66700180881783', 'longitude': '-73.97651919347089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903575,2023-09-23T08:33:37.000,2023-09-23T12:05:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11385,78 ROAD,78 ROAD,78 ROAD,82 STREET,78 ROAD,82 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T12:05:20.000,05 QUEENS,,QUEENS,1021190,196063,ONLINE,Unspecified,QUEENS,40.70474730061455,-73.86676812410316,"{'latitude': '40.70474730061455', 'longitude': '-73.86676812410316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903212,2023-09-23T08:32:51.000,2023-09-23T09:37:38.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T09:37:40.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903048,2023-09-23T08:32:44.000,2023-09-23T14:12:24.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11370,73-21 31 AVENUE,31 AVENUE,73 STREET,74 STREET,73 STREET,74 STREET,ADDRESS,EAST ELMHURST,31 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T13:10:08.000,03 QUEENS,4011220035,QUEENS,1013580,215597,PHONE,Unspecified,QUEENS,40.758391796519746,-73.89413000876763,"{'latitude': '40.758391796519746', 'longitude': '-73.89413000876763', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904026,2023-09-23T08:32:00.000,2023-09-25T11:12:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10312,54 ALBOURNE AVENUE EAST,ALBOURNE AVENUE EAST,HAWLEY AVENUE,WOODHULL AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-25T11:12:00.000,03 STATEN ISLAND,5068190028,STATEN ISLAND,929827,132923,PHONE,Unspecified,STATEN ISLAND,40.53135135099239,-74.1957788461144,"{'latitude': '40.53135135099239', 'longitude': '-74.1957788461144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903407,2023-09-23T08:31:50.000,2023-09-23T09:47:03.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,994 OCEAN AVENUE,OCEAN AVENUE,DITMAS AVENUE,NEWKIRK AVENUE,DITMAS AVENUE,NEWKIRK AVENUE,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T09:47:07.000,14 BROOKLYN,3052050026,BROOKLYN,995689,171827,PHONE,Unspecified,BROOKLYN,40.63829463281176,-73.95878394195321,"{'latitude': '40.63829463281176', 'longitude': '-73.95878394195321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58905694,2023-09-23T08:31:50.000,2023-10-11T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Excessive,,10451,3230 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-11T00:00:00.000,03 BRONX,2026200018,BRONX,1009454,239373,UNKNOWN,Unspecified,BRONX,40.823663202128536,-73.90893404571244,"{'latitude': '40.823663202128536', 'longitude': '-73.90893404571244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58903126,2023-09-23T08:31:47.000,2023-09-23T08:58:00.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,41-02 108 STREET,108 STREET,41 AVENUE,42 AVENUE,41 AVENUE,42 AVENUE,ADDRESS,CORONA,108 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T08:58:03.000,04 QUEENS,4019850037,QUEENS,1023496,212520,PHONE,Unspecified,QUEENS,40.749907769166725,-73.85835508627406,"{'latitude': '40.749907769166725', 'longitude': '-73.85835508627406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904509,2023-09-23T08:31:21.000,2023-09-23T18:04:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10453,2010 GRAND AVENUE,GRAND AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T18:04:23.000,05 BRONX,2028700016,BRONX,1009141,250168,ONLINE,Unspecified,BRONX,40.85329321354043,-73.91002489959818,"{'latitude': '40.85329321354043', 'longitude': '-73.91002489959818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58906501,2023-09-23T08:31:21.000,2023-09-25T10:58:49.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10458,2405 BEAUMONT AVENUE,BEAUMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,06 BRONX,2030900026,BRONX,1016240,250567,PHONE,Unspecified,BRONX,40.85436548127778,-73.88436180972167,"{'latitude': '40.85436548127778', 'longitude': '-73.88436180972167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58904040,2023-09-23T08:31:08.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-27T22:17:12.000,Unspecified QUEENS,,QUEENS,1031098,199611,MOBILE,Unspecified,QUEENS,40.714438791534796,-73.83100823135499,"{'latitude': '40.714438791534796', 'longitude': '-73.83100823135499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",F,Passageway,,,,,
