unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58798710,2023-09-12T18:50:00.000,2023-09-13T09:22:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10467,3200 DECATUR AVENUE,DECATUR AVENUE,E 205 ST,E 207 ST,,,ADDRESS,BRONX,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-13T09:22:00.000,07 BRONX,2033540005,BRONX,1018688,257704,ONLINE,Unspecified,BRONX,40.87394515668582,-73.87547605975855,"{'latitude': '40.87394515668582', 'longitude': '-73.87547605975855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790046,2023-09-12T18:50:00.000,2023-09-15T04:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11203,572 ALBANY AVENUE,ALBANY AVENUE,MIDWOOD ST,RUTLAND RD,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T04:00:00.000,09 BROOKLYN,3048040036,BROOKLYN,1000951,179968,PHONE,Unspecified,BROOKLYN,40.660631547545265,-73.9398041868086,"{'latitude': '40.660631547545265', 'longitude': '-73.9398041868086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58794250,2023-09-12T18:49:42.000,2023-09-13T13:28:21.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Sidewalk,11369,32 AVENUE,32 AVENUE,32 AVENUE,100 STREET,32 AVENUE,100 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T13:28:25.000,03 QUEENS,,QUEENS,1020592,215895,PHONE,Unspecified,QUEENS,40.75918368797326,-73.86881781570297,"{'latitude': '40.75918368797326', 'longitude': '-73.86881781570297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793618,2023-09-12T18:49:41.000,2023-09-19T19:51:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797902,2023-09-12T18:49:41.000,2023-09-19T11:19:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797847,2023-09-12T18:49:41.000,2023-09-19T19:51:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793512,2023-09-12T18:49:41.000,2023-09-19T19:51:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799372,2023-09-12T18:49:41.000,2023-09-21T12:02:04.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792058,2023-09-12T18:49:41.000,2023-09-19T19:51:47.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795063,2023-09-12T18:49:41.000,2023-09-19T19:51:47.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10034,164 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 MANHATTAN,1022250032,MANHATTAN,1005595,254342,PHONE,Unspecified,MANHATTAN,40.86475887078959,-73.92282955485882,"{'latitude': '40.86475887078959', 'longitude': '-73.92282955485882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789636,2023-09-12T18:49:41.000,2023-09-13T15:47:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11417,105-19 79 STREET,79 STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,OZONE PARK,79 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T15:47:42.000,10 QUEENS,4091320121,QUEENS,1023500,186704,ONLINE,Unspecified,QUEENS,40.67904909481039,-73.8584911672943,"{'latitude': '40.67904909481039', 'longitude': '-73.8584911672943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58799355,2023-09-12T18:49:40.000,2023-10-04T20:25:56.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,2017 CATON AVENUE,CATON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,14 BROOKLYN,3050620064,BROOKLYN,995030,176922,PHONE,Unspecified,BROOKLYN,40.652280134214735,-73.9611502540913,"{'latitude': '40.652280134214735', 'longitude': '-73.9611502540913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792092,2023-09-12T18:49:32.000,2023-09-13T08:21:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10466,2011 CAMP STREET,CAMP STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-13T00:00:00.000,12 BRONX,2050950114,BRONX,1026756,267556,ONLINE,Unspecified,BRONX,40.90095059160444,-73.84624060184265,"{'latitude': '40.90095059160444', 'longitude': '-73.84624060184265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790625,2023-09-12T18:49:30.000,2023-09-25T07:44:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11364,223-04 56 AVENUE,56 AVENUE,,,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,11 QUEENS,4075310012,QUEENS,1051739,214049,PHONE,Unspecified,QUEENS,40.75393401805907,-73.7564067794828,"{'latitude': '40.75393401805907', 'longitude': '-73.7564067794828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792260,2023-09-12T18:49:30.000,2023-09-25T07:44:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11364,223-04 56 AVENUE,56 AVENUE,,,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,11 QUEENS,4075310012,QUEENS,1051739,214049,PHONE,Unspecified,QUEENS,40.75393401805907,-73.7564067794828,"{'latitude': '40.75393401805907', 'longitude': '-73.7564067794828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58789294,2023-09-12T18:49:30.000,2023-09-25T07:44:45.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11364,223-04 56 AVENUE,56 AVENUE,,,,,ADDRESS,OAKLAND GARDENS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,11 QUEENS,4075310012,QUEENS,1051739,214049,PHONE,Unspecified,QUEENS,40.75393401805907,-73.7564067794828,"{'latitude': '40.75393401805907', 'longitude': '-73.7564067794828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793017,2023-09-12T18:49:29.000,2023-09-13T01:15:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466,778 EAST  233 STREET,EAST  233 STREET,BYRON AVENUE,BARNES AVENUE,BYRON AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  233 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:15:19.000,12 BRONX,2048460079,BRONX,1024349,264517,ONLINE,Unspecified,BRONX,40.89262078580666,-73.8549657662461,"{'latitude': '40.89262078580666', 'longitude': '-73.8549657662461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797085,2023-09-12T18:49:26.000,2023-09-23T14:08:58.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Sidewalk,11211,346 KEAP STREET,KEAP STREET,SOUTH    4 STREET,SOUTH    3 STREET,SOUTH    4 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,KEAP STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T04:03:58.000,01 BROOKLYN,3024370001,BROOKLYN,996852,197643,ONLINE,Unspecified,BROOKLYN,40.70915215943344,-73.9545452496701,"{'latitude': '40.70915215943344', 'longitude': '-73.9545452496701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58793421,2023-09-12T18:49:20.000,2023-09-12T20:01:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,315 WYCKOFF AVENUE,WYCKOFF AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T20:01:53.000,04 BROOKLYN,3033380001,BROOKLYN,1008656,194334,PHONE,Unspecified,BROOKLYN,40.700045051717986,-73.91198085791687,"{'latitude': '40.700045051717986', 'longitude': '-73.91198085791687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797278,2023-09-12T18:49:00.000,2023-09-12T19:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,,,,,SOUTH CONDUIT AVE,149 ST,INTERSECTION,,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-12T19:15:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,N/A,,,,,,
58799139,2023-09-12T18:48:52.000,2023-09-12T18:53:07.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,603 WEST  184 STREET,WEST  184 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  184 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T18:53:12.000,12 MANHATTAN,1021660026,MANHATTAN,1002876,249402,MOBILE,Unspecified,MANHATTAN,40.85120621118821,-73.93267351623494,"{'latitude': '40.85120621118821', 'longitude': '-73.93267351623494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58790337,2023-09-12T18:48:44.000,2023-09-12T19:17:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10003,201 EAST   15 STREET,EAST   15 STREET,3 AVENUE,RUTHERFORD PLACE,3 AVENUE,RUTHERFORD PLACE,ADDRESS,NEW YORK,EAST   15 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-12T19:17:04.000,06 MANHATTAN,1008970001,MANHATTAN,987965,206676,MOBILE,Unspecified,MANHATTAN,40.73395375732699,-73.98659520366961,"{'latitude': '40.73395375732699', 'longitude': '-73.98659520366961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58788841,2023-09-12T18:48:31.000,2023-09-13T01:59:07.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10471,362 WEST  262 STREET,WEST  262 STREET,FIELDSTON ROAD,TYNDALL AVENUE,FIELDSTON ROAD,TYNDALL AVENUE,ADDRESS,BRONX,WEST  262 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T01:59:13.000,08 BRONX,2058841201,BRONX,1012020,271220,ONLINE,Unspecified,BRONX,40.91106576607234,-73.8995307212999,"{'latitude': '40.91106576607234', 'longitude': '-73.8995307212999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795487,2023-09-12T18:48:18.000,2023-09-12T18:58:53.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10028,315 EAST   86 STREET,EAST   86 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-12T18:58:59.000,08 MANHATTAN,1015490001,MANHATTAN,997772,222598,MOBILE,Unspecified,MANHATTAN,40.77764602934858,-73.9511766899305,"{'latitude': '40.77764602934858', 'longitude': '-73.9511766899305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797425,2023-09-12T18:48:09.000,2023-09-12T19:43:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,32-60 55 STREET,55 STREET,32 AVENUE,AMTRAK-NY/CONN RAIL LINE,32 AVENUE,AMTRAK-NY/CONN RAIL LINE,ADDRESS,WOODSIDE,55 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T19:43:09.000,01 QUEENS,4011560040,QUEENS,1010298,214119,PHONE,Unspecified,QUEENS,40.754345343746415,-73.90598247968364,"{'latitude': '40.754345343746415', 'longitude': '-73.90598247968364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58797626,2023-09-12T18:47:38.000,2023-09-13T01:58:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,3215 NETHERLAND AVENUE,NETHERLAND AVENUE,WEST  232 STREET,WEST  235 STREET,WEST  232 STREET,WEST  235 STREET,ADDRESS,BRONX,NETHERLAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T01:58:47.000,08 BRONX,2057880119,BRONX,1008725,261417,MOBILE,Unspecified,BRONX,40.88416943488641,-73.91148755323957,"{'latitude': '40.88416943488641', 'longitude': '-73.91148755323957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58792328,2023-09-12T18:47:35.000,2023-09-12T21:26:26.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10304,70 ATLANTIC AVENUE,ATLANTIC AVENUE,JOHNSON PLACE,BEAR STREET,JOHNSON PLACE,BEAR STREET,ADDRESS,STATEN ISLAND,ATLANTIC AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-12T21:26:30.000,02 STATEN ISLAND,,STATEN ISLAND,957642,155620,MOBILE,Unspecified,STATEN ISLAND,40.59377722155057,-74.09580784298522,"{'latitude': '40.59377722155057', 'longitude': '-74.09580784298522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58795408,2023-09-12T18:47:18.000,2023-09-13T09:34:01.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11357,6-06 151 STREET,151 STREET,POWELLS COVE BOULEVARD,6 ROAD,POWELLS COVE BOULEVARD,6 ROAD,ADDRESS,WHITESTONE,151 STREET,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-13T09:34:06.000,07 QUEENS,4045190038,QUEENS,1036032,229420,ONLINE,Unspecified,QUEENS,40.79622921699346,-73.81298061159711,"{'latitude': '40.79622921699346', 'longitude': '-73.81298061159711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
