unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58858061,2023-09-19T08:53:34.000,2023-10-03T15:12:24.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10460,622 MEAD STREET,MEAD STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BRONX,2040260010,BRONX,1021117,246203,PHONE,Unspecified,BRONX,40.84236858504089,-73.86675633834774,"{'latitude': '40.84236858504089', 'longitude': '-73.86675633834774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861467,2023-09-19T08:53:32.000,2023-09-19T09:07:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11691,14-64 GATEWAY BOULEVARD,GATEWAY BOULEVARD,MOTT AVENUE,EVERDELL AVENUE,MOTT AVENUE,EVERDELL AVENUE,ADDRESS,FAR ROCKAWAY,GATEWAY BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T09:07:30.000,14 QUEENS,4155630066,QUEENS,1053934,158602,PHONE,Unspecified,QUEENS,40.60172818215125,-73.74905755486056,"{'latitude': '40.60172818215125', 'longitude': '-73.74905755486056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858205,2023-09-19T08:53:32.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11212,308 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035800038,BROOKLYN,1007227,179957,PHONE,Unspecified,BROOKLYN,40.660587293098814,-73.91718349923303,"{'latitude': '40.660587293098814', 'longitude': '-73.91718349923303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859975,2023-09-19T08:53:32.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11212,308 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035800038,BROOKLYN,1007227,179957,PHONE,Unspecified,BROOKLYN,40.660587293098814,-73.91718349923303,"{'latitude': '40.660587293098814', 'longitude': '-73.91718349923303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865941,2023-09-19T08:53:32.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11212,308 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035800038,BROOKLYN,1007227,179957,PHONE,Unspecified,BROOKLYN,40.660587293098814,-73.91718349923303,"{'latitude': '40.660587293098814', 'longitude': '-73.91718349923303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867811,2023-09-19T08:53:32.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11212,308 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035800038,BROOKLYN,1007227,179957,PHONE,Unspecified,BROOKLYN,40.660587293098814,-73.91718349923303,"{'latitude': '40.660587293098814', 'longitude': '-73.91718349923303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869704,2023-09-19T08:53:32.000,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11212,308 GRAFTON STREET,GRAFTON STREET,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,16 BROOKLYN,3035800038,BROOKLYN,1007227,179957,PHONE,Unspecified,BROOKLYN,40.660587293098814,-73.91718349923303,"{'latitude': '40.660587293098814', 'longitude': '-73.91718349923303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869951,2023-09-19T08:53:24.000,2023-09-19T10:43:36.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T10:43:40.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858687,2023-09-19T08:53:23.000,2023-09-19T09:11:04.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11217,490 DEAN STREET,DEAN STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T09:11:08.000,08 BROOKLYN,3011360010,BROOKLYN,991555,187522,MOBILE,Unspecified,BROOKLYN,40.68137832299852,-73.97366222433799,"{'latitude': '40.68137832299852', 'longitude': '-73.97366222433799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856765,2023-09-19T08:53:21.000,2023-09-26T14:06:16.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11360,212-12 26 AVENUE,26 AVENUE,212 STREET,213 STREET,212 STREET,213 STREET,ADDRESS,BAYSIDE,26 AVENUE,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T14:06:22.000,11 QUEENS,4059990020,QUEENS,1045879,222879,PHONE,Unspecified,QUEENS,40.778212790434665,-73.777476670109,"{'latitude': '40.778212790434665', 'longitude': '-73.777476670109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866603,2023-09-19T08:53:13.000,2023-09-19T09:04:33.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-19T09:04:33.000,Unspecified MANHATTAN,,MANHATTAN,983213,203860,ONLINE,Unspecified,MANHATTAN,40.72622524566041,-74.00374136248857,"{'latitude': '40.72622524566041', 'longitude': '-74.00374136248857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E,C E Downtown & Brooklyn,Platform,,,
58863046,2023-09-19T08:53:08.000,2023-09-19T09:07:14.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10003,3 AVENUE,3 AVENUE,3 AVENUE,EAST   18 STREET,3 AVENUE,EAST   18 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-19T09:07:18.000,06 MANHATTAN,,MANHATTAN,988307,207345,UNKNOWN,Unspecified,MANHATTAN,40.73578984716102,-73.98536076518725,"{'latitude': '40.73578984716102', 'longitude': '-73.98536076518725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"3 AVENUE AND EAST   18 STREET, MANHATTAN, NY, 10003",,
58862799,2023-09-19T08:53:04.000,2023-09-22T09:39:36.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11238,1047A FULTON STREET,FULTON STREET,DOWNING STREET,IRVING PLACE,DOWNING STREET,IRVING PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-20T13:29:45.000,02 BROOKLYN,3019920004,BROOKLYN,995338,187769,ONLINE,Unspecified,BROOKLYN,40.682052351393935,-73.96002242107998,"{'latitude': '40.682052351393935', 'longitude': '-73.96002242107998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863152,2023-09-19T08:52:50.000,2023-09-19T09:50:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10456,EAST  163 STREET,EAST  163 STREET,EAST  163 STREET,TRINITY AVENUE,EAST  163 STREET,TRINITY AVENUE,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T09:50:46.000,03 BRONX,,BRONX,1010340,239255,PHONE,Unspecified,BRONX,40.82333675322102,-73.9057332517782,"{'latitude': '40.82333675322102', 'longitude': '-73.9057332517782', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857640,2023-09-19T08:52:48.000,2023-09-19T11:32:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11378,67-21 52 ROAD,52 ROAD,67 STREET,69 STREET,67 STREET,69 STREET,ADDRESS,MASPETH,52 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T11:32:46.000,05 QUEENS,4024120044,QUEENS,1012632,206317,PHONE,Unspecified,QUEENS,40.7329236338571,-73.89759108127672,"{'latitude': '40.7329236338571', 'longitude': '-73.89759108127672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856139,2023-09-19T08:52:12.000,2023-09-19T09:04:34.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10001,BROADWAY,BROADWAY,BROADWAY,WEST   35 STREET,BROADWAY,WEST   35 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T09:04:38.000,05 MANHATTAN,,MANHATTAN,987636,212763,ONLINE,Unspecified,MANHATTAN,40.750661186591124,-73.98777926681211,"{'latitude': '40.750661186591124', 'longitude': '-73.98777926681211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864327,2023-09-19T08:51:53.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11215,362 7 STREET,7 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,7 STREET,In Progress,,,06 BROOKLYN,3009990024,BROOKLYN,988676,183293,ONLINE,Unspecified,BROOKLYN,40.66977257883881,-73.98404507732376,"{'latitude': '40.66977257883881', 'longitude': '-73.98404507732376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865098,2023-09-19T08:51:33.000,2023-09-19T09:15:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,52-20 SECOND STREET,SECOND STREET,BORDEN AVENUE,LIRR PENN CENTRAL LINE,BORDEN AVENUE,LIRR PENN CENTRAL LINE,ADDRESS,LONG ISLAND CITY,2 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T09:15:29.000,02 QUEENS,4000060003,QUEENS,995600,209493,MOBILE,Unspecified,QUEENS,40.74167922180147,-73.95904116152417,"{'latitude': '40.74167922180147', 'longitude': '-73.95904116152417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858909,2023-09-19T08:51:21.000,2023-09-19T09:18:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11418,84 AVENUE,84 AVENUE,84 AVENUE,113 STREET,84 AVENUE,113 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T09:18:24.000,09 QUEENS,,QUEENS,1029150,195338,PHONE,Unspecified,QUEENS,40.7027205386526,-73.83806360424339,"{'latitude': '40.7027205386526', 'longitude': '-73.83806360424339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860884,2023-09-19T08:51:17.000,2023-09-20T10:59:03.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Stoop Line Stand,Business,11235,2205 AVENUE X,AVENUE X,EAST   22 STREET,EAST   23 STREET,EAST   22 STREET,EAST   23 STREET,ADDRESS,BROOKLYN,AVENUE X,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Sanitation (DSNY). NYC311 can help you file a complaint or contact the agency for further assistance.,2023-09-20T10:59:08.000,15 BROOKLYN,3074050232,BROOKLYN,998684,155325,ONLINE,Unspecified,BROOKLYN,40.59299569242834,-73.9480278853743,"{'latitude': '40.59299569242834', 'longitude': '-73.9480278853743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857468,2023-09-19T08:51:10.000,2023-09-19T09:58:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,4200 16 AVENUE,16 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,BROOKLYN,16 AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T09:58:46.000,12 BROOKLYN,3053620021,BROOKLYN,989377,170579,PHONE,Unspecified,BROOKLYN,40.63487504144135,-73.98152776509703,"{'latitude': '40.63487504144135', 'longitude': '-73.98152776509703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856984,2023-09-19T08:51:08.000,2023-09-21T06:57:06.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11694,235 BEACH  147 STREET,BEACH  147 STREET,ROCKAWAY BEACH BOULEVARD,NEPONSIT AVENUE,ROCKAWAY BEACH BOULEVARD,NEPONSIT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH  147 STREET,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-21T06:57:06.000,14 QUEENS,4163120009,QUEENS,1022382,147156,ONLINE,Unspecified,QUEENS,40.57050315803131,-73.86274532014605,"{'latitude': '40.57050315803131', 'longitude': '-73.86274532014605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869222,2023-09-19T08:51:01.000,2023-09-19T11:33:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,1508 JEFFERSON AVENUE,JEFFERSON AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,JEFFERSON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T11:33:48.000,04 BROOKLYN,3033930039,BROOKLYN,1009878,193255,PHONE,Unspecified,BROOKLYN,40.69707999531981,-73.90757787873336,"{'latitude': '40.69707999531981', 'longitude': '-73.90757787873336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857677,2023-09-19T08:51:00.000,2023-09-19T11:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Flasher,,10012,,,,,LAFAYETTE STREET,PRINCE STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T11:20:00.000,02 MANHATTAN,,MANHATTAN,985227,202935,UNKNOWN,Unspecified,MANHATTAN,40.72368635200795,-73.99647524407254,"{'latitude': '40.72368635200795', 'longitude': '-73.99647524407254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58864340,2023-09-19T08:50:49.000,2023-09-19T08:50:49.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10075,1443 YORK AVENUE,YORK AVENUE,EAST 76 STREET,EAST 77 STREET,EAST   76 STREET,EAST   77 STREET,ADDRESS,NEW YORK,YORK AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-19T08:50:49.000,08 MANHATTAN,1014710026,MANHATTAN,997657,219745,MOBILE,Unspecified,MANHATTAN,40.769815467933256,-73.95159760744713,"{'latitude': '40.769815467933256', 'longitude': '-73.95159760744713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857538,2023-09-19T08:50:43.000,2023-10-12T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11214,172 BAY   43 STREET,BAY   43 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-12T00:00:00.000,13 BROOKLYN,3068970054,BROOKLYN,987390,154918,UNKNOWN,Unspecified,BROOKLYN,40.591889755847696,-73.98869407454245,"{'latitude': '40.591889755847696', 'longitude': '-73.98869407454245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869701,2023-09-19T08:50:39.000,2023-10-03T15:12:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10460,622 MEAD STREET,MEAD STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BRONX,2040260010,BRONX,1021117,246203,PHONE,Unspecified,BRONX,40.84236858504089,-73.86675633834774,"{'latitude': '40.84236858504089', 'longitude': '-73.86675633834774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856196,2023-09-19T08:50:39.000,2023-10-03T15:12:24.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10460,622 MEAD STREET,MEAD STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,11 BRONX,2040260010,BRONX,1021117,246203,PHONE,Unspecified,BRONX,40.84236858504089,-73.86675633834774,"{'latitude': '40.84236858504089', 'longitude': '-73.86675633834774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865883,2023-09-19T08:50:38.000,2023-09-20T20:26:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-20T00:00:00.000,03 BRONX,2026100012,BRONX,1010629,242635,MOBILE,Unspecified,BRONX,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
