unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,facility_type
59459696,2023-09-30T23:39:10.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10473,2025 SEWARD AVENUE,SEWARD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,SEWARD AVENUE,Closed,,2023-10-09T00:00:00.000,09 BRONX,2036070002,BRONX,1024755,238220,PHONE,Unspecified,BRONX,40.82044163511422,-73.85365620697301,"{'latitude': '40.82044163511422', 'longitude': '-73.85365620697301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58971580,2023-09-30T23:39:08.000,2023-10-01T00:00:29.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T00:00:32.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58975924,2023-09-30T23:39:08.000,2023-10-01T02:01:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11237,328 ELDERT STREET,ELDERT STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,ELDERT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T02:01:50.000,04 BROOKLYN,3034190023,BROOKLYN,1010161,191890,ONLINE,Unspecified,BROOKLYN,40.69333256504358,-73.90656254888147,"{'latitude': '40.69333256504358', 'longitude': '-73.90656254888147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59438520,2023-09-30T23:39:04.000,2023-10-09T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Toilet,Apartment,10473,2025 SEWARD AVENUE,SEWARD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,PUGSLEY AVENUE,OLMSTEAD AVENUE,ADDRESS,BRONX,SEWARD AVENUE,Closed,,2023-10-09T00:00:00.000,09 BRONX,2036070002,BRONX,1024755,238220,PHONE,Unspecified,BRONX,40.82044163511422,-73.85365620697301,"{'latitude': '40.82044163511422', 'longitude': '-73.85365620697301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58971215,2023-09-30T23:39:02.000,2023-10-01T00:09:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11209,375 76 STREET,76 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,76 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:09:25.000,10 BROOKLYN,3059400045,BROOKLYN,976969,168922,ONLINE,Unspecified,BROOKLYN,40.630325418987404,-74.02623116335641,"{'latitude': '40.630325418987404', 'longitude': '-74.02623116335641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972488,2023-09-30T23:38:58.000,2023-10-01T00:02:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11229,3065 NOSTRAND AVENUE,NOSTRAND AVENUE,QUENTIN ROAD,GERRITSEN AVENUE,QUENTIN ROAD,GERRITSEN AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:02:29.000,15 BROOKLYN,3068150057,BROOKLYN,999911,161402,ONLINE,Unspecified,BROOKLYN,40.60967373727015,-73.94359577127645,"{'latitude': '40.60967373727015', 'longitude': '-73.94359577127645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58969280,2023-09-30T23:38:55.000,2023-10-01T03:40:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,2687 SCHLEY AVENUE,SCHLEY AVENUE,BUTTRICK AVENUE,BALCOM AVENUE,BUTTRICK AVENUE,BALCOM AVENUE,ADDRESS,BRONX,SCHLEY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T03:40:55.000,10 BRONX,,BRONX,1031908,238546,ONLINE,Unspecified,BRONX,40.821300715536815,-73.82781030061729,"{'latitude': '40.821300715536815', 'longitude': '-73.82781030061729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972584,2023-09-30T23:38:53.000,2023-10-01T00:35:26.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,EAST  188 STREET,EAST  188 STREET,EAST  188 STREET,TIEBOUT AVENUE,EAST  188 STREET,TIEBOUT AVENUE,INTERSECTION,,,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-10-01T00:35:33.000,05 BRONX,,BRONX,1013190,252887,ONLINE,Unspecified,BRONX,40.86074370616709,-73.89537699267457,"{'latitude': '40.86074370616709', 'longitude': '-73.89537699267457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58968716,2023-09-30T23:38:49.000,2023-09-30T23:51:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,600 WEST  150 STREET,WEST  150 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  150 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T23:51:15.000,09 MANHATTAN,1020960034,MANHATTAN,998513,241571,ONLINE,Unspecified,MANHATTAN,40.82972052770736,-73.94846088744225,"{'latitude': '40.82972052770736', 'longitude': '-73.94846088744225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58976123,2023-09-30T23:38:42.000,2023-09-30T23:46:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,1823 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T23:46:45.000,11 BRONX,2040490054,BRONX,1021218,247497,ONLINE,Unspecified,BRONX,40.84591980939663,-73.86638417396482,"{'latitude': '40.84591980939663', 'longitude': '-73.86638417396482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58974749,2023-09-30T23:38:36.000,2023-09-30T23:59:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,408 WEST  129 STREET,WEST  129 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T23:59:20.000,09 MANHATTAN,1019680046,MANHATTAN,997579,235762,MOBILE,Unspecified,MANHATTAN,40.8137779264397,-73.95184741884904,"{'latitude': '40.8137779264397', 'longitude': '-73.95184741884904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58974748,2023-09-30T23:38:32.000,2023-10-01T00:22:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,324 GRAND STREET,GRAND STREET,ORCHARD STREET,LUDLOW STREET,ORCHARD STREET,LUDLOW STREET,ADDRESS,NEW YORK,GRAND STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:22:27.000,03 MANHATTAN,1004080028,MANHATTAN,986884,200553,MOBILE,Unspecified,MANHATTAN,40.7171479979989,-73.99049816135643,"{'latitude': '40.7171479979989', 'longitude': '-73.99049816135643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58971556,2023-09-30T23:38:29.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10452,935 SUMMIT AVENUE,SUMMIT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,04 BRONX,2025230067,BRONX,1003324,242289,PHONE,Unspecified,BRONX,40.831682151607964,-73.93107438401292,"{'latitude': '40.831682151607964', 'longitude': '-73.93107438401292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58968565,2023-09-30T23:38:29.000,2023-09-30T23:44:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10022,1074 FIRST AVENUE,FIRST AVENUE,EAST   58 STREET,EAST   59 STREET,EAST   58 STREET,EAST   59 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T23:44:05.000,06 MANHATTAN,1013700001,MANHATTAN,994719,215902,MOBILE,Unspecified,MANHATTAN,40.75927139356286,-73.96221045553305,"{'latitude': '40.75927139356286', 'longitude': '-73.96221045553305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58973930,2023-09-30T23:38:27.000,2023-10-06T09:08:25.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11694,188 BEACH  117 STREET,BEACH  117 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,14 QUEENS,4162260080,QUEENS,1029297,150287,ONLINE,Unspecified,QUEENS,40.57906468776923,-73.83783423025749,"{'latitude': '40.57906468776923', 'longitude': '-73.83783423025749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58977549,2023-09-30T23:38:27.000,2023-10-06T09:08:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11694,188 BEACH  117 STREET,BEACH  117 STREET,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,14 QUEENS,4162260080,QUEENS,1029297,150287,ONLINE,Unspecified,QUEENS,40.57906468776923,-73.83783423025749,"{'latitude': '40.57906468776923', 'longitude': '-73.83783423025749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58975255,2023-09-30T23:38:20.000,2023-10-01T01:30:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,AUBREY AVENUE,AUBREY AVENUE,AUBREY AVENUE,METROPOLITAN AVENUE,AUBREY AVENUE,METROPOLITAN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T01:31:04.000,05 QUEENS,,QUEENS,1022861,198706,ONLINE,Unspecified,QUEENS,40.71199456732221,-73.86072616515352,"{'latitude': '40.71199456732221', 'longitude': '-73.86072616515352', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58971190,2023-09-30T23:38:11.000,2023-10-01T00:37:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,109-48 128 STREET,128 STREET,HAWTREE CREEK ROAD,111 AVENUE,HAWTREE CREEK ROAD,111 AVENUE,ADDRESS,SOUTH OZONE PARK,128 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-10-01T00:37:08.000,10 QUEENS,4116080029,QUEENS,1035850,188461,ONLINE,Unspecified,QUEENS,40.683808274108884,-73.81395212208405,"{'latitude': '40.683808274108884', 'longitude': '-73.81395212208405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58974895,2023-09-30T23:38:11.000,2023-10-01T00:19:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,708 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-10-01T00:19:27.000,07 MANHATTAN,1012420031,MANHATTAN,992236,228183,MOBILE,Unspecified,MANHATTAN,40.7929820990667,-73.9711586481519,"{'latitude': '40.7929820990667', 'longitude': '-73.9711586481519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58971032,2023-09-30T23:38:08.000,2023-10-01T00:10:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10033,4129 BROADWAY,BROADWAY,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T00:10:48.000,12 MANHATTAN,1021420244,MANHATTAN,1001245,247438,ONLINE,Unspecified,MANHATTAN,40.84581890226479,-73.93857398765562,"{'latitude': '40.84581890226479', 'longitude': '-73.93857398765562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972903,2023-09-30T23:38:02.000,2023-10-01T02:25:05.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11238,593 WASHINGTON AVENUE,WASHINGTON AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T02:25:10.000,08 BROOKLYN,3011320007,BROOKLYN,994190,187000,ONLINE,Unspecified,BROOKLYN,40.679942984840984,-73.96416264767721,"{'latitude': '40.679942984840984', 'longitude': '-73.96416264767721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58974643,2023-09-30T23:38:02.000,2023-10-01T00:18:20.000,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10026,271 WEST  119 STREET,WEST  119 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  119 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:18:26.000,10 MANHATTAN,1019250005,MANHATTAN,997254,232918,ONLINE,Unspecified,MANHATTAN,40.805972420859355,-73.95302702883166,"{'latitude': '40.805972420859355', 'longitude': '-73.95302702883166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58975668,2023-09-30T23:37:57.000,2023-09-30T23:50:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357,149-50 16 ROAD,16 ROAD,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,16 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T23:50:40.000,07 QUEENS,4046650039,QUEENS,1035615,225290,MOBILE,Unspecified,QUEENS,40.78489593708977,-73.81451825666429,"{'latitude': '40.78489593708977', 'longitude': '-73.81451825666429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972524,2023-09-30T23:37:55.000,2023-09-30T23:45:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10462,1821 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T23:45:57.000,11 BRONX,2040490057,BRONX,1021222,247485,ONLINE,Unspecified,BRONX,40.84588685621469,-73.86636978269418,"{'latitude': '40.84588685621469', 'longitude': '-73.86636978269418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58977138,2023-09-30T23:37:54.000,2023-10-01T00:40:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2143 ELLIS AVENUE,ELLIS AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,OLMSTEAD AVENUE,CASTLE HILL AVENUE,ADDRESS,BRONX,ELLIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T00:40:34.000,09 BRONX,2038130064,BRONX,1024960,242588,MOBILE,Unspecified,BRONX,40.83242959152793,-73.85288904381126,"{'latitude': '40.83242959152793', 'longitude': '-73.85288904381126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972366,2023-09-30T23:37:45.000,2023-09-30T23:56:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,412 WEST  129 STREET,WEST  129 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,ST NICHOLAS TERRACE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T23:56:12.000,09 MANHATTAN,1019680049,MANHATTAN,997543,235781,MOBILE,Unspecified,MANHATTAN,40.81383013037101,-73.95197743543,"{'latitude': '40.81383013037101', 'longitude': '-73.95197743543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58969659,2023-09-30T23:37:44.000,2023-09-30T23:46:24.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,9921 4 AVENUE,4 AVENUE,99 STREET,100 STREET,99 STREET,100 STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T23:46:27.000,10 BROOKLYN,3061357501,BROOKLYN,975006,162695,MOBILE,Unspecified,BROOKLYN,40.61323177376008,-74.03329471026068,"{'latitude': '40.61323177376008', 'longitude': '-74.03329471026068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58973529,2023-09-30T23:37:30.000,2023-10-01T00:06:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2885 MARION AVENUE,MARION AVENUE,EAST  199 STREET,BEDFORD PARK BOULEVARD,EAST  199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,MARION AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:06:21.000,07 BRONX,2032917501,BRONX,1016040,255710,MOBILE,Unspecified,BRONX,40.86848217648301,-73.8850603795227,"{'latitude': '40.86848217648301', 'longitude': '-73.8850603795227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58973668,2023-09-30T23:37:12.000,2023-10-01T01:29:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11369,94-25 32 AVENUE,32 AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,EAST ELMHURST,32 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T01:29:09.000,03 QUEENS,4014060034,QUEENS,1019109,215693,MOBILE,Unspecified,QUEENS,40.75863522160833,-73.87417197810126,"{'latitude': '40.75863522160833', 'longitude': '-73.87417197810126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58977139,2023-09-30T23:37:12.000,2023-10-01T00:33:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11219,902 43 STREET,43 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,43 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:33:58.000,12 BROOKLYN,3056010006,BROOKLYN,985062,173714,PHONE,Unspecified,BROOKLYN,40.64348139274596,-73.99707404148495,"{'latitude': '40.64348139274596', 'longitude': '-73.99707404148495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58970005,2023-09-30T23:37:11.000,2023-10-01T00:13:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,1239 36 STREET,36 STREET,TEHAMA STREET,CLARA STREET,TEHAMA STREET,CLARA STREET,ADDRESS,BROOKLYN,36 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:13:05.000,12 BROOKLYN,3053080043,BROOKLYN,988219,173523,ONLINE,Unspecified,BROOKLYN,40.642956286716235,-73.98569822905893,"{'latitude': '40.642956286716235', 'longitude': '-73.98569822905893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58977670,2023-09-30T23:37:09.000,2023-10-01T06:42:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,44-15 JUDGE STREET,JUDGE STREET,WHITNEY AVENUE,43 AVENUE,WHITNEY AVENUE,43 AVENUE,ADDRESS,ELMHURST,JUDGE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-10-01T06:42:55.000,04 QUEENS,4015710019,QUEENS,1018209,209982,PHONE,Unspecified,QUEENS,40.7429634873875,-73.87744947924662,"{'latitude': '40.7429634873875', 'longitude': '-73.87744947924662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58975370,2023-09-30T23:37:09.000,2023-10-01T03:46:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1419 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,EDWARD L GRANT HIGHWAY,JESUP PLACE,EDWARD L GRANT HIGHWAY,JESUP PLACE,ADDRESS,BRONX,SHAKESPEARE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T03:46:57.000,04 BRONX,2028730058,BRONX,1006089,246139,MOBILE,Unspecified,BRONX,40.842242877573774,-73.92107027694853,"{'latitude': '40.842242877573774', 'longitude': '-73.92107027694853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
59456344,2023-09-30T23:37:07.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11694,188 BEACH  117 STREET,BEACH  117 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  117 STREET,Closed,,2023-10-06T00:00:00.000,14 QUEENS,4162260080,QUEENS,1029297,150287,ONLINE,Unspecified,QUEENS,40.57906468776923,-73.83783423025749,"{'latitude': '40.57906468776923', 'longitude': '-73.83783423025749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972932,2023-09-30T23:37:05.000,2023-10-01T04:32:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,93 LINDEN STREET,LINDEN STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-10-01T04:32:07.000,04 BROOKLYN,3033230001,BROOKLYN,1006424,191678,ONLINE,Unspecified,BROOKLYN,40.69276082638579,-73.92003920460266,"{'latitude': '40.69276082638579', 'longitude': '-73.92003920460266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58969655,2023-09-30T23:36:59.000,2023-10-01T00:17:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,10002 4 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-10-01T00:18:07.000,10 BROOKLYN,3061377502,BROOKLYN,974813,162573,MOBILE,Unspecified,BROOKLYN,40.612896705490506,-74.033989680221,"{'latitude': '40.612896705490506', 'longitude': '-74.033989680221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58972455,2023-09-30T23:36:54.000,2023-10-01T00:03:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,980 WESTCHESTER AVENUE,WESTCHESTER AVENUE,TIFFANY STREET,FOX STREET,TIFFANY STREET,FOX STREET,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-10-01T00:03:11.000,02 BRONX,2027147501,BRONX,1013385,239210,ONLINE,Unspecified,BRONX,40.82320372221374,-73.89473145458913,"{'latitude': '40.82320372221374', 'longitude': '-73.89473145458913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58973530,2023-09-30T23:36:48.000,2023-10-01T00:18:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11004,83 AVENUE,83 AVENUE,83 AVENUE,260 STREET,83 AVENUE,260 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-10-01T00:18:51.000,13 QUEENS,,QUEENS,1064894,208700,PHONE,Unspecified,QUEENS,40.73914224296707,-73.70898988943662,"{'latitude': '40.73914224296707', 'longitude': '-73.70898988943662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58976905,2023-09-30T23:36:45.000,2023-10-01T00:03:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10030,574 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  138 STREET,WEST  139 STREET,WEST  138 STREET,WEST  139 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-10-01T00:03:56.000,10 MANHATTAN,1020480016,MANHATTAN,998982,237938,PHONE,Unspecified,MANHATTAN,40.81974820679466,-73.94677414088508,"{'latitude': '40.81974820679466', 'longitude': '-73.94677414088508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
