unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58840468,2023-09-17T23:06:49.000,2023-09-18T00:28:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,117-15 147 STREET,147 STREET,FOCH BOULEVARD,119 AVENUE,FOCH BOULEVARD,119 AVENUE,ADDRESS,JAMAICA,147 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:29:09.000,12 QUEENS,4120220052,QUEENS,1041500,187086,MOBILE,Unspecified,QUEENS,40.67999948170046,-73.79359235412535,"{'latitude': '40.67999948170046', 'longitude': '-73.79359235412535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839043,2023-09-17T23:06:48.000,2023-09-18T00:50:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,901 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:50:44.000,14 BROOKLYN,3054250053,BROOKLYN,992954,169912,MOBILE,Unspecified,BROOKLYN,40.633041475465006,-73.96864093674586,"{'latitude': '40.633041475465006', 'longitude': '-73.96864093674586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841530,2023-09-17T23:06:37.000,2023-09-18T02:01:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,104-39 39 AVENUE,39 AVENUE,104 STREET,108 STREET,104 STREET,108 STREET,ADDRESS,CORONA,39 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T02:01:16.000,03 QUEENS,4017750062,QUEENS,1022584,212844,ONLINE,Unspecified,QUEENS,40.75080106692434,-73.86164478352939,"{'latitude': '40.75080106692434', 'longitude': '-73.86164478352939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838306,2023-09-17T23:06:16.000,2023-09-18T00:04:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,80-30 47 AVENUE,47 AVENUE,80 STREET,82 STREET,80 STREET,82 STREET,ADDRESS,ELMHURST,47 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T00:04:39.000,04 QUEENS,4015360071,QUEENS,1016501,209168,PHONE,Unspecified,QUEENS,40.74073565588613,-73.88361716892564,"{'latitude': '40.74073565588613', 'longitude': '-73.88361716892564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843475,2023-09-17T23:06:09.000,2023-09-17T23:36:42.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10458,2330 ARTHUR AVENUE,ARTHUR AVENUE,CRESCENT AVENUE,EAST  186 STREET,CRESCENT AVENUE,EAST  186 STREET,ADDRESS,BRONX,ARTHUR AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T23:36:53.000,06 BRONX,2030730008,BRONX,1014993,250442,MOBILE,Unspecified,BRONX,40.85402682399926,-73.88887006240707,"{'latitude': '40.85402682399926', 'longitude': '-73.88887006240707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839467,2023-09-17T23:05:55.000,2023-09-17T23:30:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,1117 DEKALB AVENUE,DEKALB AVENUE,MALCOLM X BOULEVARD,BROADWAY,MALCOLM X BOULEVARD,BROADWAY,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:30:48.000,03 BROOKLYN,3016000018,BROOKLYN,1003576,192055,ONLINE,Unspecified,BROOKLYN,40.693802281234966,-73.93030817992368,"{'latitude': '40.693802281234966', 'longitude': '-73.93030817992368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841435,2023-09-17T23:05:37.000,2023-09-17T23:51:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11365,65-10 PARSONS BOULEVARD,PARSONS BOULEVARD,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:51:33.000,08 QUEENS,4067920030,QUEENS,1036761,207691,PHONE,Unspecified,QUEENS,40.73658457783351,-73.81051747005591,"{'latitude': '40.73658457783351', 'longitude': '-73.81051747005591', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842233,2023-09-17T23:05:31.000,2023-09-18T01:13:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11210,994 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:13:20.000,18 BROOKLYN,3075830062,BROOKLYN,1000980,169105,PHONE,Unspecified,BROOKLYN,40.63081490928301,-73.9397266021456,"{'latitude': '40.63081490928301', 'longitude': '-73.9397266021456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842886,2023-09-17T23:05:08.000,2023-11-13T12:33:21.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11378,PERRY AVENUE,PERRY AVENUE,PERRY AVENUE,HAMILTON PLACE,PERRY AVENUE,HAMILTON PLACE,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-11-13T12:33:24.000,05 QUEENS,,QUEENS,1012251,203389,PHONE,Unspecified,QUEENS,40.724888208592155,-73.89897800152778,"{'latitude': '40.724888208592155', 'longitude': '-73.89897800152778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841096,2023-09-17T23:05:00.000,2023-09-18T15:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11209,643 74 STREET,74 STREET,STEWART AVE,7 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T15:16:00.000,10 BROOKLYN,3059210065,BROOKLYN,979038,168128,ONLINE,Unspecified,BROOKLYN,40.628147515400904,-74.01877659126389,"{'latitude': '40.628147515400904', 'longitude': '-74.01877659126389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,
58840546,2023-09-17T23:04:58.000,2023-09-18T00:33:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1551 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  172 STREET,MOUNT EDEN PARKWAY,EAST  172 STREET,MOUNT EDEN PARKWAY,ADDRESS,BRONX,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T00:34:09.000,04 BRONX,2028210061,BRONX,1008853,246060,ONLINE,Unspecified,BRONX,40.84201877747143,-73.91108102453146,"{'latitude': '40.84201877747143', 'longitude': '-73.91108102453146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838540,2023-09-17T23:04:50.000,2023-09-18T19:31:19.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,394 MONTGOMERY STREET,MONTGOMERY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,09 BROOKLYN,3013050029,BROOKLYN,997661,181714,ONLINE,Unspecified,BROOKLYN,40.6654295248656,-73.9516589367728,"{'latitude': '40.6654295248656', 'longitude': '-73.9516589367728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842457,2023-09-17T23:04:43.000,2023-09-18T01:29:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11372,80-15 NORTHERN BOULEVARD,NORTHERN BOULEVARD,80 STREET,81 STREET,80 STREET,81 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T01:29:10.000,03 QUEENS,4011760038,QUEENS,1015558,214508,ONLINE,Unspecified,QUEENS,40.75539598889271,-73.88699527010941,"{'latitude': '40.75539598889271', 'longitude': '-73.88699527010941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841991,2023-09-17T23:04:22.000,2023-10-08T08:00:30.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-10-07T11:29:32.000,Unspecified BROOKLYN,,BROOKLYN,997139,190529,MOBILE,Unspecified,BROOKLYN,40.68962547966401,-73.95352367026912,"{'latitude': '40.68962547966401', 'longitude': '-73.95352367026912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,G,,,Mezzanine,,
58849281,2023-09-17T23:04:08.000,2023-11-22T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,10018,532 9 AVENUE,9 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-22T00:00:00.000,04 MANHATTAN,1007630005,MANHATTAN,985968,215002,UNKNOWN,Unspecified,MANHATTAN,40.75680715471415,-73.9937988314413,"{'latitude': '40.75680715471415', 'longitude': '-73.9937988314413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,
58837493,2023-09-17T23:03:37.000,2023-09-17T23:05:12.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11374,62-32 BOOTH STREET,BOOTH STREET,62 AVENUE,63 AVENUE,62 AVENUE,63 AVENUE,ADDRESS,REGO PARK,BOOTH STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T23:05:22.000,06 QUEENS,,QUEENS,1021029,205324,ONLINE,Unspecified,QUEENS,40.730167164769085,-73.8672982030106,"{'latitude': '40.730167164769085', 'longitude': '-73.8672982030106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839416,2023-09-17T23:03:36.000,2023-09-17T23:47:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11372,37-22 73 STREET,73 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:47:43.000,03 QUEENS,4012837501,QUEENS,1014008,211880,ONLINE,Unspecified,QUEENS,40.748188151746,-73.89260154513626,"{'latitude': '40.748188151746', 'longitude': '-73.89260154513626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840306,2023-09-17T23:03:34.000,2023-09-18T00:08:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10458,2334 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,ADDRESS,BRONX,TIEBOUT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T00:09:04.000,05 BRONX,2031430260,BRONX,1012813,251690,PHONE,Unspecified,BRONX,40.857459530674106,-73.89674501118988,"{'latitude': '40.857459530674106', 'longitude': '-73.89674501118988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837208,2023-09-17T23:03:24.000,2023-09-17T23:23:18.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11366,196-10 UNION TURNPIKE,UNION TURNPIKE,196 STREET,196 PLACE,196 STREET,196 PLACE,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:23:28.000,08 QUEENS,4072900001,QUEENS,1046709,205663,ONLINE,Cunningham Park,QUEENS,40.730953577308505,-73.77463973117385,"{'latitude': '40.730953577308505', 'longitude': '-73.77463973117385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842215,2023-09-17T23:03:21.000,2023-09-17T23:52:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11203,759 LEFFERTS AVENUE,LEFFERTS AVENUE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,LEFFERTS AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T23:52:58.000,09 BROOKLYN,,BROOKLYN,1001972,180931,MOBILE,Unspecified,BROOKLYN,40.66327278448171,-73.93612164226595,"{'latitude': '40.66327278448171', 'longitude': '-73.93612164226595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842926,2023-09-17T23:03:12.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11369,LAGUARDIA AIRPORT,LAGUARDIA AIRPORT,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,UNRECOGNIZED,EAST ELMHURST,LA GUARDIA AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:12.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,,,,
58844768,2023-09-17T23:02:56.000,2023-09-17T23:47:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-88 73 STREET,73 STREET,37 ROAD,ROOSEVELT AVENUE,37 ROAD,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:47:18.000,03 QUEENS,,QUEENS,1014063,211474,ONLINE,Unspecified,QUEENS,40.747073599394085,-73.89240484674067,"{'latitude': '40.747073599394085', 'longitude': '-73.89240484674067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839239,2023-09-17T23:02:51.000,2023-09-17T23:12:08.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,633 NOSTRAND AVENUE,NOSTRAND AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:12:17.000,08 BROOKLYN,3012200001,BROOKLYN,998131,185393,ONLINE,Unspecified,BROOKLYN,40.675526831042674,-73.94995720717378,"{'latitude': '40.675526831042674', 'longitude': '-73.94995720717378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844785,2023-09-17T23:02:50.000,2023-09-17T23:24:55.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,315 WYCKOFF AVENUE,WYCKOFF AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T23:25:03.000,04 BROOKLYN,3033380001,BROOKLYN,1008656,194334,PHONE,Unspecified,BROOKLYN,40.700045051717986,-73.91198085791687,"{'latitude': '40.700045051717986', 'longitude': '-73.91198085791687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842734,2023-09-17T23:02:48.000,2023-09-17T23:45:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-22 73 STREET,73 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:46:03.000,03 QUEENS,4012837501,QUEENS,1014008,211880,PHONE,Unspecified,QUEENS,40.748188151746,-73.89260154513626,"{'latitude': '40.748188151746', 'longitude': '-73.89260154513626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844739,2023-09-17T23:02:41.000,2023-09-17T23:46:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,37-22 73 STREET,73 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,73 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:46:28.000,03 QUEENS,4012837501,QUEENS,1014008,211880,MOBILE,Unspecified,QUEENS,40.748188151746,-73.89260154513626,"{'latitude': '40.748188151746', 'longitude': '-73.89260154513626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842260,2023-09-17T23:02:38.000,2023-09-17T23:53:23.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,510 TROY AVENUE,TROY AVENUE,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,TROY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T23:53:28.000,09 BROOKLYN,,BROOKLYN,1001665,180190,MOBILE,Unspecified,BROOKLYN,40.66123951290553,-73.93723012704466,"{'latitude': '40.66123951290553', 'longitude': '-73.93723012704466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840125,2023-09-17T23:02:25.000,2023-09-17T23:53:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,2847 BRIGGS AVENUE,BRIGGS AVENUE,EAST  198 STREET,EAST  199 STREET,EAST  198 STREET,EAST  199 STREET,ADDRESS,BRONX,BRIGGS AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-17T23:53:28.000,07 BRONX,2033020071,BRONX,1015016,256003,ONLINE,Unspecified,BRONX,40.86928999991364,-73.88876139482211,"{'latitude': '40.86928999991364', 'longitude': '-73.88876139482211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
