unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58847924,2023-09-18T23:30:31.000,2023-09-19T00:59:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,99 ARLINGTON AVENUE,ARLINGTON AVENUE,HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ADDRESS,BROOKLYN,ARLINGTON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:59:15.000,05 BROOKLYN,3039190038,BROOKLYN,1014476,187005,MOBILE,Unspecified,BROOKLYN,40.67991068404865,-73.89102419156559,"{'latitude': '40.67991068404865', 'longitude': '-73.89102419156559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850418,2023-09-18T23:30:10.000,2023-09-19T00:42:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,87-46 52 AVENUE,52 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,52 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:42:24.000,04 QUEENS,4018380020,QUEENS,1018777,208298,ONLINE,Unspecified,QUEENS,40.738339131490385,-73.87540833932479,"{'latitude': '40.738339131490385', 'longitude': '-73.87540833932479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846711,2023-09-18T23:30:09.000,2023-09-19T00:16:02.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,10028,1258 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   84 STREET,EAST   85 STREET,EAST   84 STREET,EAST   85 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:16:07.000,08 MANHATTAN,1015130157,MANHATTAN,996376,222963,ONLINE,Unspecified,MANHATTAN,40.77864988333483,-73.95621650812866,"{'latitude': '40.77864988333483', 'longitude': '-73.95621650812866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854223,2023-09-18T23:30:03.000,2023-09-19T00:43:40.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11377,50-43 65 PLACE,65 PLACE,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,WOODSIDE,65 PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:43:44.000,02 QUEENS,4023870001,QUEENS,1011980,207577,ONLINE,Unspecified,QUEENS,40.73638408931339,-73.89993845498165,"{'latitude': '40.73638408931339', 'longitude': '-73.89993845498165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850089,2023-09-18T23:29:53.000,2023-09-20T11:30:53.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,10011,404 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-19T10:45:44.000,02 MANHATTAN,1005720002,MANHATTAN,984407,206608,MOBILE,Unspecified,MANHATTAN,40.733767892859596,-73.99943350009548,"{'latitude': '40.733767892859596', 'longitude': '-73.99943350009548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853887,2023-09-18T23:29:53.000,2023-09-19T00:04:27.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10011,404 SIXTH AVENUE,SIXTH AVENUE,GREENWICH AVENUE,CHRISTOPHER STREET,GREENWICH AVENUE,CHRISTOPHER STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T00:04:31.000,02 MANHATTAN,1005720002,MANHATTAN,984407,206608,MOBILE,Unspecified,MANHATTAN,40.733767892859596,-73.99943350009548,"{'latitude': '40.733767892859596', 'longitude': '-73.99943350009548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854472,2023-09-18T23:29:50.000,2023-09-19T00:13:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,846 GERARD AVENUE,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,EAST  158 STREET,EAST  161 STREET,ADDRESS,BRONX,GERARD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:13:21.000,04 BRONX,2024740035,BRONX,1004921,240535,ONLINE,Unspecified,BRONX,40.826864331908595,-73.92530888783767,"{'latitude': '40.826864331908595', 'longitude': '-73.92530888783767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58848590,2023-09-18T23:29:35.000,2023-09-19T08:50:31.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,11103,30-23 49 STREET,49 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,ASTORIA,49 STREET,Closed,,2023-09-19T08:50:31.000,01 QUEENS,4007400039,QUEENS,1009630,216096,ONLINE,Unspecified,QUEENS,40.759773644041104,-73.90838609077139,"{'latitude': '40.759773644041104', 'longitude': '-73.90838609077139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853024,2023-09-18T23:29:34.000,2023-09-19T00:59:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11207,ARLINGTON AVENUE,ARLINGTON AVENUE,ARLINGTON AVENUE,HENDRIX STREET,ARLINGTON AVENUE,HENDRIX STREET,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:59:30.000,05 BROOKLYN,,BROOKLYN,1014423,186992,ONLINE,Unspecified,BROOKLYN,40.67987518284178,-73.8912153340008,"{'latitude': '40.67987518284178', 'longitude': '-73.8912153340008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849988,2023-09-18T23:29:19.000,2023-09-19T02:11:42.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,710 MAPLE STREET,MAPLE STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,MAPLE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T02:11:47.000,09 BROOKLYN,3048080031,BROOKLYN,1001791,180356,ONLINE,Unspecified,BROOKLYN,40.66169489742914,-73.93677554640261,"{'latitude': '40.66169489742914', 'longitude': '-73.93677554640261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850766,2023-09-18T23:29:04.000,2023-09-18T23:49:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,102 CLINTON STREET,CLINTON STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,ADDRESS,NEW YORK,CLINTON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:49:51.000,03 MANHATTAN,1003480077,MANHATTAN,988273,200952,MOBILE,Unspecified,MANHATTAN,40.71824263462594,-73.9854872722937,"{'latitude': '40.71824263462594', 'longitude': '-73.9854872722937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850447,2023-09-18T23:28:41.000,2023-09-19T01:04:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,50-48 96 STREET,96 STREET,51 AVENUE,CHRISTIE AVENUE,51 AVENUE,CHRISTIE AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:04:45.000,04 QUEENS,4018870056,QUEENS,1021238,209195,ONLINE,Unspecified,QUEENS,40.740791220984626,-73.86652283199825,"{'latitude': '40.740791220984626', 'longitude': '-73.86652283199825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854439,2023-09-18T23:28:13.000,2023-09-19T00:11:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:11:16.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851847,2023-09-18T23:27:48.000,2023-09-19T00:07:14.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11413,147-12 228 STREET,228 STREET,147 AVENUE,148 AVENUE,147 AVENUE,148 AVENUE,ADDRESS,SPRINGFIELD GARDENS,228 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:07:18.000,13 QUEENS,4137070011,QUEENS,1052461,179073,PHONE,Unspecified,QUEENS,40.657927994039106,-73.75415512385817,"{'latitude': '40.657927994039106', 'longitude': '-73.75415512385817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851942,2023-09-18T23:27:37.000,2023-09-19T00:11:41.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11249,125 TAYLOR STREET,TAYLOR STREET,WYTHE PLACE,BEDFORD AVENUE,WYTHE PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,TAYLOR STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:11:46.000,01 BROOKLYN,3021720001,BROOKLYN,994403,196396,ONLINE,Unspecified,BROOKLYN,40.70573258854396,-73.96338054284558,"{'latitude': '40.70573258854396', 'longitude': '-73.96338054284558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849457,2023-09-18T23:26:58.000,2023-09-19T00:11:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T00:12:01.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58848171,2023-09-18T23:26:43.000,2023-09-18T23:29:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,325 EAST  101 STREET,EAST  101 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  101 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:29:13.000,11 MANHATTAN,1016737501,MANHATTAN,999721,226073,ONLINE,Unspecified,MANHATTAN,40.78718078322942,-73.94413151799407,"{'latitude': '40.78718078322942', 'longitude': '-73.94413151799407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846618,2023-09-18T23:26:29.000,2023-09-19T01:04:14.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,50-24 96 STREET,96 STREET,50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,ADDRESS,CORONA,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:04:18.000,04 QUEENS,4018870044,QUEENS,1021189,209351,ONLINE,Unspecified,QUEENS,40.74121960647319,-73.86669879946285,"{'latitude': '40.74121960647319', 'longitude': '-73.86669879946285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854320,2023-09-18T23:26:15.000,2023-09-19T00:38:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,37-55 88 STREET,88 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,88 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:38:37.000,03 QUEENS,4014760050,QUEENS,1017911,212255,PHONE,Unspecified,QUEENS,40.74920343564148,-73.8785135177626,"{'latitude': '40.74920343564148', 'longitude': '-73.8785135177626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854098,2023-09-18T23:26:00.000,2023-09-20T02:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11375,98-01 METROPOLITAN AVENUE,METROPOLITAN AVENUE,69 RD,69 RD,,,ADDRESS,FOREST HILLS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T02:00:00.000,06 QUEENS,4032070026,QUEENS,1024512,198379,ONLINE,Unspecified,QUEENS,40.711089672326,-73.85477280513088,"{'latitude': '40.711089672326', 'longitude': '-73.85477280513088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58850108,2023-09-18T23:25:50.000,2023-10-05T08:01:07.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T02:03:18.000,Unspecified QUEENS,,QUEENS,1025408,192110,MOBILE,Unspecified,QUEENS,40.693878639833606,-73.85157920492779,"{'latitude': '40.693878639833606', 'longitude': '-73.85157920492779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J,Mezzanine,,,
58853294,2023-09-18T23:25:48.000,2023-09-19T01:54:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10473,1824 PATTERSON AVENUE,PATTERSON AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,PATTERSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:54:14.000,09 BRONX,2034700033,BRONX,1022808,235488,MOBILE,Unspecified,BRONX,40.81295178406382,-73.86070636463107,"{'latitude': '40.81295178406382', 'longitude': '-73.86070636463107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852713,2023-09-18T23:25:48.000,2023-09-18T23:46:34.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10040,563 WEST  193 STREET,WEST  193 STREET,AUDUBON AVENUE,FORT GEORGE AVENUE,AUDUBON AVENUE,FORT GEORGE AVENUE,ADDRESS,NEW YORK,WEST  193 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T23:46:41.000,12 MANHATTAN,1021610033,MANHATTAN,1004253,251361,MOBILE,Unspecified,MANHATTAN,40.85658006885021,-73.92769029911618,"{'latitude': '40.85658006885021', 'longitude': '-73.92769029911618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58857545,2023-09-18T23:24:57.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,10013,42 WALKER STREET,WALKER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,01 MANHATTAN,1001940011,MANHATTAN,983234,201283,UNKNOWN,Unspecified,MANHATTAN,40.719152006421005,-74.00366520817077,"{'latitude': '40.719152006421005', 'longitude': '-74.00366520817077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58848209,2023-09-18T23:24:36.000,2023-09-19T00:00:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10473,1824 PATTERSON AVENUE,PATTERSON AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,TAYLOR AVENUE,THIERIOT AVENUE,ADDRESS,BRONX,PATTERSON AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T00:00:41.000,09 BRONX,2034700033,BRONX,1022808,235488,MOBILE,Unspecified,BRONX,40.81295178406382,-73.86070636463107,"{'latitude': '40.81295178406382', 'longitude': '-73.86070636463107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849985,2023-09-18T23:24:29.000,2023-09-19T16:49:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,818 WOODWARD AVENUE,WOODWARD AVENUE,PUTNAM AVENUE,CORNELIA STREET,PUTNAM AVENUE,CORNELIA STREET,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T16:49:37.000,05 QUEENS,4034720035,QUEENS,1011120,195543,MOBILE,Unspecified,QUEENS,40.703356332735225,-73.90308973581432,"{'latitude': '40.703356332735225', 'longitude': '-73.90308973581432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849989,2023-09-18T23:24:23.000,2023-09-19T02:11:24.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11203,756 WINTHROP STREET,WINTHROP STREET,EAST   45 STREET,EAST   46 STREET,EAST   45 STREET,EAST   46 STREET,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T02:11:35.000,09 BROOKLYN,3046170001,BROOKLYN,1002228,179023,ONLINE,Unspecified,BROOKLYN,40.658035230454374,-73.93520398632249,"{'latitude': '40.658035230454374', 'longitude': '-73.93520398632249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
