unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,closed_date,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction
58945618,2023-09-27T12:11:53.000,DOT,Department of Transportation,Outdoor Dining,Street Zone Blocked,Street,11211,432 UNION AVENUE,UNION AVENUE,DEVOE STREET,KEAP STREET,DEVOE STREET,KEAP STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-11-03T10:03:41.000,01 BROOKLYN,3027610003,BROOKLYN,997697,199166,ONLINE,Unspecified,BROOKLYN,,40.713331187939666,-73.95149433789696,"{'latitude': '40.713331187939666', 'longitude': '-73.95149433789696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T10:03:32.000,,,,,
58937286,2023-09-27T12:11:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10024,168 WEST   79 STREET,WEST   79 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   79 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T12:32:00.000,07 MANHATTAN,1011500005,MANHATTAN,990538,224438,ONLINE,Unspecified,MANHATTAN,,40.78270444876873,-73.97729446204836,"{'latitude': '40.78270444876873', 'longitude': '-73.97729446204836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:31:56.000,,,,,
58940611,2023-09-27T12:11:51.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10469,3023 MICKLE AVENUE,MICKLE AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,MICKLE AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T03:59:19.000,12 BRONX,2047660021,BRONX,1027990,256400,ONLINE,Unspecified,BRONX,,40.870324886957434,-73.84184965058358,"{'latitude': '40.870324886957434', 'longitude': '-73.84184965058358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T12:06:35.000,,,,,
58939226,2023-09-27T12:11:40.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10314,264 MOUNTAIN VIEW AVENUE,MOUNTAIN VIEW AVENUE,WESTWOOD AVENUE,HOLDEN BOULEVARD,WESTWOOD AVENUE,HOLDEN BOULEVARD,ADDRESS,STATEN ISLAND,MOUNTAIN VIEW AVENUE,In Progress,"NYC Parks created a work order for the tree condition and  expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-19T15:49:57.000,02 STATEN ISLAND,5007630171,STATEN ISLAND,949314,159787,ONLINE,Unspecified,STATEN ISLAND,,40.605185867191686,-74.12581611743178,"{'latitude': '40.605185867191686', 'longitude': '-74.12581611743178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943164,2023-09-27T12:11:30.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10021,115 EAST   73 STREET,EAST   73 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   73 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T09:36:37.000,08 MANHATTAN,1014080009,MANHATTAN,994611,220353,ONLINE,Unspecified,MANHATTAN,,40.771488364171894,-73.96259343800347,"{'latitude': '40.771488364171894', 'longitude': '-73.96259343800347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T12:17:29.000,,,,,
58938426,2023-09-27T12:11:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10028,154 EAST   86 STREET,EAST   86 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST   86 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T12:21:09.000,08 MANHATTAN,1015140039,MANHATTAN,996706,223182,ONLINE,Unspecified,MANHATTAN,,40.77925052153871,-73.95502456742926,"{'latitude': '40.77925052153871', 'longitude': '-73.95502456742926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:21:05.000,,,,,
58945389,2023-09-27T12:11:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11356,125-14 10 AVENUE,10 AVENUE,125 STREET,126 STREET,125 STREET,126 STREET,ADDRESS,COLLEGE POINT,10 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T13:51:03.000,07 QUEENS,4039720012,QUEENS,1027810,226610,PHONE,Unspecified,QUEENS,,40.7885608930992,-73.84269390044268,"{'latitude': '40.7885608930992', 'longitude': '-73.84269390044268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T13:51:00.000,,,,,
58945653,2023-09-27T12:11:00.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11216,1204 ATLANTIC AVENUE,ATLANTIC AVENUE,BEDFORD AVENUE,PERRY PLACE,BEDFORD AVENUE,PERRY PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-14T14:24:07.000,08 BROOKLYN,3012000005,BROOKLYN,997328,186547,ONLINE,Unspecified,BROOKLYN,"1204 ATLANTIC AVENUE, BROOKLYN, NY, 11216",40.67869552269375,-73.95284988568693,"{'latitude': '40.67869552269375', 'longitude': '-73.95284988568693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T14:24:01.000,,,,,
58945067,2023-09-27T12:11:00.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,11235,3024 BRIGHTON FIRST STREET,BRIGHTON FIRST STREET,BRIGHTON    1 PLACE,BRIGHTON    1 TERRACE,BRIGHTON    1 PLACE,BRIGHTON    1 TERRACE,ADDRESS,BROOKLYN,BRIGHTON    1 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T12:42:40.000,13 BROOKLYN,3086690005,BROOKLYN,993460,149821,PHONE,Unspecified,BROOKLYN,,40.57789527558867,-73.96684529997617,"{'latitude': '40.57789527558867', 'longitude': '-73.96684529997617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T12:42:33.000,,,,,
58943462,2023-09-27T12:10:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11228,1370 70 STREET,70 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,70 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T14:45:22.000,10 BROOKLYN,3061670035,BROOKLYN,983402,165987,ONLINE,Unspecified,BROOKLYN,,40.62227241195372,-74.00305470985077,"{'latitude': '40.62227241195372', 'longitude': '-74.00305470985077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T14:45:17.000,,,,,
58944772,2023-09-27T12:10:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,110 SCHERMERHORN STREET,SCHERMERHORN STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,SCHERMERHORN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T19:05:23.000,02 BROOKLYN,3001690009,BROOKLYN,987250,190721,MOBILE,Unspecified,BROOKLYN,,40.69016135207966,-73.9891822403939,"{'latitude': '40.69016135207966', 'longitude': '-73.9891822403939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T19:05:21.000,,,,,
58936405,2023-09-27T12:10:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11216,1204 ATLANTIC AVENUE,ATLANTIC AVENUE,BEDFORD AVENUE,PERRY PLACE,BEDFORD AVENUE,PERRY PLACE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T13:38:44.000,08 BROOKLYN,3012000005,BROOKLYN,997328,186547,ONLINE,Unspecified,BROOKLYN,,40.67869552269375,-73.95284988568693,"{'latitude': '40.67869552269375', 'longitude': '-73.95284988568693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T13:38:46.000,,,,,
58942883,2023-09-27T12:10:10.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11417,CENTREVILLE STREET,CENTREVILLE STREET,CENTREVILLE STREET,PLATTWOOD AVENUE,CENTREVILLE STREET,PLATTWOOD AVENUE,INTERSECTION,,,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-11-13T18:58:41.000,10 QUEENS,,QUEENS,1030220,186599,PHONE,Unspecified,QUEENS,,40.67872854661343,-73.83426418284056,"{'latitude': '40.67872854661343', 'longitude': '-73.83426418284056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-13T18:58:33.000,,,,,
58941925,2023-09-27T12:10:00.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10030,160 WEST  136 STREET,WEST  136 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-28T11:01:50.000,10 MANHATTAN,1019200056,MANHATTAN,1000308,236373,ONLINE,Unspecified,MANHATTAN,,40.815450411309754,-73.94198712598774,"{'latitude': '40.815450411309754', 'longitude': '-73.94198712598774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T15:04:34.000,,,,,
58944037,2023-09-27T12:09:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,180 LENOX ROAD,LENOX ROAD,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-27T00:00:00.000,17 BROOKLYN,3050840042,BROOKLYN,997068,177517,PHONE,Unspecified,BROOKLYN,,40.65391056381976,-73.95380443229466,"{'latitude': '40.65391056381976', 'longitude': '-73.95380443229466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T16:53:30.000,,,,,
58943073,2023-09-27T12:09:46.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11213,1118 STERLING PLACE,STERLING PLACE,KINGSTON AVENUE,HAMPTON PLACE,KINGSTON AVENUE,HAMPTON PLACE,ADDRESS,BROOKLYN,STERLING PLACE,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-24T15:29:44.000,08 BROOKLYN,3012510009,BROOKLYN,1000450,184128,ONLINE,Unspecified,BROOKLYN,"1118 STERLING PLACE, BROOKLYN, NY, 11213",40.67205075105984,-73.94159995621771,"{'latitude': '40.67205075105984', 'longitude': '-73.94159995621771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58938805,2023-09-27T12:09:38.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11225,1254 UNION STREET,UNION STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-29T00:00:00.000,09 BROOKLYN,3012760023,BROOKLYN,998310,182969,ONLINE,Unspecified,BROOKLYN,,40.66887321314201,-73.94931694547995,"{'latitude': '40.66887321314201', 'longitude': '-73.94931694547995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:42:23.000,,,,,
58937855,2023-09-27T12:09:18.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11236,9920 SEAVIEW AVENUE,SEAVIEW AVENUE,EAST   99 STREET,EAST  100 STREET,EAST   99 STREET,EAST  100 STREET,ADDRESS,BROOKLYN,SEAVIEW AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-11-20T11:29:11.000,18 BROOKLYN,3083290235,BROOKLYN,1015384,170643,PHONE,Unspecified,BROOKLYN,,40.634997475505386,-73.88782606406453,"{'latitude': '40.634997475505386', 'longitude': '-73.88782606406453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-20T11:29:06.000,,,,,
58939147,2023-09-27T12:09:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11213,1118 STERLING PLACE,STERLING PLACE,KINGSTON AVENUE,HAMPTON PLACE,KINGSTON AVENUE,HAMPTON PLACE,ADDRESS,BROOKLYN,STERLING PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T13:39:06.000,08 BROOKLYN,3012510009,BROOKLYN,1000450,184128,ONLINE,Unspecified,BROOKLYN,,40.67205075105984,-73.94159995621771,"{'latitude': '40.67205075105984', 'longitude': '-73.94159995621771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T13:39:02.000,,,,,
58937563,2023-09-27T12:09:10.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,618 WEST  151 STREET,WEST  151 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,09 MANHATTAN,1020970040,MANHATTAN,998570,241837,PHONE,Unspecified,MANHATTAN,,40.83045052912875,-73.94825435114659,"{'latitude': '40.83045052912875', 'longitude': '-73.94825435114659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T16:21:20.000,,,,,
58938774,2023-09-27T12:09:06.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11238,679 CLASSON AVENUE,CLASSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-01T00:00:00.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,PHONE,Unspecified,BROOKLYN,,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:55:32.000,,,,,
58938885,2023-09-27T12:09:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11238,679 CLASSON AVENUE,CLASSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,08 BROOKLYN,3011490004,BROOKLYN,995545,185945,PHONE,Unspecified,BROOKLYN,,40.67704562361517,-73.95927914365002,"{'latitude': '40.67704562361517', 'longitude': '-73.95927914365002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T17:55:32.000,,,,,
58945289,2023-09-27T12:09:05.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10027,1473 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-03T00:00:00.000,09 MANHATTAN,1019700063,MANHATTAN,997171,237081,ONLINE,Unspecified,MANHATTAN,,40.817398817840306,-73.95331882725776,"{'latitude': '40.817398817840306', 'longitude': '-73.95331882725776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-03T16:45:59.000,,,,,
