unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,vehicle_type,due_date
58809004,2023-09-13T19:54:42.000,2023-09-13T20:36:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,11105,26-20 23 AVENUE,23 AVENUE,26 STREET,27 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T20:36:44.000,01 QUEENS,4008540041,QUEENS,1007591,222141,MOBILE,Unspecified,QUEENS,40.77637121021344,-73.91572524916644,"{'latitude': '40.77637121021344', 'longitude': '-73.91572524916644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,26 STREET,27 STREET,23 AVENUE,,,,,,,
58807603,2023-09-13T19:54:30.000,2023-09-14T10:20:50.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11378,60-39 59 AVENUE,59 AVENUE,60 PLACE,60 LANE,ADDRESS,MASPETH,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T10:20:53.000,05 QUEENS,4027270054,QUEENS,1010544,201253,MOBILE,Unspecified,QUEENS,40.71903064675154,-73.90514485535128,"{'latitude': '40.71903064675154', 'longitude': '-73.90514485535128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,60 PLACE,60 LANE,59 AVENUE,,,,,,,
58800524,2023-09-13T19:54:21.000,2023-09-13T20:25:50.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,11221,1070 PUTNAM AVENUE,PUTNAM AVENUE,HOWARD AVENUE,BROADWAY,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:25:54.000,03 BROOKLYN,3014860023,BROOKLYN,1006589,189776,ONLINE,Unspecified,BROOKLYN,40.687539861574315,-73.91945051177973,"{'latitude': '40.687539861574315', 'longitude': '-73.91945051177973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HOWARD AVENUE,BROADWAY,PUTNAM AVENUE,,,,,,,
58806703,2023-09-13T19:54:13.000,2023-09-13T20:23:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11225,493 EMPIRE BOULEVARD,EMPIRE BOULEVARD,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:23:57.000,09 BROOKLYN,3013100149,BROOKLYN,999203,181268,MOBILE,Unspecified,BROOKLYN,40.66420288403756,-73.94610166022565,"{'latitude': '40.66420288403756', 'longitude': '-73.94610166022565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NEW YORK AVENUE,BROOKLYN AVENUE,EMPIRE BOULEVARD,,,,,,,
58806304,2023-09-13T19:53:41.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10003,297 2 AVENUE,2 AVENUE,EAST 15 STREET,EAST 17 STREET,ADDRESS,NEW YORK,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T21:46:43.000,06 MANHATTAN,1008970040,MANHATTAN,988769,206723,ONLINE,Unspecified,MANHATTAN,40.73408238651555,-73.98369410722287,"{'latitude': '40.73408238651555', 'longitude': '-73.98369410722287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park/Playground,EAST   15 STREET,EAST   17 STREET,2 AVENUE,,,,,,,
58809415,2023-09-13T19:53:41.000,2023-09-13T21:14:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11101,40-08 24 STREET,24 STREET,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T21:14:38.000,01 QUEENS,4004080028,QUEENS,1001162,213855,MOBILE,Unspecified,QUEENS,40.75364292500234,-73.93895856262637,"{'latitude': '40.75364292500234', 'longitude': '-73.93895856262637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,40 AVENUE,41 AVENUE,24 STREET,,,,,,,
58809439,2023-09-13T19:53:31.000,2023-09-13T20:24:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11209,7116 RIDGE BOULEVARD,RIDGE BOULEVARD,71 STREET,72 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T20:24:33.000,10 BROOKLYN,3058890045,BROOKLYN,976079,170501,ONLINE,Unspecified,BROOKLYN,40.63465866308299,-74.02943946629897,"{'latitude': '40.63465866308299', 'longitude': '-74.02943946629897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,71 STREET,72 STREET,RIDGE BOULEVARD,,,,,,,
58809571,2023-09-13T19:53:26.000,2023-09-13T20:50:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11106,14-43 31 AVENUE,31 AVENUE,14 STREET,21 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T20:50:10.000,01 QUEENS,4005340007,QUEENS,1003454,218973,ONLINE,Unspecified,QUEENS,40.76768583659913,-73.93067130056512,"{'latitude': '40.76768583659913', 'longitude': '-73.93067130056512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,14 STREET,21 STREET,31 AVENUE,,,,,,,
58801757,2023-09-13T19:53:18.000,2023-09-13T20:38:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11212,SUTTER AVENUE,SUTTER AVENUE,SUTTER AVENUE,UNION STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:38:38.000,16 BROOKLYN,,BROOKLYN,1006065,181743,ONLINE,Unspecified,BROOKLYN,40.66549240513107,-73.92136594015825,"{'latitude': '40.66549240513107', 'longitude': '-73.92136594015825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,SUTTER AVENUE,UNION STREET,,,,,,,,
58810374,2023-09-13T19:53:15.000,2023-09-22T13:05:19.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,11356,20-16 130 STREET,130 STREET,20 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-22T13:04:42.000,07 QUEENS,4041740031,QUEENS,1028911,223935,ONLINE,Unspecified,QUEENS,40.78121324824976,-73.8387357057887,"{'latitude': '40.78121324824976', 'longitude': '-73.8387357057887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,20 AVENUE,23 AVENUE,130 STREET,,,,,,,
58800334,2023-09-13T19:53:13.000,2023-09-13T22:13:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10469,2531 WOODHULL AVENUE,WOODHULL AVENUE,FIELDING STREET,HAWTHORNE STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:14:02.000,11 BRONX,2044810070,BRONX,1028026,254062,PHONE,Unspecified,BRONX,40.86390762011116,-73.84173475918917,"{'latitude': '40.86390762011116', 'longitude': '-73.84173475918917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,FIELDING STREET,HAWTHORNE STREET,WOODHULL AVENUE,,,,,,,
58807337,2023-09-13T19:53:03.000,2023-09-14T09:28:26.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,10471,5435 FIELDSTON ROAD,FIELDSTON ROAD,HENRY HUDSON PY SB EN FIELDSTON,WEST  255 STREET,ADDRESS,BRONX,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-14T09:28:30.000,08 BRONX,2058471350,BRONX,1011428,267947,PHONE,Unspecified,BRONX,40.90208429164278,-73.90168581057807,"{'latitude': '40.90208429164278', 'longitude': '-73.90168581057807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,HENRY HUDSON PY SB EN FIELDSTON,WEST  255 STREET,FIELDSTON ROAD,,,,,,,
58805653,2023-09-13T19:53:03.000,2023-09-13T20:10:50.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,10468,3031 GRAND CONCOURSE,GRAND CONCOURSE,EAST  202 STREET,EAST  203 STREET,ADDRESS,BRONX,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:10:54.000,07 BRONX,2033100057,BRONX,1015510,257598,ONLINE,Unspecified,BRONX,40.873666047054016,-73.88696783200596,"{'latitude': '40.873666047054016', 'longitude': '-73.88696783200596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,EAST  202 STREET,EAST  203 STREET,GRAND CONCOURSE,,,,,,,
58809173,2023-09-13T19:53:00.000,2023-09-14T17:42:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),10467,754 MACE AVENUE,MACE AVENUE,HOLLAND AVE,WALLACE AVE,ADDRESS,BRONX,N/A,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T17:42:00.000,11 BRONX,2044320028,BRONX,1021531,253781,PHONE,Unspecified,BRONX,40.86316618000651,-73.8652179326914,"{'latitude': '40.86316618000651', 'longitude': '-73.8652179326914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58802676,2023-09-13T19:53:00.000,2023-09-14T19:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),11237,400 STANHOPE STREET,STANHOPE STREET,ST NICHOLAS AVE,CYPRESS AVE,ADDRESS,BROOKLYN,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-14T19:00:00.000,04 BROOKLYN,3032720018,BROOKLYN,1007536,196182,ONLINE,Unspecified,BROOKLYN,40.70512039394143,-73.91601369505011,"{'latitude': '40.70512039394143', 'longitude': '-73.91601369505011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58805290,2023-09-13T19:53:00.000,2023-09-13T20:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11423,89-06 199 STREET,199 STREET,89 AVE,90 AVE,ADDRESS,HOLLIS,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-13T20:25:00.000,12 QUEENS,4104870039,QUEENS,1050148,200771,PHONE,Unspecified,QUEENS,40.71750132017047,-73.7622793281673,"{'latitude': '40.71750132017047', 'longitude': '-73.7622793281673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58810111,2023-09-13T19:52:38.000,2023-09-14T05:15:25.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,11420,133-39 121 STREET,121 STREET,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T05:15:31.000,10 QUEENS,4117420016,QUEENS,1034587,184051,PHONE,Unspecified,QUEENS,40.67171111967884,-73.81853889388262,"{'latitude': '40.67171111967884', 'longitude': '-73.81853889388262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,133 AVENUE,135 AVENUE,121 STREET,,,,,,,
58804583,2023-09-13T19:52:37.000,2023-09-26T12:26:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,10031,441 CONVENT AVENUE,CONVENT AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,09 MANHATTAN,1020647502,MANHATTAN,999678,240700,PHONE,Unspecified,MANHATTAN,40.82732792395432,-73.94425318343836,"{'latitude': '40.82732792395432', 'longitude': '-73.94425318343836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58802737,2023-09-13T19:52:23.000,2023-09-13T21:35:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10472,1329 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T21:35:34.000,09 BRONX,2038740063,BRONX,1020596,242945,ONLINE,Unspecified,BRONX,40.83342849023004,-73.86865697421297,"{'latitude': '40.83342849023004', 'longitude': '-73.86865697421297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EAST  172 STREET,EAST  174 STREET,COMMONWEALTH AVENUE,,,,,,,
58808360,2023-09-13T19:52:17.000,2023-09-22T17:26:53.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10456,1310 SHERIDAN AVENUE,SHERIDAN AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,04 BRONX,2028300005,BRONX,1007957,244042,ONLINE,Unspecified,BRONX,40.836482407851925,-73.91432643558511,"{'latitude': '40.836482407851925', 'longitude': '-73.91432643558511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58807028,2023-09-13T19:52:17.000,2023-09-22T17:26:53.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,10456,1310 SHERIDAN AVENUE,SHERIDAN AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,04 BRONX,2028300005,BRONX,1007957,244042,ONLINE,Unspecified,BRONX,40.836482407851925,-73.91432643558511,"{'latitude': '40.836482407851925', 'longitude': '-73.91432643558511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58800655,2023-09-13T19:52:17.000,2023-09-21T13:33:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,10457,1982 BELMONT AVENUE,BELMONT AVENUE,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,06 BRONX,2030790054,BRONX,1014313,247677,PHONE,Unspecified,BRONX,40.8464400648596,-73.89134052513207,"{'latitude': '40.8464400648596', 'longitude': '-73.89134052513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,
58809878,2023-09-13T19:52:03.000,2023-09-13T20:16:21.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,11434,127-04 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,BAISLEY BOULEVARD,128 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T20:16:27.000,12 QUEENS,4122690029,QUEENS,1045454,186432,PHONE,Unspecified,QUEENS,40.67817794963265,-73.77934270433727,"{'latitude': '40.67817794963265', 'longitude': '-73.77934270433727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BAISLEY BOULEVARD,128 AVENUE,GUY R BREWER BOULEVARD,,,,,,,
58803090,2023-09-13T19:51:58.000,2023-09-13T20:07:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10034,666 WEST  207 STREET,WEST  207 STREET,SEAMAN AVENUE,DEAD END,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T20:07:37.000,12 MANHATTAN,1022480092,MANHATTAN,1005767,255969,ONLINE,Unspecified,MANHATTAN,40.86922407167794,-73.92220248436887,"{'latitude': '40.86922407167794', 'longitude': '-73.92220248436887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SEAMAN AVENUE,DEAD END,WEST  207 STREET,,,,,,,
58804243,2023-09-13T19:51:46.000,2023-09-13T20:10:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,10031,533 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T20:10:44.000,09 MANHATTAN,1020790015,MANHATTAN,998726,240571,MOBILE,Unspecified,MANHATTAN,40.82697546739271,-73.9476933733836,"{'latitude': '40.82697546739271', 'longitude': '-73.9476933733836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AMSTERDAM AVENUE,BROADWAY,WEST  147 STREET,,,,,,,
58807907,2023-09-13T19:51:44.000,2023-09-14T01:34:34.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11385,76-02 60 LANE,60 LANE,ST FELIX AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T01:34:38.000,05 QUEENS,4035810025,QUEENS,1013471,193204,MOBILE,Unspecified,QUEENS,40.696928877746664,-73.89462069476818,"{'latitude': '40.696928877746664', 'longitude': '-73.89462069476818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,ST FELIX AVENUE,78 AVENUE,60 LANE,,,,,,,
58805174,2023-09-13T19:51:13.000,2023-09-14T13:07:30.000,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,11435,144-47 85 AVENUE,85 AVENUE,144 STREET,148 STREET,ADDRESS,JAMAICA,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T13:07:32.000,08 QUEENS,4097230105,QUEENS,1036608,198364,PHONE,Unspecified,QUEENS,40.710985189407765,-73.81114212017425,"{'latitude': '40.710985189407765', 'longitude': '-73.81114212017425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,144 STREET,148 STREET,85 AVENUE,,,,,,,
58810260,2023-09-13T19:51:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11367,147-12 UNION TURNPIKE,UNION TURNPIKE,147 STREET,149 STREET,ADDRESS,FLUSHING,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T23:31:45.000,08 QUEENS,4067150033,QUEENS,1035555,201019,ONLINE,Unspecified,QUEENS,40.718278682445224,-73.8149200973756,"{'latitude': '40.718278682445224', 'longitude': '-73.8149200973756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,147 STREET,149 STREET,UNION TURNPIKE,,,,,,,
