unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
59458989,2023-09-29T13:30:18.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,10457,4392 PARK AVENUE,PARK AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,2023-10-04T00:00:00.000,06 BRONX,2030370006,BRONX,1012820,249795,PHONE,Unspecified,BRONX,40.852258301736995,-73.89672778251888,"{'latitude': '40.852258301736995', 'longitude': '-73.89672778251888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459975,2023-09-29T13:30:16.000,2023-10-16T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11229,2709 OCEAN AVENUE,OCEAN AVENUE,GRAVESEND NECK ROAD,AVENUE W,GRAVESEND NECK ROAD,AVENUE W,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,2023-10-16T00:00:00.000,15 BROOKLYN,3073810065,BROOKLYN,997955,156217,PHONE,Unspecified,BROOKLYN,40.595445209876765,-73.95065096603949,"{'latitude': '40.595445209876765', 'longitude': '-73.95065096603949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449579,2023-09-29T13:30:14.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10457,4392 PARK AVENUE,PARK AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,2023-10-04T00:00:00.000,06 BRONX,2030370006,BRONX,1012820,249795,PHONE,Unspecified,BRONX,40.852258301736995,-73.89672778251888,"{'latitude': '40.852258301736995', 'longitude': '-73.89672778251888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968063,2023-09-29T13:30:13.000,2023-10-17T11:29:09.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,10027,541 WEST  125 STREET,WEST  125 STREET,AMSTERDAM AVENUE,OLD BROADWAY,AMSTERDAM AVENUE,OLD BROADWAY,ADDRESS,NEW YORK,WEST  125 STREET,Closed,2023-10-17T11:29:14.000,09 MANHATTAN,1019820007,MANHATTAN,996183,235881,ONLINE,Unspecified,MANHATTAN,40.81410654413952,-73.9568904207091,"{'latitude': '40.81410654413952', 'longitude': '-73.9568904207091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",,,,,,,
58960767,2023-09-29T13:30:00.000,2023-09-29T13:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10017,,,,,2 AVENUE,EAST 43 STREET,INTERSECTION,MANHATTAN,,Closed,2023-09-29T13:30:00.000,06 MANHATTAN,,MANHATTAN,992088,212703,UNKNOWN,Unspecified,MANHATTAN,40.75049367625375,-73.97171120282837,"{'latitude': '40.75049367625375', 'longitude': '-73.97171120282837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",N/A,,,,,,
59456423,2023-09-29T13:29:58.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11370,32-27 83 STREET,83 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,83 STREET,Closed,2023-10-03T00:00:00.000,03 QUEENS,,QUEENS,1016197,215118,PHONE,Unspecified,QUEENS,40.757067996323194,-73.88468593435326,"{'latitude': '40.757067996323194', 'longitude': '-73.88468593435326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59451920,2023-09-29T13:29:57.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11370,32-27 83 STREET,83 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,83 STREET,Closed,2023-10-03T00:00:00.000,03 QUEENS,,QUEENS,1016197,215118,PHONE,Unspecified,QUEENS,40.757067996323194,-73.88468593435326,"{'latitude': '40.757067996323194', 'longitude': '-73.88468593435326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965543,2023-09-29T13:29:54.000,2023-09-29T16:19:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,18-33 27 AVENUE,27 AVENUE,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,27 AVENUE,Closed,2023-09-29T16:19:51.000,01 QUEENS,,QUEENS,1004510,220775,PHONE,Unspecified,QUEENS,40.77262949854098,-73.92685358581093,"{'latitude': '40.77262949854098', 'longitude': '-73.92685358581093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded and upon arrival those responsible for the condition were gone.,,,,,,,
59434981,2023-09-29T13:29:52.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11370,32-27 83 STREET,83 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,83 STREET,Closed,2023-10-03T00:00:00.000,03 QUEENS,,QUEENS,1016197,215118,PHONE,Unspecified,QUEENS,40.757067996323194,-73.88468593435326,"{'latitude': '40.757067996323194', 'longitude': '-73.88468593435326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452482,2023-09-29T13:29:44.000,2023-09-29T14:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11209,75 82 STREET,82 STREET,NARROWS AVENUE,COLONIAL ROAD,NARROWS AVENUE,COLONIAL ROAD,ADDRESS,BROOKLYN,82 STREET,Closed,2023-09-29T14:30:00.000,10 BROOKLYN,3059940064,BROOKLYN,974021,168089,PHONE,Unspecified,BROOKLYN,40.628036096213634,-74.03685062079612,"{'latitude': '40.628036096213634', 'longitude': '-74.03685062079612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59449649,2023-09-29T13:29:43.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11234,2046 EAST   56 STREET,EAST   56 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   56 STREET,Closed,2023-10-12T00:00:00.000,18 BROOKLYN,3085470062,BROOKLYN,1006502,162571,PHONE,Unspecified,BROOKLYN,40.61286830039422,-73.91985396535001,"{'latitude': '40.61286830039422', 'longitude': '-73.91985396535001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961022,2023-09-29T13:29:40.000,2023-09-29T15:33:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10462,2144 BRONX PARK EAST,BRONX PARK EAST,LYDIG AVENUE,BOSTON ROAD,LYDIG AVENUE,BOSTON ROAD,ADDRESS,BRONX,BRONX PARK EAST,Closed,2023-09-29T15:32:51.000,11 BRONX,,BRONX,1020358,250645,MOBILE,Unspecified,BRONX,40.854563686628666,-73.86947556893274,"{'latitude': '40.854563686628666', 'longitude': '-73.86947556893274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",This complaint does not fall under the Police Department's jurisdiction.,,,,,,,
59460419,2023-09-29T13:29:36.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,11101,29-28 41 AVENUE,41 AVENUE,29 STREET,QUEENS PLAZA NORTH,29 STREET,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,41 AVENUE,Closed,2023-10-02T00:00:00.000,01 QUEENS,4004180014,QUEENS,1001800,212801,ONLINE,Unspecified,QUEENS,40.750748719326985,-73.93665854481502,"{'latitude': '40.750748719326985', 'longitude': '-73.93665854481502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452822,2023-09-29T13:29:35.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,11101,29-28 41 AVENUE,41 AVENUE,29 STREET,QUEENS PLAZA NORTH,29 STREET,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,41 AVENUE,Closed,2023-10-03T00:00:00.000,01 QUEENS,4004180014,QUEENS,1001800,212801,ONLINE,Unspecified,QUEENS,40.750748719326985,-73.93665854481502,"{'latitude': '40.750748719326985', 'longitude': '-73.93665854481502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456663,2023-09-29T13:29:34.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11101,29-28 41 AVENUE,41 AVENUE,29 STREET,QUEENS PLAZA NORTH,29 STREET,QUEENS PLAZA NORTH,ADDRESS,LONG ISLAND CITY,41 AVENUE,Closed,2023-10-02T00:00:00.000,01 QUEENS,4004180014,QUEENS,1001800,212801,ONLINE,Unspecified,QUEENS,40.750748719326985,-73.93665854481502,"{'latitude': '40.750748719326985', 'longitude': '-73.93665854481502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439942,2023-09-29T13:29:30.000,2023-10-03T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10028,205 EAST   82 STREET,EAST   82 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   82 STREET,Closed,2023-10-03T00:00:00.000,08 MANHATTAN,,MANHATTAN,996585,222025,PHONE,Unspecified,MANHATTAN,40.77607503154798,-73.955463591431,"{'latitude': '40.77607503154798', 'longitude': '-73.955463591431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966452,2023-09-29T13:29:21.000,2023-09-29T13:31:18.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,2023-09-29T13:31:17.000,10 MANHATTAN,,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and determined that police action was not necessary.,,,,,,,
58960427,2023-09-29T13:29:00.000,2023-09-29T21:00:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11234,1549 EAST   58 STREET,EAST   58 STREET,AVENUE O,AVENUE T,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T21:00:00.000,18 BROOKLYN,3083800024,BROOKLYN,1006774,163880,PHONE,Unspecified,BROOKLYN,40.61646054608751,-73.91886992460071,"{'latitude': '40.61646054608751', 'longitude': '-73.91886992460071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58958936,2023-09-29T13:29:00.000,2023-09-29T21:40:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11214,247 AVENUE Z,AVENUE Z,W 15 PL,AVENUE Z,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T21:40:00.000,13 BROOKLYN,3069190083,BROOKLYN,988650,152363,PHONE,Unspecified,BROOKLYN,40.58487625490434,-73.98415896563586,"{'latitude': '40.58487625490434', 'longitude': '-73.98415896563586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,,,,,,,
58966849,2023-09-29T13:29:00.000,2023-09-30T10:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11378,60-81 71 STREET,71 STREET,60 AVE,ELIOT AVE,,,ADDRESS,MASPETH,,Closed,2023-09-30T10:55:00.000,05 QUEENS,4028420046,QUEENS,1015413,202236,PHONE,Unspecified,QUEENS,40.721712931196286,-73.88757548965445,"{'latitude': '40.721712931196286', 'longitude': '-73.88757548965445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58960619,2023-09-29T13:29:00.000,2023-09-29T22:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,2448 BRIGHAM STREET,BRIGHAM STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T22:40:00.000,15 BROOKLYN,3074280024,BROOKLYN,1002633,155479,PHONE,Unspecified,BROOKLYN,40.593411080666954,-73.93380841337711,"{'latitude': '40.593411080666954', 'longitude': '-73.93380841337711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58962131,2023-09-29T13:29:00.000,2023-09-30T04:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,1296 EAST   53 STREET,EAST   53 STREET,FLATLANDS AVE,AVENUE K,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T04:05:00.000,18 BROOKLYN,3078000052,BROOKLYN,1005113,167777,PHONE,Unspecified,BROOKLYN,40.62716106070356,-73.92484069865276,"{'latitude': '40.62716106070356', 'longitude': '-73.92484069865276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58957419,2023-09-29T13:29:00.000,2023-09-29T21:15:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11234,2046 EAST   56 STREET,EAST   56 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,Closed,2023-09-29T21:15:00.000,18 BROOKLYN,3085470062,BROOKLYN,1006502,162571,PHONE,Unspecified,BROOKLYN,40.61286830039422,-73.91985396535001,"{'latitude': '40.61286830039422', 'longitude': '-73.91985396535001', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58966848,2023-09-29T13:29:00.000,2023-09-29T21:00:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10305,203 HURLBERT STREET,HURLBERT STREET,RUTH PL,XENIA ST,,,ADDRESS,STATEN ISLAND,,Closed,2023-09-29T21:00:00.000,02 STATEN ISLAND,5033520056,STATEN ISLAND,960816,155116,PHONE,Unspecified,STATEN ISLAND,40.59240280364771,-74.08437743088935,"{'latitude': '40.59240280364771', 'longitude': '-74.08437743088935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,,,,,,,
58957478,2023-09-29T13:29:00.000,2023-09-30T12:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11203,287 EAST   55 STREET,EAST   55 STREET,CHURCH AVE,SNYDER AVE,,,ADDRESS,BROOKLYN,,Closed,2023-09-30T12:05:00.000,17 BROOKLYN,3047030049,BROOKLYN,1004937,176477,PHONE,Unspecified,BROOKLYN,40.65104110480821,-73.92544806690753,"{'latitude': '40.65104110480821', 'longitude': '-73.92544806690753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",,,,,,,
58959242,2023-09-29T13:29:00.000,2023-09-29T14:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,10016,,,,,3 AVENUE,EAST 39 STREET,INTERSECTION,MANHATTAN,,Closed,2023-09-29T14:00:00.000,06 MANHATTAN,,MANHATTAN,990944,212117,UNKNOWN,Unspecified,MANHATTAN,40.74888619413523,-73.97584069430354,"{'latitude': '40.74888619413523', 'longitude': '-73.97584069430354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,N/A,,,,,,
59456371,2023-09-29T13:28:54.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11219,1537 59 STREET,59 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,2023-10-12T00:00:00.000,12 BROOKLYN,,BROOKLYN,986288,167434,PHONE,Unspecified,BROOKLYN,40.626243930127515,-73.99265817319207,"{'latitude': '40.626243930127515', 'longitude': '-73.99265817319207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59456022,2023-09-29T13:28:35.000,2023-09-29T21:00:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10305,203 HURLBERT STREET,HURLBERT STREET,RUTH PLACE,XENIA STREET,RUTH PLACE,XENIA STREET,ADDRESS,STATEN ISLAND,HURLBERT STREET,Closed,2023-09-29T21:00:00.000,02 STATEN ISLAND,,STATEN ISLAND,960816,155116,PHONE,Unspecified,STATEN ISLAND,40.59240280364771,-74.08437743088935,"{'latitude': '40.59240280364771', 'longitude': '-74.08437743088935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59441449,2023-09-29T13:28:32.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11102,27-24 21 STREET,21 STREET,27 ROAD,28 AVENUE,27 ROAD,28 AVENUE,ADDRESS,ASTORIA,21 STREET,Closed,2023-10-02T00:00:00.000,01 QUEENS,,QUEENS,1004614,220389,PHONE,Unspecified,QUEENS,40.77156979077409,-73.92647927553604,"{'latitude': '40.77156979077409', 'longitude': '-73.92647927553604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445216,2023-09-29T13:28:31.000,2023-10-14T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Window/Frame,Apartment,11225,284 EASTERN PARKWAY,EASTERN PARKWAY,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,EASTERN PARKWAY,Closed,2023-10-14T00:00:00.000,09 BROOKLYN,,BROOKLYN,995380,183759,ONLINE,Unspecified,BROOKLYN,40.671045754682176,-73.95987761310398,"{'latitude': '40.671045754682176', 'longitude': '-73.95987761310398', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
