unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58806928,2023-09-13T22:15:45.000,2023-09-13T22:40:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,708 HOWARD AVENUE,HOWARD AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:40:55.000,16 BROOKLYN,3035330054,BROOKLYN,1006647,181498,ONLINE,Unspecified,BROOKLYN,40.664818481650784,-73.919268885747,"{'latitude': '40.664818481650784', 'longitude': '-73.919268885747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807287,2023-09-13T22:15:40.000,2023-09-14T00:27:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11436,145-18 130 AVENUE,130 AVENUE,145 STREET,INWOOD STREET,145 STREET,INWOOD STREET,ADDRESS,JAMAICA,130 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T00:27:22.000,12 QUEENS,4120810147,QUEENS,1041500,183619,PHONE,Unspecified,QUEENS,40.670483373924206,-73.79362180354674,"{'latitude': '40.670483373924206', 'longitude': '-73.79362180354674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808265,2023-09-13T22:15:32.000,2023-09-13T22:27:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,1267 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T22:27:36.000,04 BROOKLYN,3031990043,BROOKLYN,1005778,196037,MOBILE,Unspecified,BROOKLYN,40.70472685498374,-73.92235478575103,"{'latitude': '40.70472685498374', 'longitude': '-73.92235478575103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805767,2023-09-13T22:15:23.000,2023-09-13T22:15:56.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,100-22 QUEENS BOULEVARD,QUEENS BOULEVARD,67 AVENUE,67 ROAD,67 AVENUE,67 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:16:00.000,06 QUEENS,4031700031,QUEENS,1024880,204118,ONLINE,Unspecified,QUEENS,40.72684014275165,-73.85341077007351,"{'latitude': '40.72684014275165', 'longitude': '-73.85341077007351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803019,2023-09-13T22:15:16.000,2023-09-13T22:21:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11221,750 GATES AVENUE,GATES AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,LEWIS AVENUE,STUYVESANT AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:21:50.000,03 BROOKLYN,3016350126,BROOKLYN,1002497,189975,ONLINE,Unspecified,BROOKLYN,40.688095452785824,-73.93420481269388,"{'latitude': '40.688095452785824', 'longitude': '-73.93420481269388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800741,2023-09-13T22:15:09.000,2023-09-19T20:12:57.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809819,2023-09-13T22:15:09.000,2023-09-19T20:12:58.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809667,2023-09-13T22:15:09.000,2023-09-19T20:12:56.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807026,2023-09-13T22:15:09.000,2023-09-19T20:12:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804629,2023-09-13T22:15:09.000,2023-09-19T20:12:57.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809729,2023-09-13T22:15:09.000,2023-09-19T20:12:58.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808473,2023-09-13T22:15:09.000,2023-09-19T20:12:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10470,717 EAST  242 STREET,EAST  242 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2051150016,BRONX,1026020,269252,PHONE,Unspecified,BRONX,40.905609072883976,-73.84889238854143,"{'latitude': '40.905609072883976', 'longitude': '-73.84889238854143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804917,2023-09-13T22:15:05.000,2023-09-14T03:40:29.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11414,99-58 RAU COURT,RAU COURT,1 STREET,JOEL A MIELE SR PEDESTRIAN BRDG,1 STREET,JOEL A MIELE SR PEDESTRIAN BRDG,ADDRESS,HOWARD BEACH,RAU COURT,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T03:40:34.000,10 QUEENS,4142310084,QUEENS,1031283,177534,MOBILE,Unspecified,QUEENS,40.65384159914462,-73.83049499570184,"{'latitude': '40.65384159914462', 'longitude': '-73.83049499570184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803069,2023-09-13T22:14:38.000,2023-09-13T22:57:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,475 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CARLTON AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T22:57:57.000,02 BROOKLYN,3020070014,BROOKLYN,992316,188287,ONLINE,Unspecified,BROOKLYN,40.68347741301757,-73.97091756517588,"{'latitude': '40.68347741301757', 'longitude': '-73.97091756517588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809416,2023-09-13T22:14:35.000,2023-09-13T23:01:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11219,4224 12 AVENUE,12 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,BROOKLYN,12 AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-13T23:01:55.000,12 BROOKLYN,3055970050,BROOKLYN,986904,172483,ONLINE,Unspecified,BROOKLYN,40.640102201494415,-73.99043706815405,"{'latitude': '40.640102201494415', 'longitude': '-73.99043706815405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802245,2023-09-13T22:14:32.000,2023-09-13T22:14:32.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,1785 PROSPECT AVENUE,PROSPECT AVENUE,CROTONA PARK NORTH,EAST 175 STREET,CROTONA PARK NORTH,EAST  175 STREET,ADDRESS,BRONX,PROSPECT AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T22:14:32.000,06 BRONX,2029480047,BRONX,1014140,245787,MOBILE,Unspecified,BRONX,40.84125315979925,-73.89197423865936,"{'latitude': '40.84125315979925', 'longitude': '-73.89197423865936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804244,2023-09-13T22:14:27.000,2023-09-13T22:30:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11210,3212 FARRAGUT ROAD,FARRAGUT ROAD,EAST   32 STREET,NEW YORK AVENUE,EAST   32 STREET,NEW YORK AVENUE,ADDRESS,BROOKLYN,FARRAGUT ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T22:30:26.000,17 BROOKLYN,3050070042,BROOKLYN,999272,171136,PHONE,Unspecified,BROOKLYN,40.63639263348162,-73.94587551416203,"{'latitude': '40.63639263348162', 'longitude': '-73.94587551416203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806766,2023-09-13T22:14:23.000,2023-09-13T22:53:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,835 LENOX ROAD,LENOX ROAD,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,BROOKLYN,LENOX ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T22:53:40.000,17 BROOKLYN,3046390030,BROOKLYN,1004072,178094,PHONE,Unspecified,BROOKLYN,40.65548139403607,-73.92856060515446,"{'latitude': '40.65548139403607', 'longitude': '-73.92856060515446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809586,2023-09-13T22:14:19.000,2023-09-13T22:16:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:16:04.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809293,2023-09-13T22:14:18.000,2023-09-13T22:49:21.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11210,2738 BEDFORD AVENUE,BEDFORD AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T22:49:25.000,14 BROOKLYN,3052240001,BROOKLYN,997148,171098,ONLINE,Unspecified,BROOKLYN,40.63629167911622,-73.95352838832655,"{'latitude': '40.63629167911622', 'longitude': '-73.95352838832655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808291,2023-09-13T22:14:18.000,2023-09-13T22:56:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10312,563 ELTINGVILLE BOULEVARD,ELTINGVILLE BOULEVARD,BARLOW AVENUE,GURLEY AVENUE,BARLOW AVENUE,GURLEY AVENUE,ADDRESS,STATEN ISLAND,ELTINGVILLE BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T22:56:30.000,03 STATEN ISLAND,5055350033,STATEN ISLAND,937708,142935,MOBILE,Unspecified,STATEN ISLAND,40.5588771933918,-74.16749703547168,"{'latitude': '40.5588771933918', 'longitude': '-74.16749703547168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808190,2023-09-13T22:14:09.000,2023-09-13T22:34:21.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10019,857 9 AVENUE,9 AVENUE,WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:34:25.000,04 MANHATTAN,1010650034,MANHATTAN,988033,218739,ONLINE,Unspecified,MANHATTAN,40.767063616485785,-73.98634305387702,"{'latitude': '40.767063616485785', 'longitude': '-73.98634305387702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801699,2023-09-13T22:14:08.000,2023-09-13T22:15:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10009,132 1 AVENUE,1 AVENUE,EAST    7 STREET,ST MARKS PLACE,EAST    7 STREET,ST MARKS PLACE,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T22:15:51.000,03 MANHATTAN,1004350009,MANHATTAN,988310,204323,ONLINE,Unspecified,MANHATTAN,40.727495196996195,-73.98535176350751,"{'latitude': '40.727495196996195', 'longitude': '-73.98535176350751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801692,2023-09-13T22:14:01.000,2023-09-13T22:25:10.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,10014,18 GAY STREET,GAY STREET,WAVERLY PLACE,CHRISTOPHER STREET,WAVERLY PLACE,CHRISTOPHER STREET,ADDRESS,NEW YORK,GAY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T22:25:12.000,02 MANHATTAN,1005930044,MANHATTAN,984136,206566,MOBILE,Unspecified,MANHATTAN,40.733652613850985,-74.00041134316808,"{'latitude': '40.733652613850985', 'longitude': '-74.00041134316808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806573,2023-09-13T22:14:00.000,2023-09-14T05:25:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11103,24-16 43 STREET,43 STREET,ASTORIA BLVD S,25 AVE,,,ADDRESS,ASTORIA,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-14T05:25:00.000,01 QUEENS,4006880025,QUEENS,1009630,219085,PHONE,Unspecified,QUEENS,40.767977673788145,-73.90837480528997,"{'latitude': '40.767977673788145', 'longitude': '-73.90837480528997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807832,2023-09-13T22:14:00.000,2023-09-14T17:37:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11215,237 7 AVENUE,7 AVENUE,4 ST,5 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-14T17:37:00.000,06 BROOKLYN,3010820001,BROOKLYN,989996,183241,ONLINE,Unspecified,BROOKLYN,40.66962909214282,-73.97928676257965,"{'latitude': '40.66962909214282', 'longitude': '-73.97928676257965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58802691,2023-09-13T22:14:00.000,2023-09-14T01:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11433,166-14 DOUGLAS AVENUE,DOUGLAS AVENUE,MERRICK BLVD,BEND,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-14T01:25:00.000,12 QUEENS,4101570156,QUEENS,1042006,195595,PHONE,Unspecified,QUEENS,40.70335136986349,-73.79169508987691,"{'latitude': '40.70335136986349', 'longitude': '-73.79169508987691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818632,2023-09-13T22:13:57.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,11205,40 VANDERBILT AVENUE,VANDERBILT AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-14T00:00:00.000,02 BROOKLYN,3020330001,BROOKLYN,992408,193147,UNKNOWN,Unspecified,BROOKLYN,40.69681690894209,-73.97057996861463,"{'latitude': '40.69681690894209', 'longitude': '-73.97057996861463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
