unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58893456,2023-09-22T14:42:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11358,33-59 191 STREET,191 STREET,33 AVENUE,35 AVENUE,33 AVENUE,35 AVENUE,ADDRESS,FLUSHING,191 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T21:29:40.000,11 QUEENS,4052600056,QUEENS,1042191,218608,ONLINE,Unspecified,QUEENS,40.76651499006629,-73.79082967334804,"{'latitude': '40.76651499006629', 'longitude': '-73.79082967334804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T21:29:36.000,,,,,,,
58895291,2023-09-22T14:42:02.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T14:51:42.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:51:38.000,,,,,,,
58901805,2023-09-22T14:42:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10462,,,,,METROPOLITAN AVENUE,HAWTHORNE DRIVE,INTERSECTION,BRONX,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-28T09:14:00.000,09 BRONX,,BRONX,1023277,245033,UNKNOWN,Unspecified,BRONX,40.839147998172066,-73.85895654955523,"{'latitude': '40.839147998172066', 'longitude': '-73.85895654955523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T09:14:00.000,,,,,,,
58896029,2023-09-22T14:42:00.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10301,60 FOOTE AVENUE,FOOTE AVENUE,GRAND AVENUE,CLOVE ROAD,GRAND AVENUE,CLOVE ROAD,ADDRESS,STATEN ISLAND,FOOTE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T15:01:29.000,01 STATEN ISLAND,5006100127,STATEN ISLAND,956590,162887,ONLINE,Unspecified,STATEN ISLAND,40.61372042310925,-74.099625552084,"{'latitude': '40.61372042310925', 'longitude': '-74.099625552084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:01:25.000,,,,,,,
58902081,2023-09-22T14:41:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11212,176 EAST   93 STREET,EAST   93 STREET,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,EAST   93 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T15:33:24.000,17 BROOKLYN,3046110033,BROOKLYN,1004919,180158,ONLINE,Unspecified,BROOKLYN,40.661144681982265,-73.92550165345372,"{'latitude': '40.661144681982265', 'longitude': '-73.92550165345372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:33:21.000,,,,,,,
58892590,2023-09-22T14:41:46.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10034,552 ACADEMY STREET,ACADEMY STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-06T00:00:00.000,12 MANHATTAN,1022170022,MANHATTAN,1005565,253734,UNKNOWN,Unspecified,MANHATTAN,40.86309016790612,-73.92293995016253,"{'latitude': '40.86309016790612', 'longitude': '-73.92293995016253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-06T00:00:00.000,,,,,,,
58899285,2023-09-22T14:41:22.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11221,1000 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T16:14:43.000,04 BROOKLYN,3032070012,BROOKLYN,1003925,193878,ONLINE,Unspecified,BROOKLYN,40.69880522197146,-73.92904432053938,"{'latitude': '40.69880522197146', 'longitude': '-73.92904432053938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T16:14:39.000,,,,,,,
58899611,2023-09-22T14:41:15.000,DOE,Department of Education,School Maintenance,Plumbing Problem,School,10003,345 EAST   15 STREET,EAST   15 STREET,NATHAN D PERLMAN PLACE,1 AVENUE,NATHAN D PERLMAN PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   15 STREET,Closed,The Department of Education completed the work and corrected the condition.,2023-11-14T14:42:59.000,06 MANHATTAN,1009220008,MANHATTAN,988953,206127,PHONE,Institute for Collaborative Education,MANHATTAN,40.7324464171464,-73.98303059725197,"{'latitude': '40.7324464171464', 'longitude': '-73.98303059725197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-14T14:42:54.000,,,,,,,
58894160,2023-09-22T14:41:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,387 ONDERDONK AVENUE,ONDERDONK AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,RIDGEWOOD,ONDERDONK AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T09:59:31.000,05 QUEENS,4034010002,QUEENS,1008149,197190,MOBILE,Unspecified,QUEENS,40.7078854803188,-73.91379919360195,"{'latitude': '40.7078854803188', 'longitude': '-73.91379919360195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T09:59:27.000,,,,,,,
58893166,2023-09-22T14:41:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10454,,,,,EAST 144 STREET,WILLIS AVENUE,INTERSECTION,BRONX,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T07:40:00.000,01 BRONX,,BRONX,1006362,235446,PHONE,Unspecified,BRONX,40.81289297726823,-73.92011885282989,"{'latitude': '40.81289297726823', 'longitude': '-73.92011885282989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T07:40:00.000,,,,,,,
58901498,2023-09-22T14:41:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10314,66 SIGNS ROAD,SIGNS ROAD,TODDY AVE,CARREAU AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and installed caps and chains.,2023-09-23T10:50:00.000,02 STATEN ISLAND,,STATEN ISLAND,938229,158613,ONLINE,Unspecified,STATEN ISLAND,40.601912847917546,-74.16572879431486,"{'latitude': '40.601912847917546', 'longitude': '-74.16572879431486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:50:00.000,,,,,,,
58892311,2023-09-22T14:40:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1385 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T14:56:37.000,12 MANHATTAN,1021620044,MANHATTAN,1002356,248309,MOBILE,Unspecified,MANHATTAN,40.84820733192063,-73.93455608553768,"{'latitude': '40.84820733192063', 'longitude': '-73.93455608553768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:56:34.000,,,,,,,
58898631,2023-09-22T14:40:46.000,DSNY,Department of Sanitation,Illegal Posting,Sticker or Decal,Sidewalk,10314,10 LAMPED LOOP,LAMPED LOOP,MERRYMOUNT STREET,GARDENIA LANE,MERRYMOUNT STREET,GARDENIA LANE,ADDRESS,STATEN ISLAND,LAMPED LOOP,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-27T13:20:37.000,02 STATEN ISLAND,5024017502,STATEN ISLAND,938939,152855,ONLINE,Unspecified,STATEN ISLAND,40.58611198149232,-74.1631333637655,"{'latitude': '40.58611198149232', 'longitude': '-74.1631333637655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T13:20:34.000,,,,,,,
58897141,2023-09-22T14:40:44.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11231,353 VAN BRUNT STREET,VAN BRUNT STREET,WOLCOTT STREET,DIKEMAN STREET,WOLCOTT STREET,DIKEMAN STREET,ADDRESS,BROOKLYN,VAN BRUNT STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T07:20:57.000,06 BROOKLYN,3005760004,BROOKLYN,980595,185964,ONLINE,Unspecified,BROOKLYN,40.67710422568697,-74.01317705674573,"{'latitude': '40.67710422568697', 'longitude': '-74.01317705674573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T07:20:57.000,,,,,,,
58900797,2023-09-22T14:40:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11214,2034 CROPSEY AVENUE,CROPSEY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 BROOKLYN,3064690001,BROOKLYN,983717,157718,PHONE,Unspecified,BROOKLYN,40.599575731851296,-74.00191934774864,"{'latitude': '40.599575731851296', 'longitude': '-74.00191934774864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T02:02:58.000,,,,,,,
58895190,2023-09-22T14:40:38.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11214,2034 CROPSEY AVENUE,CROPSEY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,11 BROOKLYN,3064690001,BROOKLYN,983717,157718,PHONE,Unspecified,BROOKLYN,40.599575731851296,-74.00191934774864,"{'latitude': '40.599575731851296', 'longitude': '-74.00191934774864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T02:02:58.000,,,,,,,
58893809,2023-09-22T14:40:37.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,606 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 MANHATTAN,1020020052,MANHATTAN,996816,238603,PHONE,Unspecified,MANHATTAN,40.82157679064837,-73.95459852611165,"{'latitude': '40.82157679064837', 'longitude': '-73.95459852611165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T16:08:02.000,,,,,,,
58893846,2023-09-22T14:40:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,606 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-06T00:00:00.000,09 MANHATTAN,1020020052,MANHATTAN,996816,238603,PHONE,Unspecified,MANHATTAN,40.82157679064837,-73.95459852611165,"{'latitude': '40.82157679064837', 'longitude': '-73.95459852611165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T16:08:03.000,,,,,,,
58895262,2023-09-22T14:40:37.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10031,606 WEST  137 STREET,WEST  137 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-06T00:00:00.000,09 MANHATTAN,1020020052,MANHATTAN,996816,238603,PHONE,Unspecified,MANHATTAN,40.82157679064837,-73.95459852611165,"{'latitude': '40.82157679064837', 'longitude': '-73.95459852611165', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T16:08:02.000,,,,,,,
58897907,2023-09-22T14:40:32.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11213,1172 ST MARKS AVENUE,ST MARKS AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,08 BROOKLYN,3013600045,BROOKLYN,1003369,184900,PHONE,Unspecified,BROOKLYN,40.67416389435192,-73.93107494773741,"{'latitude': '40.67416389435192', 'longitude': '-73.93107494773741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-23T15:05:50.000,,,,,,,
58894761,2023-09-22T14:40:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,1744 WEST    2 STREET,WEST    2 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    2 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T20:27:52.000,11 BROOKLYN,3066540024,BROOKLYN,991092,159877,PHONE,Unspecified,BROOKLYN,40.605499122612876,-73.97535958238147,"{'latitude': '40.605499122612876', 'longitude': '-73.97535958238147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T20:27:46.000,,,,,,,
58902153,2023-09-22T14:40:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11212,49 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,16 BROOKLYN,3035830006,BROOKLYN,1007848,179770,PHONE,Unspecified,BROOKLYN,40.660072386288746,-73.91494587125713,"{'latitude': '40.660072386288746', 'longitude': '-73.91494587125713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T20:26:56.000,,,,,,,
58895182,2023-09-22T14:40:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11212,49 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,16 BROOKLYN,3035830006,BROOKLYN,1007848,179770,PHONE,Unspecified,BROOKLYN,40.660072386288746,-73.91494587125713,"{'latitude': '40.660072386288746', 'longitude': '-73.91494587125713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T20:26:56.000,,,,,,,
58902188,2023-09-22T14:40:29.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11212,49 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,16 BROOKLYN,3035830006,BROOKLYN,1007848,179770,PHONE,Unspecified,BROOKLYN,40.660072386288746,-73.91494587125713,"{'latitude': '40.660072386288746', 'longitude': '-73.91494587125713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T20:26:56.000,,,,,,,
58898035,2023-09-22T14:40:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11212,49 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,16 BROOKLYN,3035830006,BROOKLYN,1007848,179770,PHONE,Unspecified,BROOKLYN,40.660072386288746,-73.91494587125713,"{'latitude': '40.660072386288746', 'longitude': '-73.91494587125713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T20:26:56.000,,,,,,,
58895006,2023-09-22T14:40:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,1365 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T14:57:09.000,12 MANHATTAN,1021620001,MANHATTAN,1002269,248153,MOBILE,Unspecified,MANHATTAN,40.84777933601725,-73.9348709650853,"{'latitude': '40.84777933601725', 'longitude': '-73.9348709650853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:57:05.000,,,,,,,
58894801,2023-09-22T14:40:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,130-17 97 AVENUE,97 AVENUE,130 STREET,131 STREET,130 STREET,131 STREET,ADDRESS,SOUTH RICHMOND HILL,97 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T15:02:29.000,09 QUEENS,4094740024,QUEENS,1034842,192082,MOBILE,Unspecified,QUEENS,40.69375288439283,-73.8175593435697,"{'latitude': '40.69375288439283', 'longitude': '-73.8175593435697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T15:02:26.000,,,,,,,
58892639,2023-09-22T14:40:14.000,DOT,Department of Transportation,Street Condition,Crash Cushion Defect,Street,11249,420 KENT AVENUE,KENT AVENUE,SOUTH    8 STREET,SOUTH    9 STREET,SOUTH    8 STREET,SOUTH    9 STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-27T07:54:35.000,01 BROOKLYN,3021340056,BROOKLYN,992976,197919,PHONE,Unspecified,BROOKLYN,40.7099143854737,-73.96852541837481,"{'latitude': '40.7099143854737', 'longitude': '-73.96852541837481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-27T07:54:30.000,,,,,,,
