unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,taxi_company_borough,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
59446835,2023-09-30T07:15:53.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10027,436 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  130 STREET,WEST  133 STREET,WEST  130 STREET,WEST  133 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,,2023-10-01T00:00:00.000,10 MANHATTAN,1019580052,MANHATTAN,998346,236174,ONLINE,Unspecified,MANHATTAN,40.814907560607345,-73.94907567641553,"{'latitude': '40.814907560607345', 'longitude': '-73.94907567641553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969431,2023-09-30T07:15:47.000,2023-10-02T15:06:14.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,11215,11 AVENUE,11 AVENUE,11 AVENUE,WINDSOR PLACE,11 AVENUE,WINDSOR PLACE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T10:33:14.000,07 BROOKLYN,,BROOKLYN,990866,178828,PHONE,Unspecified,BROOKLYN,40.65751577723637,-73.97615490852047,"{'latitude': '40.65751577723637', 'longitude': '-73.97615490852047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58972656,2023-09-30T07:15:41.000,2023-10-01T17:33:04.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11218,352 EAST    8 STREET,EAST    8 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-01T00:00:00.000,12 BROOKLYN,3053590043,BROOKLYN,992218,173040,ONLINE,Unspecified,BROOKLYN,40.641627860602014,-73.97128892827205,"{'latitude': '40.641627860602014', 'longitude': '-73.97128892827205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968890,2023-09-30T07:15:36.000,2023-10-11T08:59:50.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969065,2023-09-30T07:15:36.000,2023-10-11T08:59:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977486,2023-09-30T07:15:36.000,2023-10-11T08:59:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,11372,89-07 34 AVENUE,34 AVENUE,,,,,ADDRESS,JACKSON HEIGHTS,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976229,2023-09-30T07:15:25.000,2023-10-05T19:42:35.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11223,1628 OCEAN PARKWAY,OCEAN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,15 BROOKLYN,3066370019,BROOKLYN,993247,161116,ONLINE,Unspecified,BROOKLYN,40.60889799802224,-73.96759702920683,"{'latitude': '40.60889799802224', 'longitude': '-73.96759702920683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973269,2023-09-30T07:15:15.000,2023-09-30T09:03:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2034 WEST    4 STREET,WEST    4 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T09:03:05.000,11 BROOKLYN,3071010023,BROOKLYN,990955,157177,ONLINE,Unspecified,BROOKLYN,40.598088276007445,-73.97585564704232,"{'latitude': '40.598088276007445', 'longitude': '-73.97585564704232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975202,2023-09-30T07:15:12.000,2023-10-01T00:20:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10027,438 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,10 MANHATTAN,1019580051,MANHATTAN,998352,236188,ONLINE,Unspecified,MANHATTAN,40.81494597710994,-73.94905397093068,"{'latitude': '40.81494597710994', 'longitude': '-73.94905397093068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968993,2023-09-30T07:14:50.000,2023-10-21T10:49:59.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-21T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973370,2023-09-30T07:14:49.000,2023-09-30T14:01:48.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1348 CLAY AVENUE,CLAY AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,CLAY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T14:01:51.000,04 BRONX,2028870019,BRONX,1009510,243760,PHONE,Unspecified,BRONX,40.83570409438255,-73.90871519100865,"{'latitude': '40.83570409438255', 'longitude': '-73.90871519100865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973777,2023-09-30T07:14:49.000,2023-10-08T08:27:35.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968893,2023-09-30T07:14:49.000,2023-10-12T11:23:58.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971458,2023-09-30T07:14:49.000,2023-10-08T15:10:23.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11204,1776 68 STREET,68 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975742,2023-09-30T07:14:39.000,2023-09-30T09:46:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357,7-10 160 STREET,160 STREET,POWELLS COVE BOULEVARD,9 AVENUE,POWELLS COVE BOULEVARD,9 AVENUE,ADDRESS,WHITESTONE,160 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T09:46:40.000,07 QUEENS,4045540075,QUEENS,1039231,228664,MOBILE,Unspecified,QUEENS,40.794134882084364,-73.80143311369308,"{'latitude': '40.794134882084364', 'longitude': '-73.80143311369308', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459103,2023-09-30T07:14:21.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Window/Frame,Apartment,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,,2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59439726,2023-09-30T07:14:20.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Door Frame,Apartment,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,,2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445986,2023-09-30T07:14:19.000,2023-10-11T00:00:00.000,HPD,Department of Housing Preservation and Development,Water Leak,Damp Spot,Apartment,11372,89-07 34 AVENUE,34 AVENUE,89 STREET,90 STREET,89 STREET,90 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,Closed,,2023-10-11T00:00:00.000,03 QUEENS,4014370032,QUEENS,1017953,214164,ONLINE,Unspecified,QUEENS,40.754442992557145,-73.87835236707805,"{'latitude': '40.754442992557145', 'longitude': '-73.87835236707805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59457206,2023-09-30T07:14:01.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10027,438 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  130 STREET,WEST  133 STREET,WEST  130 STREET,WEST  133 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,,2023-10-01T00:00:00.000,10 MANHATTAN,1019580051,MANHATTAN,998352,236188,ONLINE,Unspecified,MANHATTAN,40.81494597710994,-73.94905397093068,"{'latitude': '40.81494597710994', 'longitude': '-73.94905397093068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970845,2023-09-30T07:13:41.000,2023-09-30T08:56:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11412,189-12 118 AVENUE,118 AVENUE,189 STREET,190 STREET,189 STREET,190 STREET,ADDRESS,SAINT ALBANS,118 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T08:56:53.000,12 QUEENS,4126040006,QUEENS,1050494,190941,PHONE,Unspecified,QUEENS,40.690517797693026,-73.76112787181323,"{'latitude': '40.690517797693026', 'longitude': '-73.76112787181323', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59450520,2023-09-30T07:13:25.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11218,352 EAST    8 STREET,EAST    8 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    8 STREET,Closed,,2023-10-01T00:00:00.000,12 BROOKLYN,3053590043,BROOKLYN,992218,173040,ONLINE,Unspecified,BROOKLYN,40.641627860602014,-73.97128892827205,"{'latitude': '40.641627860602014', 'longitude': '-73.97128892827205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974554,2023-09-30T07:13:19.000,2023-09-30T07:33:50.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11232,4015 7 AVENUE,7 AVENUE,40 STREET,41 STREET,40 STREET,41 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T07:33:55.000,07 BROOKLYN,3009190001,BROOKLYN,984189,175324,ONLINE,Unspecified,BROOKLYN,40.64790053235763,-74.000219821787,"{'latitude': '40.64790053235763', 'longitude': '-74.000219821787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974309,2023-09-30T07:12:34.000,2023-10-02T15:28:44.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10025,225 DUKE ELLINGTON BOULEVARD,DUKE ELLINGTON BOULEVARD,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,DUKE ELLINGTON BOULEVARD,Closed,The Department of Sanitation removed the items.,2023-10-01T11:59:19.000,07 MANHATTAN,1018780012,MANHATTAN,993304,231148,ONLINE,Unspecified,MANHATTAN,40.80111918799618,-73.96729758053361,"{'latitude': '40.80111918799618', 'longitude': '-73.96729758053361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973310,2023-09-30T07:12:22.000,2023-09-30T07:51:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10014,11 ABINGDON SQUARE,ABINGDON SQUARE,BLEECKER STREET,WEST   12 STREET,BLEECKER STREET,WEST   12 STREET,ADDRESS,NEW YORK,ABINGDON SQUARE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T07:51:36.000,02 MANHATTAN,1006240030,MANHATTAN,982801,207841,MOBILE,Unspecified,MANHATTAN,40.737152056395786,-74.00522866276248,"{'latitude': '40.737152056395786', 'longitude': '-74.00522866276248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59438402,2023-09-30T07:12:19.000,2023-10-21T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Public Area,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-21T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446648,2023-09-30T07:12:18.000,2023-10-12T00:00:00.000,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Public Area,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-12T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59455401,2023-09-30T07:12:17.000,2023-10-08T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Public Area,11204,1776 68 STREET,68 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,ADDRESS,BROOKLYN,68 STREET,Closed,,2023-10-08T00:00:00.000,11 BROOKLYN,3055760037,BROOKLYN,986289,164363,PHONE,Unspecified,BROOKLYN,40.61781467600078,-73.9926554983063,"{'latitude': '40.61781467600078', 'longitude': '-73.9926554983063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446731,2023-09-30T07:12:05.000,2023-10-05T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11223,1640 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE P,ESTATE ROAD,AVENUE P,ESTATE ROAD,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,,2023-10-05T00:00:00.000,15 BROOKLYN,3066370019,BROOKLYN,993261,161023,ONLINE,Unspecified,BROOKLYN,40.608642717880464,-73.96754673187344,"{'latitude': '40.608642717880464', 'longitude': '-73.96754673187344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968383,2023-09-30T07:11:44.000,2023-09-30T09:45:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11357,7-06 160 STREET,160 STREET,POWELLS COVE BOULEVARD,9 AVENUE,POWELLS COVE BOULEVARD,9 AVENUE,ADDRESS,WHITESTONE,160 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T09:46:03.000,07 QUEENS,4045540073,QUEENS,1039231,228665,MOBILE,Unspecified,QUEENS,40.79413762680677,-73.80143310550639,"{'latitude': '40.79413762680677', 'longitude': '-73.80143310550639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
