unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location,taxi_company_borough,due_date,vehicle_type
58799299,2023-09-12T10:44:27.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,10459,1030 FAILE STREET,FAILE STREET,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,02 BRONX,2027487501,BRONX,1014819,239532,PHONE,Unspecified,BRONX,40.82408267386471,-73.88954876442712,"{'latitude': '40.82408267386471', 'longitude': '-73.88954876442712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58790637,2023-09-12T10:44:25.000,2023-09-19T17:35:03.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,11234,1117 EAST   72 STREET,EAST   72 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,18 BROOKLYN,3083507501,BROOKLYN,1007550,167750,PHONE,Unspecified,BROOKLYN,40.627080876939,-73.91606146428651,"{'latitude': '40.627080876939', 'longitude': '-73.91606146428651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58796398,2023-09-12T10:44:25.000,2023-09-19T17:35:04.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11234,1117 EAST   72 STREET,EAST   72 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-19T00:00:00.000,18 BROOKLYN,3083507501,BROOKLYN,1007550,167750,PHONE,Unspecified,BROOKLYN,40.627080876939,-73.91606146428651,"{'latitude': '40.627080876939', 'longitude': '-73.91606146428651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58799942,2023-09-12T10:44:05.000,2023-09-13T09:22:53.000,DSNY,Department of Sanitation,Obstruction,Cone,11429,99-26 BELLAIRE PLACE,BELLAIRE PLACE,ADDRESS,QUEENS VILLAGE,,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-13T09:23:00.000,13 QUEENS,4108570042,QUEENS,1053616,199157,ONLINE,Unspecified,QUEENS,40.71304478240789,-73.74978555042061,"{'latitude': '40.71304478240789', 'longitude': '-73.74978555042061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,210 STREET,100 AVENUE,210 STREET,100 AVENUE,BELLAIRE PLACE,,,,,,,,
58789708,2023-09-12T10:44:01.000,2023-09-13T11:01:03.000,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,10065,130 EAST   63 STREET,EAST   63 STREET,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-13T11:01:07.000,08 MANHATTAN,1013977504,MANHATTAN,993471,217942,ONLINE,Unspecified,MANHATTAN,40.76487205825918,-73.96671251415569,"{'latitude': '40.76487205825918', 'longitude': '-73.96671251415569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,EAST   63 STREET,,,,,,,,
58794383,2023-09-12T10:44:00.000,2023-09-12T11:55:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11249,632 WYTHE PLACE,WYTHE PLACE,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-12T11:55:00.000,01 BROOKLYN,3021750070,BROOKLYN,994098,195899,PHONE,Unspecified,BROOKLYN,40.70436878538999,-73.96448133205259,"{'latitude': '40.70436878538999', 'longitude': '-73.96448133205259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,TAYLOR ST,WILSON ST,,,,,,,,,
58792964,2023-09-12T10:44:00.000,2023-09-12T11:15:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),11221,124 WOODBINE STREET,WOODBINE STREET,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-12T11:15:00.000,04 BROOKLYN,3033590018,BROOKLYN,1007239,191455,ONLINE,Unspecified,BROOKLYN,40.69214666368189,-73.91710102767692,"{'latitude': '40.69214666368189', 'longitude': '-73.91710102767692', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EVERGREEN AVE,CENTRAL AVE,,,,,,,,,
58789853,2023-09-12T10:43:48.000,2023-09-29T02:12:40.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,10453,1950 ANDREWS AVENUE,ANDREWS AVENUE,ADDRESS,BRONX,,Closed,The Department of Sanitation collected the requested items.,2023-09-13T10:34:27.000,05 BRONX,2032160026,BRONX,1008412,250921,ONLINE,Unspecified,BRONX,40.8553619982645,-73.91265734705858,"{'latitude': '40.8553619982645', 'longitude': '-73.91265734705858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST  179 STREET,WEST  180 STREET,WEST  179 STREET,WEST  180 STREET,ANDREWS AVENUE,,,,,,,,
58799832,2023-09-12T10:43:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10035,210 EAST  121 STREET,EAST  121 STREET,ADDRESS,NEW YORK,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-13T00:38:20.000,11 MANHATTAN,1017857503,MANHATTAN,1001638,231081,ONLINE,Unspecified,MANHATTAN,40.800922821385335,-73.93719593243279,"{'latitude': '40.800922821385335', 'longitude': '-73.93719593243279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST  121 STREET,,,,,,,,
58789772,2023-09-12T10:43:30.000,2023-09-12T11:13:34.000,NYPD,New York City Police Department,Encampment,N/A,10035,210 EAST  121 STREET,EAST  121 STREET,ADDRESS,NEW YORK,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-12T11:13:38.000,11 MANHATTAN,1017857503,MANHATTAN,1001638,231081,ONLINE,Unspecified,MANHATTAN,40.800922821385335,-73.93719593243279,"{'latitude': '40.800922821385335', 'longitude': '-73.93719593243279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,EAST  121 STREET,,,,,,,,
58798149,2023-09-12T10:43:08.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,10310,177 RAVENHURST AVENUE,RAVENHURST AVENUE,ADDRESS,STATEN ISLAND,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-26T12:12:11.000,01 STATEN ISLAND,5003550270,STATEN ISLAND,947788,166445,ONLINE,Unspecified,STATEN ISLAND,40.623454533885955,-74.13134769453508,"{'latitude': '40.623454533885955', 'longitude': '-74.13134769453508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,KAREN COURT,JEWETT AVENUE,KAREN COURT,JEWETT AVENUE,RAVENHURST AVENUE,,,,,,,,
58794102,2023-09-12T10:43:03.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,10305,450 SEAVIEW AVENUE,SEAVIEW AVENUE,ADDRESS,STATEN ISLAND,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T11:42:44.000,02 STATEN ISLAND,5033890049,STATEN ISLAND,959926,152157,PHONE,Unspecified,STATEN ISLAND,40.5842785454071,-74.0875713485048,"{'latitude': '40.5842785454071', 'longitude': '-74.0875713485048', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Other,MASON AVENUE,NUGENT AVENUE,MASON AVENUE,NUGENT AVENUE,SEAVIEW AVENUE,,,,,,,,
58790237,2023-09-12T10:42:54.000,2023-09-12T15:23:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11106,31-41 23 STREET,23 STREET,ADDRESS,ASTORIA,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T15:23:44.000,01 QUEENS,4005680012,QUEENS,1003818,218254,PHONE,Unspecified,QUEENS,40.76571157025244,-73.92935931152253,"{'latitude': '40.76571157025244', 'longitude': '-73.92935931152253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,31 ROAD,31 DRIVE,31 ROAD,31 DRIVE,23 STREET,,,,,,,,
58798741,2023-09-12T10:42:45.000,2023-09-12T11:35:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10032,611 WEST  163 STREET,WEST  163 STREET,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-12T11:35:57.000,12 MANHATTAN,1021370112,MANHATTAN,1000108,244604,ONLINE,Unspecified,MANHATTAN,40.83804251676303,-73.94269021282086,"{'latitude': '40.83804251676303', 'longitude': '-73.94269021282086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,WEST  163 STREET,,,,,,,,
58795140,2023-09-12T10:42:35.000,2023-09-12T10:53:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,11249,228 BERRY STREET,BERRY STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-12T10:53:25.000,01 BROOKLYN,3023790024,BROOKLYN,994681,199960,ONLINE,Unspecified,BROOKLYN,40.7155145979716,-73.96237234137112,"{'latitude': '40.7155145979716', 'longitude': '-73.96237234137112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,NORTH    1 STREET,GRAND STREET,NORTH    1 STREET,GRAND STREET,BERRY STREET,,,,,,,,
58796216,2023-09-12T10:42:26.000,2023-09-12T10:49:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T10:49:15.000,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,NOSTRAND AVENUE,,,,,,,,
58789414,2023-09-12T10:42:09.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,10472,1364 BRONX RIVER AVENUE,BRONX RIVER AVENUE,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-12T00:00:00.000,09 BRONX,2038630032,BRONX,1017408,242878,PHONE,Unspecified,BRONX,40.83325713924223,-73.88017772081724,"{'latitude': '40.83325713924223', 'longitude': '-73.88017772081724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58789427,2023-09-12T10:42:07.000,2023-09-13T12:35:00.000,DOT,Department of Transportation,Street Condition,Pothole,11357,18 AVENUE,18 AVENUE,BLOCKFACE,QUEENS,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-13T12:35:00.000,07 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,150 STREET,MURRAY STREET,,,,,,,,,
58798437,2023-09-12T10:42:06.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-12T11:06:34.000,Unspecified BROOKLYN,,BROOKLYN,986845,191842,ONLINE,Unspecified,BROOKLYN,40.69323836637393,-73.99064220610673,"{'latitude': '40.69323836637393', 'longitude': '-73.99064220610673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Subway,,,,,,3,2 3 to Flatbush - New Lots,Platform,,,,,
58792026,2023-09-12T10:42:03.000,2023-09-21T19:28:53.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58797792,2023-09-12T10:42:03.000,2023-09-21T19:28:53.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58792045,2023-09-12T10:42:03.000,2023-09-21T19:28:52.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58790702,2023-09-12T10:42:03.000,2023-09-21T19:28:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58793567,2023-09-12T10:42:03.000,2023-09-21T19:28:53.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58790654,2023-09-12T10:42:03.000,2023-09-21T19:28:53.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
58794891,2023-09-12T10:42:03.000,2023-09-21T19:28:52.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,11226,2101 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3051020063,BROOKLYN,995560,175140,PHONE,Unspecified,BROOKLYN,40.64738827049663,-73.95924318996127,"{'latitude': '40.64738827049663', 'longitude': '-73.95924318996127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,
