unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,taxi_pick_up_location,road_ramp,due_date
58858119,2023-09-19T10:22:14.000,2023-09-22T11:01:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11691,14-10 NEW HAVEN AVENUE,NEW HAVEN AVENUE,,,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-22T00:00:00.000,14 QUEENS,4156220100,QUEENS,1054142,157374,PHONE,Unspecified,QUEENS,40.59835594693631,-73.7483212256282,"{'latitude': '40.59835594693631', 'longitude': '-73.7483212256282', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867242,2023-09-19T10:22:05.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11220,627 61 STREET,61 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-20T00:00:00.000,07 BROOKLYN,3057840067,BROOKLYN,980414,171401,UNKNOWN,Unspecified,BROOKLYN,40.637131909623186,-74.01382131643238,"{'latitude': '40.637131909623186', 'longitude': '-74.01382131643238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868608,2023-09-19T10:21:59.000,2023-09-20T06:55:24.000,DSNY,Department of Sanitation,Missed Collection,Compost,Street,11429,221-28 106 AVENUE,106 AVENUE,221 STREET,223 STREET,221 STREET,223 STREET,ADDRESS,QUEENS VILLAGE,106 AVENUE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-20T06:55:24.000,13 QUEENS,4111700044,QUEENS,1058042,198018,ONLINE,Unspecified,QUEENS,40.709882704953614,-73.73383282748195,"{'latitude': '40.709882704953614', 'longitude': '-73.73383282748195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858813,2023-09-19T10:21:59.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Recreation Center,Park,10010,392 ASSER LEVY PLACE,ASSER LEVY PLACE,EAST   23 STREET,EAST   25 STREET,EAST   23 STREET,EAST   25 STREET,ADDRESS,NEW YORK,ASSER LEVY PLACE,In Progress,,,06 MANHATTAN,1009810002,MANHATTAN,990857,207472,ONLINE,Unspecified,MANHATTAN,40.73613689350224,-73.97615924847884,"{'latitude': '40.73613689350224', 'longitude': '-73.97615924847884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867721,2023-09-19T10:21:57.000,2023-09-22T19:48:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863870,2023-09-19T10:21:51.000,2023-09-22T19:48:41.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11211,695 GRAND STREET,GRAND STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,01 BROOKLYN,3027827502,BROOKLYN,999554,198524,PHONE,Unspecified,BROOKLYN,40.711566033878675,-73.94479727775924,"{'latitude': '40.711566033878675', 'longitude': '-73.94479727775924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858936,2023-09-19T10:21:50.000,2023-10-02T12:04:11.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10472,1948 WATSON AVENUE,WATSON AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-21T11:16:36.000,09 BRONX,2037890017,BRONX,1023430,241227,PHONE,Unspecified,BRONX,40.82870096165298,-73.85842583954465,"{'latitude': '40.82870096165298', 'longitude': '-73.85842583954465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865968,2023-09-19T10:21:44.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10309,40 SPRUCE LANE,SPRUCE LANE,,,,,ADDRESS,STATEN ISLAND,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,03 STATEN ISLAND,5072670234,STATEN ISLAND,922665,135811,PHONE,Unspecified,STATEN ISLAND,40.53923151854402,-74.22156927685806,"{'latitude': '40.53923151854402', 'longitude': '-74.22156927685806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862765,2023-09-19T10:21:20.000,2023-09-20T10:29:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11692,346 BEACH   67 STREET,BEACH   67 STREET,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ADDRESS,ARVERNE,BEACH   67 STREET,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-20T10:29:47.000,14 QUEENS,,QUEENS,1040893,155008,PHONE,Unspecified,QUEENS,40.591956351637975,-73.79605007924567,"{'latitude': '40.591956351637975', 'longitude': '-73.79605007924567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862570,2023-09-19T10:21:08.000,2023-09-25T12:59:35.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10467,2448 WALLACE AVENUE,WALLACE AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,WALLACE AVENUE,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-25T12:59:38.000,11 BRONX,2044360025,BRONX,1021715,253434,PHONE,Unspecified,BRONX,40.8622129919621,-73.8645546579707,"{'latitude': '40.8622129919621', 'longitude': '-73.8645546579707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862592,2023-09-19T10:21:00.000,2023-09-22T11:53:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10301,335 LAFAYETTE AVENUE,LAFAYETTE AVENUE,ALDEN PLACE,CHESTNUT PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation did not find any E-Waste at the location. Call 311 to make another appointment if you still need E-Waste removal.,2023-09-22T11:53:00.000,01 STATEN ISLAND,5000880075,STATEN ISLAND,958314,171294,PHONE,Unspecified,STATEN ISLAND,40.63680107611313,-74.09344837130203,"{'latitude': '40.63680107611313', 'longitude': '-74.09344837130203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860396,2023-09-19T10:20:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11230,781 EAST   19 STREET,EAST   19 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   19 STREET,In Progress,,,14 BROOKLYN,3066940027,BROOKLYN,995706,169390,UNKNOWN,Unspecified,BROOKLYN,40.6316055645185,-73.95872682621564,"{'latitude': '40.6316055645185', 'longitude': '-73.95872682621564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856950,2023-09-19T10:20:48.000,2023-10-02T09:56:28.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10466,4174 BRONXWOOD AVENUE,BRONXWOOD AVENUE,EAST  232 STREET,EAST  233 STREET,EAST  232 STREET,EAST  233 STREET,ADDRESS,BRONX,BRONXWOOD AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-20T10:01:40.000,12 BRONX,2048680036,BRONX,1025199,263949,ONLINE,Unspecified,BRONX,40.89105790420879,-73.85189487711743,"{'latitude': '40.89105790420879', 'longitude': '-73.85189487711743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868961,2023-09-19T10:20:44.000,2023-09-19T12:14:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11420,114-51 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,SOUTH OZONE PARK,LEFFERTS BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T12:14:37.000,10 QUEENS,4116460037,QUEENS,1034162,186292,PHONE,Unspecified,QUEENS,40.67786455365112,-73.8200543872248,"{'latitude': '40.67786455365112', 'longitude': '-73.8200543872248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870638,2023-09-19T10:20:41.000,2023-09-24T15:34:53.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10456,1135 WASHINGTON AVENUE,WASHINGTON AVENUE,GOUVERNEUR PLACE,EAST  167 STREET,GOUVERNEUR PLACE,EAST  167 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-24T15:34:56.000,03 BRONX,2023880050,BRONX,1009701,241421,ONLINE,Unspecified,BRONX,40.82928366735704,-73.90803382831962,"{'latitude': '40.82928366735704', 'longitude': '-73.90803382831962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868671,2023-09-19T10:20:39.000,2023-10-20T00:00:54.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10022,437 PARK AVENUE,PARK AVENUE,EAST   55 STREET,EAST   56 STREET,EAST   55 STREET,EAST   56 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-20T00:00:58.000,05 MANHATTAN,,MANHATTAN,992201,216472,PHONE,Unspecified,MANHATTAN,40.760838520344585,-73.97129890787042,"{'latitude': '40.760838520344585', 'longitude': '-73.97129890787042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857070,2023-09-19T10:20:20.000,2023-09-19T12:03:03.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10007,189 BROADWAY,BROADWAY,CORTLANDT STREET,JOHN STREET,CORTLANDT STREET,JOHN STREET,ADDRESS,NEW YORK,BROADWAY,Closed,N/A,2023-09-19T12:03:09.000,01 MANHATTAN,1000630013,MANHATTAN,981583,198042,ONLINE,Unspecified,MANHATTAN,40.710255892218875,-74.00961988741942,"{'latitude': '40.710255892218875', 'longitude': '-74.00961988741942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864193,2023-09-19T10:20:01.000,2023-09-19T11:15:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11231,363 BOND STREET,BOND STREET,CARROLL STREET,1 STREET,CARROLL STREET,1 STREET,ADDRESS,BROOKLYN,BOND STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T11:15:28.000,06 BROOKLYN,3004520001,BROOKLYN,986794,186359,PHONE,Unspecified,BROOKLYN,40.678188800410695,-73.99082818673837,"{'latitude': '40.678188800410695', 'longitude': '-73.99082818673837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864943,2023-09-19T10:20:00.000,2023-09-19T10:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11356,18-43 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,18 AVE,20 AVE,,,ADDRESS,COLLEGE POINT,,Closed,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-19T10:25:00.000,07 QUEENS,4041280004,QUEENS,1026937,224564,PHONE,Unspecified,QUEENS,40.78294943780583,-73.84585951748385,"{'latitude': '40.78294943780583', 'longitude': '-73.84585951748385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869281,2023-09-19T10:20:00.000,2023-09-19T11:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11226,,,,,FLATBUSH AVENUE,FOSTER AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T11:10:00.000,17 BROOKLYN,,BROOKLYN,997086,171934,UNKNOWN,Unspecified,BROOKLYN,40.63858641056467,-73.953750184506,"{'latitude': '40.63858641056467', 'longitude': '-73.953750184506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58859654,2023-09-19T10:20:00.000,2023-09-19T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11691,,,,,HICKSVILLE ROAD,BEACH 9 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T12:40:00.000,14 QUEENS,,QUEENS,1055050,158050,UNKNOWN,Unspecified,QUEENS,40.600204215081746,-73.7450444811041,"{'latitude': '40.600204215081746', 'longitude': '-73.7450444811041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58867034,2023-09-19T10:19:58.000,2023-09-20T01:59:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10463,276 WEST  238 STREET,WEST  238 STREET,KINGSBRIDGE AVENUE,CORLEAR AVENUE,KINGSBRIDGE AVENUE,CORLEAR AVENUE,ADDRESS,BRONX,WEST  238 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T01:59:49.000,08 BRONX,2057661751,BRONX,1011438,261905,ONLINE,Unspecified,BRONX,40.885500900144315,-73.90167416975704,"{'latitude': '40.885500900144315', 'longitude': '-73.90167416975704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860698,2023-09-19T10:19:47.000,2023-09-20T11:18:52.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,756 NINTH AVENUE,NINTH AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-20T11:18:55.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,MOBILE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868430,2023-09-19T10:19:47.000,2023-09-19T10:47:16.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,756 NINTH AVENUE,NINTH AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T10:47:21.000,04 MANHATTAN,1010410061,MANHATTAN,987401,217592,MOBILE,Unspecified,MANHATTAN,40.76391564589152,-73.98862516435561,"{'latitude': '40.76391564589152', 'longitude': '-73.98862516435561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855379,2023-09-19T10:19:32.000,2023-09-19T15:51:41.000,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,Street/Sidewalk,11208,220 RIDGEWOOD AVENUE,RIDGEWOOD AVENUE,HALE AVENUE,FORCE TUBE AVENUE,HALE AVENUE,FORCE TUBE AVENUE,ADDRESS,BROOKLYN,RIDGEWOOD AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T15:51:39.000,05 BROOKLYN,3039310021,BROOKLYN,1017385,188298,ONLINE,Unspecified,BROOKLYN,40.68344926056494,-73.88052983484816,"{'latitude': '40.68344926056494', 'longitude': '-73.88052983484816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867974,2023-09-19T10:19:32.000,2023-09-19T10:47:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,56 AVENUE C,AVENUE C,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,NEW YORK,AVENUE C,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T10:47:32.000,03 MANHATTAN,1003740002,MANHATTAN,989800,202513,MOBILE,Unspecified,MANHATTAN,40.72252637710556,-73.9799774257181,"{'latitude': '40.72252637710556', 'longitude': '-73.9799774257181', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859471,2023-09-19T10:19:05.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,Emergency Response Team (ERT),After Hours Work - Illegal,,11222,149 KINGSLAND AVENUE,KINGSLAND AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,01 BROOKLYN,3028290018,BROOKLYN,1000609,202142,UNKNOWN,Unspecified,BROOKLYN,40.72149468696909,-73.94098301908203,"{'latitude': '40.72149468696909', 'longitude': '-73.94098301908203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58866378,2023-09-19T10:19:02.000,2023-09-19T10:58:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10032,558 WEST  161 STREET,WEST  161 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  161 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T10:58:26.000,12 MANHATTAN,1021190119,MANHATTAN,1000365,243861,MOBILE,Unspecified,MANHATTAN,40.83600273226328,-73.94176321685678,"{'latitude': '40.83600273226328', 'longitude': '-73.94176321685678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
