unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,bridge_highway_direction,road_ramp,taxi_company_borough
58853691,2023-09-18T12:21:31.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11427,230-19 87 AVENUE,87 AVENUE,ADDRESS,QUEENS VILLAGE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T05:47:57.000,13 QUEENS,4079430219,QUEENS,1056721,205869,ONLINE,Unspecified,QUEENS,40.73144262934016,-73.73851310227376,"{'latitude': '40.73144262934016', 'longitude': '-73.73851310227376', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,231 STREET,DEAD END,231 STREET,87 AVENUE,,,,,,,,
58848598,2023-09-18T12:21:30.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10014,205 WEST TENTH STREET,WEST TENTH STREET,ADDRESS,NEW YORK,In Progress,,,02 MANHATTAN,1006200078,MANHATTAN,983191,206740,MOBILE,Unspecified,MANHATTAN,40.73413013836869,-74.00382118892047,"{'latitude': '40.73413013836869', 'longitude': '-74.00382118892047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    4 STREET,BLEECKER STREET,WEST    4 STREET,BLEECKER STREET,WEST   10 STREET,,,,,,,,
58850124,2023-09-18T12:21:01.000,2023-09-18T13:17:00.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11368,55-15 99 STREET,99 STREET,ADDRESS,CORONA,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-18T13:17:00.000,04 QUEENS,4019090001,QUEENS,1022936,208554,MOBILE,Unspecified,QUEENS,40.73902457281419,-73.86039902147743,"{'latitude': '40.73902457281419', 'longitude': '-73.86039902147743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,99 STREET,,,,,,,,
58846069,2023-09-18T12:20:27.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11219,5820 12 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T14:09:03.000,12 BROOKLYN,3057030040,BROOKLYN,984322,169223,ONLINE,Unspecified,BROOKLYN,40.631154592343975,-73.99974060332389,"{'latitude': '40.631154592343975', 'longitude': '-73.99974060332389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",58 STREET,59 STREET,58 STREET,59 STREET,12 AVENUE,,,,,,,,
58854456,2023-09-18T12:20:22.000,2023-09-18T17:01:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,769 ARNOW AVENUE,ARNOW AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T17:01:10.000,11 BRONX,2045480001,BRONX,1021687,255489,ONLINE,Unspecified,BRONX,40.867853456050575,-73.86464440497484,"{'latitude': '40.867853456050575', 'longitude': '-73.86464440497484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOLLAND AVENUE,WALLACE AVENUE,HOLLAND AVENUE,WALLACE AVENUE,ARNOW AVENUE,,,,,,,,
58849930,2023-09-18T12:20:17.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,10011,20 WEST   20 STREET,WEST   20 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:34.000,05 MANHATTAN,1008210055,MANHATTAN,986507,208896,PHONE,Unspecified,MANHATTAN,40.74004760057826,-73.99185534525449,"{'latitude': '40.74004760057826', 'longitude': '-73.99185534525449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   20 STREET,,,"20 WEST   20 STREET, MANHATTAN (NEW YORK), NY, 10011",,,,,
58851685,2023-09-18T12:20:13.000,2023-09-18T12:45:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11208,13 LOGAN STREET,LOGAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T12:45:44.000,05 BROOKLYN,3041020014,BROOKLYN,1017820,189394,MOBILE,Unspecified,BROOKLYN,40.6864558881912,-73.87895595854815,"{'latitude': '40.6864558881912', 'longitude': '-73.87895595854815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,LOGAN STREET,,,,,,,,
58847797,2023-09-18T12:20:00.000,2023-11-17T13:00:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11230,1213 ELM AVENUE,ELM AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and resolved the leak.,2023-11-17T13:00:00.000,14 BROOKLYN,3067410012,BROOKLYN,994673,164064,PHONE,Unspecified,BROOKLYN,40.61698808688284,-73.96245669668511,"{'latitude': '40.61698808688284', 'longitude': '-73.96245669668511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",E 12 ST,E 13 ST,,,,,,,,,,,
58851689,2023-09-18T12:19:54.000,2023-09-18T12:39:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10302,126 TREADWELL AVENUE,TREADWELL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T12:39:13.000,01 STATEN ISLAND,5010880051,STATEN ISLAND,945886,171255,ONLINE,Unspecified,STATEN ISLAND,40.63664891995359,-74.1382266328686,"{'latitude': '40.63664891995359', 'longitude': '-74.1382266328686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HARRISON AVENUE,CASTLETON AVENUE,HARRISON AVENUE,CASTLETON AVENUE,TREADWELL AVENUE,,,,,,,,
58848624,2023-09-18T12:19:44.000,2023-09-19T09:28:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10458,2787 BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-18T12:19:44.000,07 BRONX,2033010089,BRONX,1014587,255482,PHONE,Unspecified,BRONX,40.86786149971395,-73.8903148590447,"{'latitude': '40.86786149971395', 'longitude': '-73.8903148590447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST 196 STREET,EAST 197 STREET,EAST  196 STREET,EAST  197 STREET,BRIGGS AVENUE,,,,,,,,
58847329,2023-09-18T12:19:38.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11432,161-15 84 AVENUE,84 AVENUE,ADDRESS,JAMAICA,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T15:23:16.000,08 QUEENS,4068650427,QUEENS,1038582,199847,PHONE,Unspecified,QUEENS,40.715043759143065,-73.80400986005887,"{'latitude': '40.715043759143065', 'longitude': '-73.80400986005887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",161 STREET,164 STREET,161 STREET,164 STREET,84 AVENUE,,,,,,,,
58853066,2023-09-18T12:19:35.000,2023-09-18T12:19:35.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11212,109 EAST   96 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,17 BROOKLYN,3046150067,BROOKLYN,1005355,180950,UNKNOWN,Unspecified,BROOKLYN,40.663317517651485,-73.92392767779931,"{'latitude': '40.663317517651485', 'longitude': '-73.92392767779931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58848855,2023-09-18T12:19:35.000,2023-09-19T12:36:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11207,302 NEW LOTS AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-19T12:34:47.000,05 BROOKLYN,3042960002,BROOKLYN,1013334,180081,MOBILE,Unspecified,BROOKLYN,40.660909691938784,-73.8951713902837,"{'latitude': '40.660909691938784', 'longitude': '-73.8951713902837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,NEW LOTS AVENUE,,,,,,,,
58852198,2023-09-18T12:19:16.000,2023-09-24T07:28:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11215,140 17 STREET,17 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,07 BROOKLYN,3006300015,BROOKLYN,985733,181821,PHONE,Unspecified,BROOKLYN,40.66573324887663,-73.9946543792703,"{'latitude': '40.66573324887663', 'longitude': '-73.9946543792703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58851063,2023-09-18T12:19:12.000,2023-09-18T14:26:48.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11212,118 AMBOY STREET,AMBOY STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T14:26:51.000,16 BROOKLYN,3035170057,BROOKLYN,1008066,182539,PHONE,Unspecified,BROOKLYN,40.66767209064383,-73.91415035449803,"{'latitude': '40.66767209064383', 'longitude': '-73.91415035449803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITKIN AVENUE,SUTTER AVENUE,PITKIN AVENUE,SUTTER AVENUE,AMBOY STREET,,,,,,,,
58850433,2023-09-18T12:19:08.000,2023-09-18T13:00:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,155-27 116 AVENUE,116 AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T13:01:00.000,12 QUEENS,4121930085,QUEENS,1042782,188590,MOBILE,Unspecified,QUEENS,40.684119223313836,-73.78895721865867,"{'latitude': '40.684119223313836', 'longitude': '-73.78895721865867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",155 STREET,BARRON STREET,155 STREET,BARRON STREET,116 AVENUE,,,,,,,,
58846288,2023-09-18T12:19:07.000,2023-10-19T00:02:46.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Locksmith,Business,11373,81-19 BROADWAY,BROADWAY,ADDRESS,ELMHURST,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-19T00:02:55.000,04 QUEENS,4015090033,QUEENS,1016569,210051,ONLINE,Unspecified,QUEENS,40.743159020477634,-73.88336753783643,"{'latitude': '40.743159020477634', 'longitude': '-73.88336753783643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",81 STREET,82 STREET,81 STREET,82 STREET,BROADWAY,,,,,,,,
58847042,2023-09-18T12:18:58.000,2023-09-21T18:51:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11226,55 LENOX ROAD,LENOX ROAD,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,14 BROOKLYN,3050640092,BROOKLYN,995989,177437,ONLINE,Unspecified,BROOKLYN,40.653692477421174,-73.95769324445949,"{'latitude': '40.653692477421174', 'longitude': '-73.95769324445949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58849555,2023-09-18T12:18:57.000,2023-10-21T12:01:48.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850814,2023-09-18T12:18:57.000,2023-10-21T12:01:48.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-21T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850839,2023-09-18T12:18:57.000,2023-10-21T12:01:48.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-21T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58853535,2023-09-18T12:18:57.000,2023-10-21T12:01:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-21T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58849651,2023-09-18T12:18:57.000,2023-10-21T12:01:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-21T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58845964,2023-09-18T12:18:57.000,2023-09-23T13:42:18.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10460,948 EAST  179 STREET,EAST  179 STREET,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,06 BRONX,2031270020,BRONX,1016955,246440,ONLINE,Unspecified,BRONX,40.84303547550529,-73.88179734498868,"{'latitude': '40.84303547550529', 'longitude': '-73.88179734498868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58850896,2023-09-18T12:18:56.000,2023-09-29T23:29:40.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11238,243 ST MARKS AVENUE,ST MARKS AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,08 BROOKLYN,3011450068,BROOKLYN,993278,186410,ONLINE,Unspecified,BROOKLYN,40.678324545720294,-73.96745153285218,"{'latitude': '40.678324545720294', 'longitude': '-73.96745153285218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58851755,2023-09-18T12:18:54.000,2023-09-18T12:34:47.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10025,16 WEST  101 STREET,WEST  101 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T12:34:49.000,07 MANHATTAN,1018360043,MANHATTAN,994435,228994,PHONE,Unspecified,MANHATTAN,40.7952058136593,-73.96321575455761,"{'latitude': '40.7952058136593', 'longitude': '-73.96321575455761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CENTRAL PARK WEST,MANHATTAN AVENUE,CENTRAL PARK WEST,MANHATTAN AVENUE,WEST  101 STREET,,,,,,,,
58848854,2023-09-18T12:18:53.000,2023-09-18T15:44:27.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11232,421 39 STREET,39 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T15:44:30.000,07 BROOKLYN,3007050068,BROOKLYN,982736,176894,MOBILE,Unspecified,BROOKLYN,40.652209712260365,-74.0054562570807,"{'latitude': '40.652209712260365', 'longitude': '-74.0054562570807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,39 STREET,,,,,,,,
58846126,2023-09-18T12:18:37.000,2023-09-18T13:44:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11238,369 CARLTON AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-18T12:18:37.000,02 BROOKLYN,3021200005,BROOKLYN,992142,189450,ONLINE,Unspecified,BROOKLYN,40.68666973894414,-73.97154357010506,"{'latitude': '40.68666973894414', 'longitude': '-73.97154357010506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,GREENE AVENUE,LAFAYETTE AVENUE,GREENE AVENUE,CARLTON AVENUE,,,,,,,,
