unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,landmark,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location,taxi_company_borough
58874484,2023-09-20T17:45:00.000,2023-09-23T13:51:48.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,11222,698 MANHATTAN AVENUE,MANHATTAN AVENUE,BEDFORD AVENUE,NORMAN AVENUE,BEDFORD AVENUE,NORMAN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T09:40:40.000,01 BROOKLYN,3026470001,BROOKLYN,997661,203504,ONLINE,Unspecified,BROOKLYN,40.725238006946896,-73.95161555296876,"{'latitude': '40.725238006946896', 'longitude': '-73.95161555296876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,MANHATTAN AVENUE,,,,,,,,
58877351,2023-09-20T17:44:39.000,2023-09-22T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,11222,729 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,01 BROOKLYN,3026190018,BROOKLYN,997506,203847,UNKNOWN,Unspecified,BROOKLYN,40.72617969209048,-73.95217408901094,"{'latitude': '40.72617969209048', 'longitude': '-73.95217408901094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mixed Use,,,,,,N/A,2023-10-20T17:44:39.000,,
58873156,2023-09-20T17:44:35.000,2023-09-29T15:56:15.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,11222,497 MEEKER AVENUE,MEEKER AVENUE,HUMBOLDT STREET,RUSSELL STREET,HUMBOLDT STREET,RUSSELL STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:39:39.000,01 BROOKLYN,3027270001,BROOKLYN,999690,201709,ONLINE,Unspecified,BROOKLYN,40.7203078583618,-73.94429941004071,"{'latitude': '40.7203078583618', 'longitude': '-73.94429941004071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,MEEKER AVENUE,,,,,,,,
58873019,2023-09-20T17:44:35.000,2023-10-05T06:31:57.000,DOT,Department of Transportation,Street Sign - Damaged,Stop,11226,1302 DORCHESTER ROAD,DORCHESTER ROAD,ARGYLE ROAD,RUGBY ROAD,ARGYLE ROAD,RUGBY ROAD,ADDRESS,BROOKLYN,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-05T06:32:03.000,14 BROOKLYN,3051770001,BROOKLYN,993767,171890,MOBILE,Unspecified,BROOKLYN,40.63846982801928,-73.96570904363884,"{'latitude': '40.63846982801928', 'longitude': '-73.96570904363884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,DORCHESTER ROAD,,,,,,,,
58878488,2023-09-20T17:44:34.000,2023-09-22T08:01:10.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,10453,51 WEST BURNSIDE AVENUE,WEST BURNSIDE AVENUE,GRAND AVENUE,HARRISON AVENUE,GRAND AVENUE,HARRISON AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T08:01:12.000,05 BRONX,2032067501,BRONX,1009277,250436,MOBILE,Unspecified,BRONX,40.854028408924165,-73.90953229148818,"{'latitude': '40.854028408924165', 'longitude': '-73.90953229148818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST BURNSIDE AVENUE,,,,,,,,
58874579,2023-09-20T17:44:32.000,2023-09-21T10:27:46.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Spilled Garbage,11377,67-08 50 AVENUE,50 AVENUE,67 STREET,68 STREET,67 STREET,68 STREET,ADDRESS,WOODSIDE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-21T10:27:46.000,02 QUEENS,4024260023,QUEENS,1012636,207785,PHONE,Unspecified,QUEENS,40.73695291642812,-73.89757045457462,"{'latitude': '40.73695291642812', 'longitude': '-73.89757045457462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,50 AVENUE,,,,,,,,
58877810,2023-09-20T17:44:31.000,2023-09-28T16:44:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10034,98 COOPER STREET,COOPER STREET,,,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,12 MANHATTAN,1022420026,MANHATTAN,1006040,255774,ONLINE,Unspecified,MANHATTAN,40.868688186686455,-73.92121605195722,"{'latitude': '40.868688186686455', 'longitude': '-73.92121605195722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58879142,2023-09-20T17:44:15.000,2023-09-23T09:16:55.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,10452,1550 TOWNSEND AVENUE,TOWNSEND AVENUE,,,,,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,04 BRONX,2028450020,BRONX,1007928,246477,MOBILE,Unspecified,BRONX,40.84316584872606,-73.91442264038105,"{'latitude': '40.84316584872606', 'longitude': '-73.91442264038105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58878828,2023-09-20T17:44:01.000,2023-09-20T20:26:10.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11416,97-08 105 STREET,105 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T20:26:16.000,09 QUEENS,4094060010,QUEENS,1028938,189942,PHONE,Unspecified,QUEENS,40.68791086896859,-73.83886400105031,"{'latitude': '40.68791086896859', 'longitude': '-73.83886400105031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,105 STREET,,,,,,,,
58872693,2023-09-20T17:43:54.000,2023-10-15T09:47:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10029,111 EAST  100 STREET,EAST  100 STREET,,,,,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-15T00:00:00.000,11 MANHATTAN,1016280006,MANHATTAN,998065,226692,PHONE,Unspecified,MANHATTAN,40.78888251589769,-73.95011034864612,"{'latitude': '40.78888251589769', 'longitude': '-73.95011034864612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58879116,2023-09-20T17:43:50.000,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10468,27 EAST  198 STREET,EAST  198 STREET,,,,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,07 BRONX,2033190021,BRONX,1013956,256671,ONLINE,Unspecified,BRONX,40.87112708526664,-73.89259100178545,"{'latitude': '40.87112708526664', 'longitude': '-73.89259100178545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58880638,2023-09-20T17:43:50.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10468,27 EAST  198 STREET,EAST  198 STREET,,,,,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,07 BRONX,2033190021,BRONX,1013956,256671,ONLINE,Unspecified,BRONX,40.87112708526664,-73.89259100178545,"{'latitude': '40.87112708526664', 'longitude': '-73.89259100178545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58875290,2023-09-20T17:43:48.000,2023-11-10T12:06:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,11203,4207 FARRAGUT ROAD,FARRAGUT ROAD,,,,,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-10T00:00:00.000,17 BROOKLYN,3049890078,BROOKLYN,1001936,171361,PHONE,Unspecified,BROOKLYN,40.63700529177095,-73.9362764965711,"{'latitude': '40.63700529177095', 'longitude': '-73.9362764965711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,
58874179,2023-09-20T17:43:45.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11004,81-57 259 STREET,259 STREET,81 AVENUE,82 AVENUE,81 AVENUE,82 AVENUE,ADDRESS,GLEN OAKS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-21T08:42:14.000,13 QUEENS,4087340006,QUEENS,1064350,209667,PHONE,Unspecified,QUEENS,40.74180134680866,-73.71094142640825,"{'latitude': '40.74180134680866', 'longitude': '-73.71094142640825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,259 STREET,,,,,,,,
58879013,2023-09-20T17:43:30.000,2023-09-20T18:12:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10031,9 HAMILTON PLACE,HAMILTON PLACE,BROADWAY,WEST  138 STREET,BROADWAY,WEST  138 STREET,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T18:12:43.000,09 MANHATTAN,1019880150,MANHATTAN,997026,238444,ONLINE,Unspecified,MANHATTAN,40.821140079395555,-73.95384009035193,"{'latitude': '40.821140079395555', 'longitude': '-73.95384009035193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,HAMILTON PLACE,,,,,,,,
58874528,2023-09-20T17:43:26.000,2023-09-20T18:20:37.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,10011,235 WEST   22 STREET,WEST   22 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T18:20:40.000,04 MANHATTAN,1007720018,MANHATTAN,985037,210291,ONLINE,Unspecified,MANHATTAN,40.743876780946756,-73.99715985304296,"{'latitude': '40.743876780946756', 'longitude': '-73.99715985304296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,WEST   22 STREET,,,,,,,,
58872508,2023-09-20T17:43:16.000,2023-09-20T18:22:34.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,10457,BERGEN TRIANGLE,BERGEN TRIANGLE,EAST  181 STREET,BEND,EAST  181 STREET,BEND,UNRECOGNIZED,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T18:22:39.000,05 BRONX,2031570100,BRONX,1011543,250693,ONLINE,Unspecified,BRONX,40.85472708280769,-73.90134010513819,"{'latitude': '40.85472708280769', 'longitude': '-73.90134010513819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BERGEN TRIANGLE,,,,,,,,
58878248,2023-09-20T17:43:15.000,2023-09-29T11:12:04.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,11224,2941 WEST   12 STREET,WEST   12 STREET,NEPTUNE AVENUE,BRIGHTON/CULVER LINE,NEPTUNE AVENUE,BRIGHTON/CULVER LINE,ADDRESS,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T11:12:01.000,13 BROOKLYN,3072680003,BROOKLYN,989911,149209,MOBILE,Luna Playground,BROOKLYN,40.576218432613246,-73.97962171095931,"{'latitude': '40.576218432613246', 'longitude': '-73.97962171095931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Park,WEST   12 STREET,,,,,,,,
58872229,2023-09-20T17:43:11.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,11222,726 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:42:06.000,01 BROOKLYN,3026200046,BROOKLYN,997522,203825,UNKNOWN,Unspecified,BROOKLYN,40.72611928345756,-73.95211640650702,"{'latitude': '40.72611928345756', 'longitude': '-73.95211640650702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Comercial,,,,,,N/A,2023-11-14T07:42:06.000,,
58878286,2023-09-20T17:43:08.000,2023-09-27T10:18:30.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11357,163-28 20 ROAD,20 ROAD,163 STREET,166 STREET,163 STREET,166 STREET,ADDRESS,WHITESTONE,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T10:18:33.000,07 QUEENS,4057490019,QUEENS,1039645,223311,ONLINE,Unspecified,QUEENS,40.779439781155915,-73.79998207899514,"{'latitude': '40.779439781155915', 'longitude': '-73.79998207899514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,20 ROAD,,,,,,,,
58876079,2023-09-20T17:43:06.000,2023-09-20T17:56:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11234,4623 AVENUE N,AVENUE N,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T17:56:08.000,18 BROOKLYN,3078710001,BROOKLYN,1003555,164707,MOBILE,Unspecified,BROOKLYN,40.61873808721378,-73.93046219647955,"{'latitude': '40.61873808721378', 'longitude': '-73.93046219647955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,AVENUE N,,,,,,,,
58875465,2023-09-20T17:42:51.000,2023-09-20T22:44:44.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10466,1794 PITMAN AVENUE,PITMAN AVENUE,GUNTHER AVENUE,WICKHAM AVENUE,GUNTHER AVENUE,WICKHAM AVENUE,ADDRESS,BRONX,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T22:44:48.000,12 BRONX,2050110009,BRONX,1025793,265627,MOBILE,Unspecified,BRONX,40.89566069841686,-73.8497360800264,"{'latitude': '40.89566069841686', 'longitude': '-73.8497360800264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,PITMAN AVENUE,,,,,,,,
58879573,2023-09-20T17:42:48.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Smoke/Odor,11385,60-99 PUTNAM AVENUE,PUTNAM AVENUE,STIER PLACE,FRESH POND ROAD,STIER PLACE,FRESH POND ROAD,ADDRESS,RIDGEWOOD,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-22T09:57:32.000,05 QUEENS,4035300062,QUEENS,1012779,196679,MOBILE,Unspecified,QUEENS,40.70646918995623,-73.89710152200975,"{'latitude': '40.70646918995623', 'longitude': '-73.89710152200975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mobile Food Vendor,PUTNAM AVENUE,,,,,,,,
58877490,2023-09-20T17:42:46.000,2023-09-20T17:57:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,11375,63-09 108 STREET,108 STREET,63 AVENUE,63 ROAD,63 AVENUE,63 ROAD,ADDRESS,FOREST HILLS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T17:57:58.000,06 QUEENS,4021670001,QUEENS,1025678,206992,MOBILE,Unspecified,QUEENS,40.734724856034425,-73.85051397139026,"{'latitude': '40.734724856034425', 'longitude': '-73.85051397139026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,108 STREET,,,,,,,,
58874728,2023-09-20T17:42:35.000,2023-09-22T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,11222,720 MANHATTAN AVENUE,MANHATTAN AVENUE,,,,,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,01 BROOKLYN,3026200044,BROOKLYN,997538,203789,UNKNOWN,Unspecified,BROOKLYN,40.7260204482047,-73.95205875175141,"{'latitude': '40.7260204482047', 'longitude': '-73.95205875175141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mixed Use,,,,,,N/A,2023-10-20T17:42:35.000,,
58877332,2023-09-20T17:42:27.000,2023-09-20T22:57:23.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,11214,8750 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,Closed,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,2023-09-20T22:57:29.000,11 BROOKLYN,3064140062,BROOKLYN,985134,157533,ONLINE,Unspecified,BROOKLYN,40.599067916243015,-73.99681671574909,"{'latitude': '40.599067916243015', 'longitude': '-73.99681671574909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,BAY PARKWAY,,,,,,,,
58877103,2023-09-20T17:42:21.000,2023-09-22T05:46:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,10039,248 WEST  147 STREET,WEST  147 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-22T05:46:50.000,10 MANHATTAN,,MANHATTAN,1000838,239394,ONLINE,Unspecified,MANHATTAN,40.823741223896725,-73.94006492355682,"{'latitude': '40.823741223896725', 'longitude': '-73.94006492355682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,WEST  147 STREET,,,,,,,,
58880205,2023-09-20T17:42:15.000,2023-09-20T23:48:39.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10465,756 EDISON AVENUE,EDISON AVENUE,RANDALL AVENUE,PHILIP AVENUE,RANDALL AVENUE,PHILIP AVENUE,ADDRESS,BRONX,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T23:48:45.000,10 BRONX,2054320027,BRONX,1033599,240852,PHONE,Unspecified,BRONX,40.82762073233987,-73.82168372627976,"{'latitude': '40.82762073233987', 'longitude': '-73.82168372627976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,EDISON AVENUE,,,,,,,,
