unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,facility_type
58961664,2023-09-29T10:13:47.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10025,120 WEST   97 STREET,WEST   97 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,07 MANHATTAN,1018510008,MANHATTAN,993141,228521,PHONE,Unspecified,MANHATTAN,40.793908953480674,-73.96788980334472,"{'latitude': '40.793908953480674', 'longitude': '-73.96788980334472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T17:49:56.000,,,,,,,,,,,
58967436,2023-09-29T10:13:47.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10025,120 WEST   97 STREET,WEST   97 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,07 MANHATTAN,1018510008,MANHATTAN,993141,228521,PHONE,Unspecified,MANHATTAN,40.793908953480674,-73.96788980334472,"{'latitude': '40.793908953480674', 'longitude': '-73.96788980334472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T17:49:56.000,,,,,,,,,,,
58965827,2023-09-29T10:13:47.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10025,120 WEST   97 STREET,WEST   97 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,07 MANHATTAN,1018510008,MANHATTAN,993141,228521,PHONE,Unspecified,MANHATTAN,40.793908953480674,-73.96788980334472,"{'latitude': '40.793908953480674', 'longitude': '-73.96788980334472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T17:49:55.000,,,,,,,,,,,
58967672,2023-09-29T10:13:46.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,50 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,02 BROOKLYN,3019570030,BROOKLYN,992382,189258,ONLINE,Unspecified,BROOKLYN,40.68614252568358,-73.970678426438,"{'latitude': '40.68614252568358', 'longitude': '-73.970678426438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T02:01:46.000,,,,,,,,,,,
58963792,2023-09-29T10:13:45.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,,,,,,Closed,See notes for information.,2023-09-29T10:33:56.000,0 Unspecified,,Unspecified,986538,217644,UNKNOWN,Unspecified,Unspecified,40.76405863794487,-73.99174050149318,"{'latitude': '40.76405863794487', 'longitude': '-73.99174050149318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:33:52.000,,,,,,,,,,,
59453224,2023-09-29T10:13:37.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11232,456 41 STREET,41 STREET,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3007190031,BROOKLYN,982566,176357,ONLINE,Unspecified,BROOKLYN,40.65073573340007,-74.0060687806661,"{'latitude': '40.65073573340007', 'longitude': '-74.0060687806661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,41 STREET,,,,,,
59453185,2023-09-29T10:13:37.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,11232,4112 5 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,,BROOKLYN,982801,176095,PHONE,Unspecified,BROOKLYN,40.650016641883425,-74.00522183396956,"{'latitude': '40.650016641883425', 'longitude': '-74.00522183396956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,41 STREET,42 STREET,41 STREET,42 STREET,5 AVENUE,,,,,,
59436042,2023-09-29T10:13:34.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11377,61-07 WOODSIDE AVENUE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,In Progress,,,02 QUEENS,,QUEENS,1010993,210668,ONLINE,Unspecified,QUEENS,40.74487115000427,-73.90348767589171,"{'latitude': '40.74487115000427', 'longitude': '-73.90348767589171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,61 STREET,61 STREET,61 STREET,61 STREET,WOODSIDE AVENUE,,,,,,
58960038,2023-09-29T10:13:29.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10038,90 JOHN STREET,JOHN STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 MANHATTAN,1000697502,MANHATTAN,982458,197283,ONLINE,Unspecified,MANHATTAN,40.70817283755487,-74.006463554382,"{'latitude': '40.70817283755487', 'longitude': '-74.006463554382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T11:09:44.000,,,,,,,,,,,
59435940,2023-09-29T10:13:28.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11238,50 GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,Closed,,2023-10-10T00:00:00.000,02 BROOKLYN,3019570030,BROOKLYN,992382,189258,ONLINE,Unspecified,BROOKLYN,40.68614252568358,-73.970678426438,"{'latitude': '40.68614252568358', 'longitude': '-73.970678426438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T00:00:00.000,CARLTON AVENUE,ADELPHI STREET,CARLTON AVENUE,ADELPHI STREET,GREENE AVENUE,,,,,,
58961690,2023-09-29T10:13:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11213,740 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T12:11:05.000,09 BROOKLYN,,BROOKLYN,1001488,181117,MOBILE,Unspecified,BROOKLYN,40.66378426870688,-73.93786572797629,"{'latitude': '40.66378426870688', 'longitude': '-73.93786572797629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T12:11:02.000,ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,EMPIRE BOULEVARD,,,,,,
58956650,2023-09-29T10:13:21.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11208,327 MILFORD STREET,MILFORD STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,05 BROOKLYN,3042620009,BROOKLYN,1018587,183800,ONLINE,Unspecified,BROOKLYN,40.6710986976664,-73.87621887666245,"{'latitude': '40.6710986976664', 'longitude': '-73.87621887666245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T15:15:12.000,,,,,,,,,,,
59010626,2023-09-29T10:13:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,2720 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T10:48:53.000,07 BRONX,2033040035,BRONX,1013785,255380,MOBILE,Unspecified,BRONX,40.86758426084022,-73.89321498210387,"{'latitude': '40.86758426084022', 'longitude': '-73.89321498210387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:48:51.000,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,GRAND CONCOURSE,,,,,,
58963127,2023-09-29T10:13:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11206,123 MELROSE STREET,MELROSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 BROOKLYN,3031520048,BROOKLYN,1002826,194147,ONLINE,Unspecified,BROOKLYN,40.69954593916354,-73.93300699718094,"{'latitude': '40.69954593916354', 'longitude': '-73.93300699718094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T02:02:49.000,,,,,,,,,,,
58959679,2023-09-29T10:13:16.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11206,123 MELROSE STREET,MELROSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 BROOKLYN,3031520048,BROOKLYN,1002826,194147,ONLINE,Unspecified,BROOKLYN,40.69954593916354,-73.93300699718094,"{'latitude': '40.69954593916354', 'longitude': '-73.93300699718094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T02:02:49.000,,,,,,,,,,,
58966283,2023-09-29T10:13:16.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,ROOF DOOR/HATCH,RESIDENTIAL BUILDING,11206,123 MELROSE STREET,MELROSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 BROOKLYN,3031520048,BROOKLYN,1002826,194147,ONLINE,Unspecified,BROOKLYN,40.69954593916354,-73.93300699718094,"{'latitude': '40.69954593916354', 'longitude': '-73.93300699718094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T02:02:49.000,,,,,,,,,,,
58967412,2023-09-29T10:13:16.000,HPD,Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,11206,123 MELROSE STREET,MELROSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 BROOKLYN,3031520048,BROOKLYN,1002826,194147,ONLINE,Unspecified,BROOKLYN,40.69954593916354,-73.93300699718094,"{'latitude': '40.69954593916354', 'longitude': '-73.93300699718094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T02:02:49.000,,,,,,,,,,,
58962874,2023-09-29T10:13:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11206,123 MELROSE STREET,MELROSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,04 BROOKLYN,3031520048,BROOKLYN,1002826,194147,ONLINE,Unspecified,BROOKLYN,40.69954593916354,-73.93300699718094,"{'latitude': '40.69954593916354', 'longitude': '-73.93300699718094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-12T02:02:49.000,,,,,,,,,,,
58957018,2023-09-29T10:13:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11220,452 53 STREET,53 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,07 BROOKLYN,3008150029,BROOKLYN,980608,173923,ONLINE,Unspecified,BROOKLYN,40.64405434116397,-74.0131236852881,"{'latitude': '40.64405434116397', 'longitude': '-74.0131236852881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T18:00:48.000,,,,,,,,,,,
58964578,2023-09-29T10:13:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11220,452 53 STREET,53 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,07 BROOKLYN,3008150029,BROOKLYN,980608,173923,ONLINE,Unspecified,BROOKLYN,40.64405434116397,-74.0131236852881,"{'latitude': '40.64405434116397', 'longitude': '-74.0131236852881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T18:00:50.000,,,,,,,,,,,
59435942,2023-09-29T10:13:14.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10038,100 JOHN STREET,JOHN STREET,ADDRESS,NEW YORK,Closed,,2023-10-03T00:00:00.000,01 MANHATTAN,1000697502,MANHATTAN,982541,197214,ONLINE,Unspecified,MANHATTAN,40.70798346529741,-74.0061641646523,"{'latitude': '40.70798346529741', 'longitude': '-74.0061641646523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T00:00:00.000,GOLD STREET,CLIFF STREET,GOLD STREET,CLIFF STREET,JOHN STREET,,,,,,
58964230,2023-09-29T10:13:13.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10010,225 EAST   25 STREET,EAST   25 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,06 MANHATTAN,1009060014,MANHATTAN,989380,208813,ONLINE,Unspecified,MANHATTAN,40.73981858634881,-73.98148784427083,"{'latitude': '40.73981858634881', 'longitude': '-73.98148784427083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T18:33:28.000,,,,,,,,,,,
59459578,2023-09-29T10:13:07.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,10013,21 LEONARD STREET,LEONARD STREET,ADDRESS,NEW YORK,Closed,,2023-10-01T10:10:00.000,01 MANHATTAN,1001797501,MANHATTAN,982093,201084,PHONE,Unspecified,MANHATTAN,40.71860559465791,-74.00778128859983,"{'latitude': '40.71860559465791', 'longitude': '-74.00778128859983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T10:10:00.000,HUDSON STREET,WEST BROADWAY,HUDSON STREET,WEST BROADWAY,LEONARD STREET,,,,,,
59436824,2023-09-29T10:13:05.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11208,327 MILFORD STREET,MILFORD STREET,ADDRESS,BROOKLYN,In Progress,,,05 BROOKLYN,,BROOKLYN,1018587,183800,ONLINE,Unspecified,BROOKLYN,40.6710986976664,-73.87621887666245,"{'latitude': '40.6710986976664', 'longitude': '-73.87621887666245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,MILFORD STREET,,,,,,
59460020,2023-09-29T10:13:04.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10452,40 FEATHERBED LANE,FEATHERBED LANE,ADDRESS,BRONX,In Progress,,,05 BRONX,,BRONX,1007609,247490,PHONE,Unspecified,BRONX,40.84594708494274,-73.91557204520007,"{'latitude': '40.84594708494274', 'longitude': '-73.91557204520007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,INWOOD AVENUE,BEND,INWOOD AVENUE,BEND,FEATHERBED LANE,,,,,,
59435447,2023-09-29T10:13:04.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11236,EAST  108 STREET,EAST  108 STREET,INTERSECTION,,Closed,,2023-09-30T08:20:00.000,18 BROOKLYN,,BROOKLYN,1015256,174310,PHONE,Unspecified,BROOKLYN,40.64506304635427,-73.88827038811743,"{'latitude': '40.64506304635427', 'longitude': '-73.88827038811743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T08:20:00.000,EAST  108 STREET,FLATLANDS    3 STREET,EAST  108 STREET,FLATLANDS    3 STREET,,,,,,,
58958569,2023-09-29T10:13:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11220,529 59 STREET,59 STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,07 BROOKLYN,3008560064,BROOKLYN,980147,172303,ONLINE,Unspecified,BROOKLYN,40.63960758730728,-74.01478388042084,"{'latitude': '40.63960758730728', 'longitude': '-74.01478388042084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59455979,2023-09-29T10:12:57.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,10473,957 FTELEY AVENUE,FTELEY AVENUE,ADDRESS,BRONX,Closed,,2023-10-20T14:55:00.000,09 BRONX,,BRONX,1020127,239570,PHONE,Unspecified,BRONX,40.82416700811842,-73.87036983881889,"{'latitude': '40.82416700811842', 'longitude': '-73.87036983881889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-20T14:55:00.000,BANYER PLACE,BRUCKNER BOULEVARD,BANYER PLACE,BRUCKNER BOULEVARD,FTELEY AVENUE,,,,,,
58958433,2023-09-29T10:12:55.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10026,2079 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,10 MANHATTAN,1018470021,MANHATTAN,996146,231527,PHONE,Unspecified,MANHATTAN,40.80215606991782,-73.95703180379321,"{'latitude': '40.80215606991782', 'longitude': '-73.95703180379321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T10:13:34.000,,,,,,,,,,,
58966229,2023-09-29T10:12:53.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11222,13 DIAMOND STREET,DIAMOND STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,01 BROOKLYN,3026840032,BROOKLYN,999303,202886,ONLINE,Unspecified,BROOKLYN,40.72353910535864,-73.94569289955874,"{'latitude': '40.72353910535864', 'longitude': '-73.94569289955874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
