unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough,due_date
58955494,2023-09-28T22:24:34.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10036,340 WEST   47 STREET,WEST   47 STREET,ADDRESS,NEW YORK,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:31:01.000,04 MANHATTAN,1010370054,MANHATTAN,987376,216501,PHONE,Unspecified,MANHATTAN,40.760921140478935,-73.98871591951574,"{'latitude': '40.760921140478935', 'longitude': '-73.98871591951574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   47 STREET,,,,,,,,,
58946167,2023-09-28T22:24:34.000,2023-09-28T22:53:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-42 101 STREET,101 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T22:53:59.000,03 QUEENS,,QUEENS,1020913,215632,PHONE,Unspecified,QUEENS,40.75846049580762,-73.86766055153517,"{'latitude': '40.75846049580762', 'longitude': '-73.86766055153517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,101 STREET,,,,,,,,,
58946284,2023-09-28T22:24:33.000,2023-09-28T22:33:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,233 LANDING ROAD,LANDING ROAD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T22:33:43.000,07 BRONX,,BRONX,1008841,253488,ONLINE,Unspecified,BRONX,40.86240645467484,-73.91109714827905,"{'latitude': '40.86240645467484', 'longitude': '-73.91109714827905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,LANDING ROAD,,,,,,,,,
58948339,2023-09-28T22:24:30.000,2023-11-15T12:40:56.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,11201,122 ASHLAND PLACE,ASHLAND PLACE,ADDRESS,BROOKLYN,Closed,The Department of Consumer and Worker Protection (DCWP) finished reviewing your complaint. DCWP will contact you directly to report its status.,2023-11-15T12:41:02.000,02 BROOKLYN,,BROOKLYN,990064,191560,ONLINE,Unspecified,BROOKLYN,40.69246281230813,-73.97903445808508,"{'latitude': '40.69246281230813', 'longitude': '-73.97903445808508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,WILLOUGHBY STREET,MYRTLE AVENUE,WILLOUGHBY STREET,ASHLAND PLACE,,,,,,,,,
58950525,2023-09-28T22:24:12.000,2023-10-02T12:25:03.000,TLC,Taxi and Limousine Commission,Lost Property,Other,Taxi,11430,JFK AIRPORT,JFK AIRPORT,UNRECOGNIZED,JAMAICA,Closed,See notes for information.,2023-10-02T12:25:07.000,83 QUEENS,,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,JOHN F KENNEDY AIRPORT,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,
58946178,2023-09-28T22:24:04.000,2023-09-28T23:07:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,198-46 30 AVENUE,30 AVENUE,ADDRESS,FLUSHING,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T23:07:06.000,11 QUEENS,4060210026,QUEENS,1042195,219881,ONLINE,Unspecified,QUEENS,40.770009008349305,-73.790804258184,"{'latitude': '40.770009008349305', 'longitude': '-73.790804258184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANCIS LEWIS BOULEVARD,JORDAN STREET,FRANCIS LEWIS BOULEVARD,JORDAN STREET,30 AVENUE,,,,,,,,,
58948702,2023-09-28T22:23:27.000,2023-09-29T00:08:53.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10309,25 MORENO COURT,MORENO COURT,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:08:58.000,03 STATEN ISLAND,,STATEN ISLAND,924998,134425,PHONE,Unspecified,STATEN ISLAND,40.535443110194315,-74.21316355564211,"{'latitude': '40.535443110194315', 'longitude': '-74.21316355564211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EL CAMINO LOOP,DEAD END,EL CAMINO LOOP,DEAD END,MORENO COURT,,,,,,,,,
58950936,2023-09-28T22:23:26.000,2023-09-28T22:33:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3277 DECATUR AVENUE,DECATUR AVENUE,ADDRESS,BRONX,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-28T22:33:07.000,07 BRONX,,BRONX,1019062,258378,MOBILE,Unspecified,BRONX,40.87579361001514,-73.87412021742101,"{'latitude': '40.87579361001514', 'longitude': '-73.87412021742101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  207 STREET,EAST  209 STREET,EAST  207 STREET,EAST  209 STREET,DECATUR AVENUE,,,,,,,,,
58951310,2023-09-28T22:23:07.000,2023-09-28T22:49:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,200 WEST  140 STREET,WEST  140 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T22:49:49.000,10 MANHATTAN,1020250034,MANHATTAN,1000335,237546,MOBILE,Unspecified,MANHATTAN,40.81866991732976,-73.94188677153149,"{'latitude': '40.81866991732976', 'longitude': '-73.94188677153149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  140 STREET,,,,,,,,,
58951177,2023-09-28T22:22:55.000,2023-09-28T22:34:04.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Posting of Signs,Park,10026,48 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-28T22:34:07.000,10 MANHATTAN,1018220024,MANHATTAN,997408,230850,PHONE,Unspecified,MANHATTAN,40.80029610120122,-73.95247480385893,"{'latitude': '40.80029610120122', 'longitude': '-73.95247480385893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ST NICHOLAS AVENUE,,,,,,,,,
58949825,2023-09-28T22:22:51.000,2023-09-28T22:50:46.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10019,857 NINTH AVENUE,NINTH AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T22:50:51.000,04 MANHATTAN,1010650034,MANHATTAN,988033,218739,MOBILE,Unspecified,MANHATTAN,40.767063616485785,-73.98634305387702,"{'latitude': '40.767063616485785', 'longitude': '-73.98634305387702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   55 STREET,WEST   56 STREET,WEST   55 STREET,WEST   56 STREET,9 AVENUE,,,,,,,,,
58950087,2023-09-28T22:22:46.000,2023-10-01T18:51:49.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58948097,2023-09-28T22:22:14.000,2023-10-02T10:46:35.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11212,9202 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T10:46:40.000,17 BROOKLYN,,BROOKLYN,1006079,178438,PHONE,Unspecified,BROOKLYN,40.65642087823893,-73.92132617555062,"{'latitude': '40.65642087823893', 'longitude': '-73.92132617555062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,KINGS HIGHWAY,,,,,,,,,
58950993,2023-09-28T22:22:07.000,2023-09-28T23:10:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10033,21 WADSWORTH AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T23:10:49.000,12 MANHATTAN,1021430038,MANHATTAN,1001363,247301,MOBILE,Unspecified,MANHATTAN,40.84544264970849,-73.93814784320182,"{'latitude': '40.84544264970849', 'longitude': '-73.93814784320182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,WADSWORTH AVENUE,,,,,,,,,
58949441,2023-09-28T22:22:01.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10002,402 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-29T01:42:05.000,03 MANHATTAN,1003467501,MANHATTAN,987859,200150,MOBILE,Unspecified,MANHATTAN,40.716041515569714,-73.98698118206538,"{'latitude': '40.716041515569714', 'longitude': '-73.98698118206538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SUFFOLK STREET,CLINTON STREET,SUFFOLK STREET,CLINTON STREET,GRAND STREET,,,,,,,,,
58954673,2023-09-28T22:21:48.000,2023-09-28T23:19:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,965 71 STREET,71 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T23:20:02.000,10 BROOKLYN,3058970042,BROOKLYN,980806,167722,PHONE,Unspecified,BROOKLYN,40.62703399459242,-74.01240704165909,"{'latitude': '40.62703399459242', 'longitude': '-74.01240704165909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT HAMILTON PARKWAY,10 AVENUE,FORT HAMILTON PARKWAY,10 AVENUE,71 STREET,,,,,,,,,
58955463,2023-09-28T22:21:45.000,2023-10-02T11:48:11.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10111,ROCKEFELLER CENTER,ROCKEFELLER CENTER,UNRECOGNIZED,NEW YORK,Closed,See notes for information.,2023-10-02T11:48:14.000,05 MANHATTAN,,MANHATTAN,990388,215899,PHONE,Unspecified,MANHATTAN,40.759267226828676,-73.9778439005916,"{'latitude': '40.759267226828676', 'longitude': '-73.9778439005916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ROCKEFELLER CENTER,,"ROCKEFELLER CENTER, MANHATTAN (NEW YORK) ,NY, 10111",,,,,,,
58946251,2023-09-28T22:20:58.000,2023-09-28T22:45:57.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10028,1215 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T22:46:01.000,08 MANHATTAN,1015110020,MANHATTAN,996073,222403,ONLINE,Unspecified,MANHATTAN,40.777113241637764,-73.95731153901689,"{'latitude': '40.777113241637764', 'longitude': '-73.95731153901689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   82 STREET,EAST   83 STREET,EAST   82 STREET,EAST   83 STREET,LEXINGTON AVENUE,,,,,,,,,
58952427,2023-09-28T22:20:54.000,2023-09-29T01:12:36.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,411 TROUTMAN STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T01:12:42.000,04 BROOKLYN,,BROOKLYN,1005737,196846,MOBILE,Unspecified,BROOKLYN,40.70694746805505,-73.9225000792211,"{'latitude': '40.70694746805505', 'longitude': '-73.9225000792211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF AVENUE,SCOTT AVENUE,WYCKOFF AVENUE,SCOTT AVENUE,TROUTMAN STREET,,,,,,,,,
58953741,2023-09-28T22:20:29.000,2023-09-29T00:57:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,404 SUYDAM STREET,SUYDAM STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T00:57:30.000,04 BROOKLYN,3032220015,BROOKLYN,1006371,196380,ONLINE,Unspecified,BROOKLYN,40.705666846215436,-73.92021488217888,"{'latitude': '40.705666846215436', 'longitude': '-73.92021488217888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,SUYDAM STREET,,,,,,,,,
58951302,2023-09-28T22:20:23.000,2023-09-28T22:45:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11432,166-05 HIGHLAND AVENUE,HIGHLAND AVENUE,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T22:45:16.000,08 QUEENS,4098490130,QUEENS,1040462,198447,ONLINE,Unspecified,QUEENS,40.71118935808033,-73.79723990768915,"{'latitude': '40.71118935808033', 'longitude': '-73.79723990768915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",166 STREET,167 STREET,166 STREET,167 STREET,HIGHLAND AVENUE,,,,,,,,,
