unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location
59459435,2023-09-29T11:22:02.000,2023-09-29T13:20:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11204,6116 20 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T13:20:00.000,11 BROOKLYN,,BROOKLYN,988789,164670,PHONE,Unspecified,BROOKLYN,40.61865639918998,-73.98365026300999,"{'latitude': '40.61865639918998', 'longitude': '-73.98365026300999', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",61 STREET,62 STREET,61 STREET,62 STREET,20 AVENUE,,,,,,,
58966370,2023-09-29T11:22:01.000,,DOE,Department of Education,School Maintenance,Other School Condition,School,11369,32-63 93 STREET,93 STREET,ADDRESS,EAST ELMHURST,In Progress,,,03 QUEENS,,QUEENS,1018803,215268,ONLINE,The Ivan Lafayette Early Childhood School of the A,QUEENS,40.757469907543296,-73.8752787070098,"{'latitude': '40.757469907543296', 'longitude': '-73.8752787070098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,93 STREET,,,,,,,
58963797,2023-09-29T11:22:00.000,2023-09-29T12:22:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11211,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T12:22:00.000,01 BROOKLYN,,BROOKLYN,999333,198493,UNKNOWN,Unspecified,BROOKLYN,40.71148132577357,-73.94559451124792,"{'latitude': '40.71148132577357', 'longitude': '-73.94559451124792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,MANHATTAN AVENUE,GRAND STREET,,N/A,,,,,,
58961450,2023-09-29T11:21:59.000,2023-10-02T18:55:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10452,989 OGDEN AVENUE,OGDEN AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,04 BRONX,2025240056,BRONX,1003730,242605,PHONE,Unspecified,BRONX,40.83254859432943,-73.92960634945808,"{'latitude': '40.83254859432943', 'longitude': '-73.92960634945808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58957266,2023-09-29T11:21:52.000,,DOHMH,Department of Health and Mental Hygiene,Construction Lead Dust,Common Areas and Apartment,3+ Family Apartment Building,11249,135 KENT AVENUE,KENT AVENUE,ADDRESS,BROOKLYN,In Progress,,,01 BROOKLYN,,BROOKLYN,994675,201478,PHONE,Unspecified,BROOKLYN,40.719681150342815,-73.96239163414805,"{'latitude': '40.719681150342815', 'longitude': '-73.96239163414805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH    6 STREET,NORTH    5 STREET,NORTH    6 STREET,NORTH    5 STREET,KENT AVENUE,,,,,,,
58963310,2023-09-29T11:21:48.000,2023-09-29T11:42:51.000,NYPD,New York City Police Department,Drug Activity,Use Indoor,Hallway,11216,181 KOSCIUSKO STREET,KOSCIUSKO STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T11:42:49.000,03 BROOKLYN,,BROOKLYN,998796,191057,PHONE,Unspecified,BROOKLYN,40.69107214961875,-73.94754757010348,"{'latitude': '40.69107214961875', 'longitude': '-73.94754757010348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,KOSCIUSZKO STREET,,,,,,,
58957803,2023-09-29T11:21:44.000,2023-09-29T12:10:00.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11231,103 FOURTH STREET,FOURTH STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T12:10:05.000,06 BROOKLYN,3004650033,BROOKLYN,986251,185765,MOBILE,Unspecified,BROOKLYN,40.67655854400971,-73.99278602606395,"{'latitude': '40.67655854400971', 'longitude': '-73.99278602606395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,4 STREET,,,,,,,
59459641,2023-09-29T11:21:42.000,2023-09-29T11:23:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11211,228 NORTH   12 STREET,NORTH   12 STREET,ADDRESS,BROOKLYN,Closed,,2023-09-29T11:23:00.000,01 BROOKLYN,3022920009,BROOKLYN,997283,201414,PHONE,Unspecified,BROOKLYN,40.7195020280468,-73.95298335507863,"{'latitude': '40.7195020280468', 'longitude': '-73.95298335507863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRIGGS AVENUE,UNION AVENUE,DRIGGS AVENUE,UNION AVENUE,NORTH   12 STREET,,,,,,,
58957275,2023-09-29T11:21:42.000,2023-09-29T11:44:17.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10309,32 MORRIS STREET,MORRIS STREET,ADDRESS,STATEN ISLAND,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond. Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-29T07:44:14.000,03 STATEN ISLAND,5061650020,STATEN ISLAND,925537,141026,ONLINE,Unspecified,STATEN ISLAND,40.55356513873156,-74.21128174823265,"{'latitude': '40.55356513873156', 'longitude': '-74.21128174823265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SAMANTHA LANE,ALVERSON AVENUE,SAMANTHA LANE,ALVERSON AVENUE,MORRIS STREET,,,,,,,
59445723,2023-09-29T11:21:39.000,2023-09-29T11:53:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11692,65-20 ALMEDA AVENUE,ALMEDA AVENUE,ADDRESS,ARVERNE,Closed,,2023-09-29T11:53:00.000,14 QUEENS,,QUEENS,1041210,156883,PHONE,Unspecified,QUEENS,40.59710080384731,-73.7948928791738,"{'latitude': '40.59710080384731', 'longitude': '-73.7948928791738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   65 STREET,BEACH   66 STREET,BEACH   65 STREET,BEACH   66 STREET,ALMEDA AVENUE,,,,,,,
58975316,2023-09-29T11:21:37.000,2023-10-10T08:30:42.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-10T08:30:50.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,Grand Central Pkwy,East/Long Island Bound,Roadway,69 Rd. Jewel Ave. (Exit 11 W-E) - 78 Ave Queens Blvd (NY 25) (Exit 12),
59456531,2023-09-29T11:21:35.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11216,375 GATES AVENUE,GATES AVENUE,ADDRESS,BROOKLYN,In Progress,,,03 BROOKLYN,,BROOKLYN,997490,189221,PHONE,Unspecified,BROOKLYN,40.68603480219816,-73.95226057319618,"{'latitude': '40.68603480219816', 'longitude': '-73.95226057319618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,GATES AVENUE,,,,,,,
59453167,2023-09-29T11:21:32.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10019,450 WEST   58 STREET,WEST   58 STREET,ADDRESS,NEW YORK,In Progress,,,04 MANHATTAN,,MANHATTAN,987944,219515,PHONE,Unspecified,MANHATTAN,40.769193572651,-73.98666392481157,"{'latitude': '40.769193572651', 'longitude': '-73.98666392481157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   58 STREET,,,,,,,
59459676,2023-09-29T11:21:23.000,,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,,,,,,,In Progress,,,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,
59445433,2023-09-29T11:21:18.000,2023-09-29T11:23:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11206,744A WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-29T11:23:00.000,03 BROOKLYN,3015910022,BROOKLYN,1001134,192498,PHONE,Unspecified,BROOKLYN,40.69502320902452,-73.93911320457529,"{'latitude': '40.69502320902452', 'longitude': '-73.93911320457529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,WILLOUGHBY AVENUE,,,,,,,
58966600,2023-09-29T11:21:12.000,2023-09-29T13:01:36.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10025,601 WEST  115 STREET,WEST  115 STREET,ADDRESS,NEW YORK,Closed,N/A,2023-09-29T13:01:42.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  115 STREET,,,,,,,
58959233,2023-09-29T11:21:09.000,2023-09-29T14:59:06.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10065,EAST   65 STREET,EAST   65 STREET,INTERSECTION,,Closed,See notes for information.,2023-09-29T14:59:09.000,08 MANHATTAN,,MANHATTAN,992928,218842,UNKNOWN,Unspecified,MANHATTAN,40.76734287488971,-73.96867156292758,"{'latitude': '40.76734287488971', 'longitude': '-73.96867156292758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   65 STREET,MADISON AVENUE,EAST   65 STREET,MADISON AVENUE,,,,,,,,"EAST   65 STREET AND MADISON AVENUE, MANHATTAN, NY, 10065"
59453146,2023-09-29T11:21:06.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10457,1661 TOPPING AVENUE,TOPPING AVENUE,ADDRESS,BRONX,In Progress,,,04 BRONX,,BRONX,1010281,246467,PHONE,Unspecified,BRONX,40.8431317787954,-73.90591843984855,"{'latitude': '40.8431317787954', 'longitude': '-73.90591843984855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,TOPPING AVENUE,,,,,,,
58957750,2023-09-29T11:21:00.000,2023-09-29T15:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11211,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T15:00:00.000,01 BROOKLYN,,BROOKLYN,997304,199432,UNKNOWN,Unspecified,BROOKLYN,40.7140618829546,-73.9529114410158,"{'latitude': '40.7140618829546', 'longitude': '-73.9529114410158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,METROPOLITAN AVENUE,RODNEY STREET,,N/A,,,,,,
58962463,2023-09-29T11:21:00.000,2023-09-30T01:10:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10021,1265 3 AVENUE,3 AVENUE,ADDRESS,NEW YORK,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-30T01:10:00.000,08 MANHATTAN,1014270001,MANHATTAN,995269,219909,UNKNOWN,Unspecified,MANHATTAN,40.77026890433898,-73.96021857342315,"{'latitude': '40.77026890433898', 'longitude': '-73.96021857342315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",72 ST E,73 ST E,,,,,,,,,,
58963798,2023-09-29T11:21:00.000,2023-09-29T11:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11212,,,INTERSECTION,BROOKLYN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-29T11:45:00.000,17 BROOKLYN,,BROOKLYN,1006423,179690,UNKNOWN,Unspecified,BROOKLYN,40.659856487091254,-73.92008225026589,"{'latitude': '40.659856487091254', 'longitude': '-73.92008225026589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,KINGS HIGHWAY,EAST 96 STREET,,N/A,,,,,,
59435976,2023-09-29T11:20:56.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10459,1119 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,BRONX,In Progress,,,02 BRONX,,BRONX,1015010,240483,PHONE,Unspecified,BRONX,40.82669223323833,-73.8888542883302,"{'latitude': '40.82669223323833', 'longitude': '-73.8888542883302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WESTCHESTER AVENUE,EAST  167 STREET,WESTCHESTER AVENUE,EAST  167 STREET,BRYANT AVENUE,,,,,,,
58959345,2023-09-29T11:20:54.000,2023-10-17T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,11206,10 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-18T06:53:52.000,01 BROOKLYN,3031130001,BROOKLYN,999737,195226,UNKNOWN,Unspecified,BROOKLYN,40.70251348619003,-73.94414476807651,"{'latitude': '40.70251348619003', 'longitude': '-73.94414476807651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-29T11:20:54.000,,,,,
58957846,2023-09-29T11:20:52.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10467,340 EAST  207 STREET,EAST  207 STREET,ADDRESS,BRONX,Assigned,The Department of Buildings attempted to investigate this complaint but could not gain access to the location. Please schedule an appointment for a follow up inspection by contacting the appropriate unit at Department of Buildings. You can find contact information at https://www1.nyc.gov/site/buildings/about/contact-us.page.,2023-11-14T00:00:00.000,07 BRONX,2033500023,BRONX,1018771,258135,UNKNOWN,Unspecified,BRONX,40.87512779357395,-73.8751737206958,"{'latitude': '40.87512779357395', 'longitude': '-73.8751737206958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59446214,2023-09-29T11:20:49.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10456,600 EAST  167 STREET,EAST  167 STREET,ADDRESS,BRONX,In Progress,,,03 BRONX,,BRONX,1010752,241112,PHONE,Unspecified,BRONX,40.82843246012741,-73.90423730541498,"{'latitude': '40.82843246012741', 'longitude': '-73.90423730541498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRANKLIN AVENUE,BOSTON ROAD,FRANKLIN AVENUE,BOSTON ROAD,EAST  167 STREET,,,,,,,
59445561,2023-09-29T11:20:36.000,2023-09-29T20:15:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11369,24-17 88 STREET,88 STREET,ADDRESS,EAST ELMHURST,Closed,,2023-09-29T20:15:00.000,03 QUEENS,,QUEENS,1017108,217999,ONLINE,Unspecified,QUEENS,40.764972255915445,-73.881383563249,"{'latitude': '40.764972255915445', 'longitude': '-73.881383563249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24 AVENUE,ASTORIA BOULEVARD,24 AVENUE,ASTORIA BOULEVARD,88 STREET,,,,,,,
59008677,2023-09-29T11:20:34.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,Business,10028,1201 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-18T13:59:01.000,08 MANHATTAN,,MANHATTAN,995961,222201,PHONE,Unspecified,MANHATTAN,40.77655895396632,-73.95771628140812,"{'latitude': '40.77655895396632', 'longitude': '-73.95771628140812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,LEXINGTON AVENUE,,,,,,,
59442674,2023-09-29T11:20:26.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,10456,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,In Progress,,,03 BRONX,2023860144,BRONX,1009228,240291,PHONE,Unspecified,BRONX,40.82618349190198,-73.90974720069485,"{'latitude': '40.82618349190198', 'longitude': '-73.90974720069485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  164 STREET,WEIHER COURT,EAST  164 STREET,WEIHER COURT,WASHINGTON AVENUE,,,,,,,
59460141,2023-09-29T11:20:15.000,,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,10467,3535 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,ADDRESS,BRONX,In Progress,,,07 BRONX,,BRONX,1017693,260786,PHONE,Unspecified,BRONX,40.88240811038497,-73.87905847713522,"{'latitude': '40.88240811038497', 'longitude': '-73.87905847713522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ROCHAMBEAU AVENUE,,,,,,,
59456136,2023-09-29T11:20:07.000,2023-10-01T09:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11412,203-10 MURDOCK AVENUE,MURDOCK AVENUE,ADDRESS,SAINT ALBANS,Closed,,2023-10-01T09:45:00.000,12 QUEENS,4110200045,QUEENS,1053072,194675,PHONE,Unspecified,QUEENS,40.70074704845066,-73.75179364625433,"{'latitude': '40.70074704845066', 'longitude': '-73.75179364625433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",203 STREET,204 STREET,203 STREET,204 STREET,MURDOCK AVENUE,,,,,,,
58956151,2023-09-29T11:20:01.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11206,63 WHIPPLE STREET,WHIPPLE STREET,ADDRESS,BROOKLYN,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T08:07:00.000,01 BROOKLYN,3022730019,BROOKLYN,999685,194872,UNKNOWN,Unspecified,BROOKLYN,40.70154193021503,-73.9443331219602,"{'latitude': '40.70154193021503', 'longitude': '-73.9443331219602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-11-14T08:07:00.000,,,,,
58956282,2023-09-29T11:20:01.000,2023-09-29T14:05:23.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,2126 TIEBOUT AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T14:05:28.000,05 BRONX,2031430018,BRONX,1012303,250167,MOBILE,Unspecified,BRONX,40.85328098829219,-73.89859502842131,"{'latitude': '40.85328098829219', 'longitude': '-73.89859502842131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,TIEBOUT AVENUE,,,,,,,
